 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.7986999	0.06126206	0.011543639	0.009228823	0.009178954	0.0091596935	0.009137716	0.009131043	0.009130273	0.009149261	0.009132384	0.009132851	0.009160896	0.009133826	0.009185631	0.00937088	0.009262055
ì	0.2930483	0.067001835	0.049367327	0.043480963	0.042904727	0.04359099	0.043636505	0.043390673	0.043353394	0.043660622	0.043085758	0.04278668	0.043692816	0.042016853	0.030316487	0.041356478	0.043309618
m	0.7871282	0.03547586	0.029326178	0.012052431	0.010568427	0.012510334	0.012670512	0.011892424	0.011782317	0.01273858	0.011035136	0.010281013	0.012845821	0.008668457	0.0019719056	0.0075801723	0.011472242
b	0.6126471	0.0036143784	0.020783026	0.021924153	0.013868197	0.04306535	0.049900316	0.027393721	0.025563652	0.05325389	0.017184755	0.012660517	0.05919293	0.007978872	0.0032490292	0.006377825	0.021342283
e	0.17549801	0.017765868	0.04852974	0.05123307	0.03383534	0.08656159	0.09612054	0.061323687	0.057986025	0.100570545	0.0412541	0.030978775	0.10809467	0.01919818	0.0062136734	0.01491728	0.049918998
r	0.022965325	0.6564059	0.11902431	0.016515661	0.014431029	0.014282179	0.014257558	0.014250285	0.014249129	0.014254307	0.014243729	0.014238068	0.014254828	0.014223347	0.013931015	0.014210494	0.014262911
i	0.04096975	0.2240792	0.4027292	0.032929506	0.023966594	0.026978757	0.0271686	0.025818354	0.025624232	0.027279254	0.024298232	0.022932008	0.027462108	0.01990156	0.0050041913	0.017764268	0.025094183
d	0.0018594327	0.4450524	0.42585015	0.02900438	0.00878854	0.0076633864	0.0074987505	0.0074734776	0.007469234	0.007475085	0.007458639	0.0074499273	0.007475677	0.00742718	0.006992898	0.007411133	0.0076496513
e	0.0057394924	0.050656967	0.6760083	0.047591105	0.01898552	0.01823678	0.017207213	0.017816463	0.01777588	0.018045114	0.017530838	0.0172898	0.018066121	0.016622184	0.00888469	0.015919497	0.017623983
c	0.0008276939	0.23224054	0.55007523	0.087592036	0.013558324	0.009969794	0.009520768	0.009460173	0.009448555	0.009451367	0.009430596	0.009421296	0.00945198	0.009394411	0.008882643	0.009406424	0.011868106
i	0.0017483615	0.011586501	0.4965113	0.13192403	0.028354652	0.03445115	0.022692971	0.032641467	0.032284427	0.03515553	0.030025037	0.02789018	0.035415873	0.023170628	0.004902424	0.019542802	0.031702667
d	0.0012708319	0.09307433	0.4534462	0.26828265	0.026876343	0.014497167	0.012968578	0.0128012085	0.012770637	0.012753299	0.012736322	0.012727456	0.012751408	0.012704015	0.012265427	0.012706693	0.015367451
è	0.0007466093	0.0046627806	0.21244133	0.41168606	0.042264782	0.039008617	0.014639298	0.033855505	0.033257518	0.03723313	0.030133821	0.0274628	0.037495203	0.021719554	0.0040166066	0.01724908	0.0321273
s	0.0006930302	0.0063049383	0.3025782	0.49027297	0.05641322	0.028214544	0.019431962	0.011462508	0.010699361	0.018728709	0.0074806907	0.005599157	0.020175925	0.0034696136	0.001175626	0.0049506063	0.012348933
s	0.00726045	0.007467408	0.17017111	0.5506177	0.07993761	0.044322707	0.023685234	0.014196713	0.013097685	0.025828162	0.008769588	0.0065016462	0.028374663	0.004044189	0.0014542636	0.0033963942	0.010874477
a	0.005180336	0.004960073	0.3290358	0.32354528	0.021287171	0.04347417	0.050989084	0.019509213	0.017871397	0.057759766	0.011707291	0.009017616	0.07318795	0.006539763	0.00414237	0.0060765366	0.015716191
m	0.0003501822	0.0005240999	0.009299865	0.5077806	0.23830631	0.040994924	0.019291205	0.017134635	0.01700953	0.01709706	0.016430568	0.016076285	0.017123023	0.015238376	0.007032585	0.015557392	0.044753306
o	0.0050964043	5.9562684e-05	0.0047206706	0.4550006	0.13808687	0.0628232	0.028900443	0.037481293	0.037768327	0.044278443	0.033079427	0.029037196	0.044989347	0.02149093	0.003914029	0.016698936	0.036574274
n	0.0002830409	0.0037559369	0.018263971	0.27305302	0.4524081	0.09227674	0.019584391	0.014539399	0.0137394555	0.012991679	0.012997157	0.012911444	0.012900981	0.012839094	0.012018035	0.012878729	0.022558818
a	0.00023287685	0.00013382075	0.001660631	0.21352975	0.29324853	0.24961129	0.0145651335	0.033096287	0.029860737	0.032574773	0.023873448	0.021099307	0.032213025	0.015297086	0.0022139065	0.010455728	0.026333693
p	0.00020403854	0.0006822788	0.0018640285	0.09584803	0.46376514	0.2646032	0.048549958	0.01748021	0.013569013	0.010209352	0.010289473	0.009974355	0.009834579	0.009774811	0.008447075	0.010297518	0.024606925
à	0.0011313196	2.4441977e-05	0.00028360722	0.048860345	0.16686334	0.24546655	0.0325422	0.06549348	0.06365209	0.0886525	0.044911154	0.037892535	0.076395564	0.025986392	0.00321998	0.012965377	0.08565913
m	0.0007464819	0.00038958603	0.0044441363	0.055452388	0.2318078	0.4092922	0.16602162	0.028642742	0.018058583	0.020589607	0.007957979	0.0057033096	0.020918807	0.003455381	0.0012246137	0.0057730293	0.019521791
e	0.0031001063	0.001430528	8.712549e-05	0.0077464674	0.08894974	0.5371287	0.033183865	0.026430288	0.02484398	0.07343321	0.017250802	0.01749462	0.12363135	0.014026138	0.004156707	0.010253727	0.016852634
s	0.00018756406	0.00061352644	0.0017806108	0.03173438	0.20443836	0.4055002	0.17886578	0.04703547	0.027475543	0.012403788	0.013108373	0.0116735	0.010928091	0.011073716	0.008581933	0.010735136	0.023864007
t	0.0004070337	1.2721489e-05	0.00027230615	0.019363582	0.15756547	0.50422937	0.09385181	0.05876362	0.043149058	0.022620592	0.019781131	0.016068527	0.020323265	0.012093437	0.0019945935	0.0103496965	0.019153886
i	0.0015871568	5.917125e-06	0.0002979008	0.005992713	0.08352144	0.5776212	0.098153755	0.036535654	0.028271977	0.03999967	0.013508944	0.0095322635	0.042135227	0.0059270994	0.0024273403	0.007190926	0.047290847
t	0.0004996255	0.00015510102	0.0009476426	0.0033492048	0.03435949	0.0867916	0.28521284	0.13744916	0.123855926	0.03804742	0.043570016	0.034507997	0.031413704	0.030852495	0.014224363	0.049190797	0.08557268
à	0.0008692634	2.8077953e-05	6.234876e-05	0.0011414456	0.031808056	0.2539694	0.16779561	0.1323151	0.10735595	0.101789765	0.033665814	0.028633483	0.07311477	0.015414315	0.0011621612	0.0038638846	0.047010556
l	0.0005403278	0.00010299	0.0004094269	0.008575501	0.017923357	0.09159529	0.46224913	0.21942633	0.10689409	0.030718904	0.012605183	0.006400344	0.018091584	0.0031967207	0.0010216777	0.0047331126	0.015515923
a	0.0011758577	2.587889e-05	4.9843347e-05	0.004663825	0.032021184	0.40763524	0.2036822	0.15187794	0.103550896	0.038602162	0.012822834	0.0058333245	0.024110297	0.0030944382	0.0010037919	0.0029418166	0.006908534
s	0.00010912774	0.00018150886	0.0001326823	0.00065775996	0.007396865	0.029464396	0.21517344	0.31880325	0.24770024	0.043391243	0.052916687	0.028123818	0.01008744	0.016222395	0.0064752717	0.009077492	0.014086455
s	0.000983189	4.3851705e-05	0.00013313167	0.0016741578	0.031932414	0.13624075	0.067860946	0.2207216	0.27368858	0.05018811	0.08147878	0.03726445	0.020256689	0.02411645	0.0032507752	0.02148573	0.028680393
a	0.0012009047	5.5662717e-06	0.00011637225	0.00042511075	0.004143842	0.052428816	0.16921818	0.26057303	0.23116739	0.063295215	0.04268286	0.024790213	0.0413989	0.013506281	0.0033112078	0.020222029	0.071514085
s	0.00025659445	0.00012575048	0.0004157181	0.00069376733	0.0034705529	0.010420583	0.13157476	0.27921432	0.20410012	0.04767317	0.08010694	0.043638997	0.013007714	0.035430145	0.015740337	0.081416495	0.052714095
t	0.0005273133	1.1209105e-05	5.336535e-05	0.00034339624	0.010313995	0.095606424	0.14653505	0.25320044	0.21061932	0.076341346	0.056026388	0.026533026	0.02953137	0.017039703	0.0012669787	0.006707824	0.06934278
i	0.00046369882	1.4217615e-06	2.1252894e-05	0.00016196436	0.0011136177	0.008908969	0.085968494	0.3966798	0.27445883	0.07610881	0.03597695	0.019927565	0.035280615	0.010444787	0.0029412704	0.014450437	0.037091494
s	0.00019008986	0.00011885026	0.0002819489	0.00057130575	0.0024116	0.0049315025	0.023875963	0.1953681	0.20009673	0.10285097	0.14235212	0.09755744	0.028805967	0.07513082	0.019737268	0.07097416	0.034745235
p	0.001010227	3.6847614e-05	4.5881785e-05	0.00018616722	0.0036531936	0.07507594	0.21879055	0.19457841	0.17947829	0.16470776	0.051101297	0.024046827	0.027670925	0.015551279	0.0011036808	0.003845832	0.039116953
i	0.00097572024	3.7823322e-06	2.2456441e-05	0.0006114528	0.008068575	0.02763027	0.15744308	0.19988297	0.21871965	0.11765379	0.037305072	0.010286183	0.047908567	0.018848568	0.007950914	0.021111408	0.12557746
à	4.2427306e-05	0.00012533602	7.134148e-05	0.00019943478	0.001694129	0.004526693	0.018669188	0.1873725	0.31595823	0.119414665	0.1791049	0.06782798	0.016913481	0.04682375	0.0110895	0.011455977	0.018710548
g	0.0028702377	1.3377331e-05	9.6943164e-05	0.0003438571	0.0018176566	0.010196864	0.054512497	0.109500885	0.17026308	0.33047515	0.13492244	0.04944331	0.05451792	0.021754777	0.003535021	0.009549102	0.04618685
g	0.0015254495	0.0003636815	0.00022360949	0.00032888068	0.001535142	0.027066832	0.0957518	0.122287616	0.12009612	0.33299202	0.07447241	0.0784832	0.030994536	0.045426603	0.0044118967	0.027446363	0.036593806
i	0.00071556284	6.101348e-06	5.7908487e-06	0.00017495506	0.0010433235	0.008982715	0.038676586	0.28526103	0.21163039	0.25896475	0.04153748	0.025413008	0.08918821	0.013623817	0.0039949086	0.007659503	0.013121871
a	0.0002641388	0.0001439118	0.0003570369	0.00055504433	0.00092071184	0.002125672	0.011383865	0.14663176	0.13220678	0.12602116	0.11959047	0.17958073	0.027984854	0.14288327	0.019512879	0.06033489	0.029502757
e	0.00023829231	9.508527e-06	0.00011185857	0.00019207204	0.00050413056	0.0014783241	0.01030927	0.20783976	0.2502148	0.1058194	0.1732616	0.098086745	0.011472447	0.052855693	0.0044076834	0.042874552	0.040323928
p	0.0002309082	4.425295e-06	4.132572e-05	9.043198e-05	0.0002987442	0.00059170736	0.005209398	0.13062887	0.15880893	0.12760209	0.15695468	0.12054877	0.02051475	0.11537451	0.018747913	0.089094885	0.055257674
ì	0.0009990562	2.856899e-05	4.3753364e-05	0.00010536278	0.00115596	0.0047028568	0.040064484	0.15095359	0.20032841	0.23821871	0.12214634	0.068007365	0.015334754	0.05121637	0.0017442178	0.012116948	0.0928332
r	0.0052551213	1.920248e-05	3.5814894e-05	7.38102e-05	0.00019677482	0.002363479	0.0034315817	0.02394386	0.040254984	0.29196084	0.04981505	0.06057573	0.4068179	0.06050731	0.017893685	0.00910838	0.027746387
t	0.0019797212	0.00019764001	1.662064e-05	5.4232256e-05	0.000394734	0.006581799	0.02953	0.09698167	0.10531111	0.32184792	0.11096904	0.08496113	0.11326815	0.074554086	0.007834188	0.013943821	0.031574126
a	0.008180932	0.0002857665	2.2970886e-05	5.684823e-05	0.00017142147	0.0010820675	0.0016265691	0.014099785	0.026173964	0.13429216	0.061139904	0.13368127	0.35802105	0.12185177	0.08439235	0.023277082	0.03164403
t	0.00047599574	4.174056e-05	0.0001447127	0.00022607781	0.00025695388	0.00093603047	0.003634306	0.11329514	0.16466619	0.10384816	0.15266328	0.18459539	0.050778724	0.15078796	0.010543585	0.02947709	0.033628687
