 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.8128644	0.034160823	0.015111938	0.014446195	0.013760115	0.013505441	0.01497848	0.0135348	0.013428728	0.013422486	0.013509118	0.013641013	0.013636553
ù	0.6574855	0.04727862	0.029550223	0.028624667	0.029501341	0.028967217	0.021332458	0.030005597	0.024817957	0.028228903	0.016383538	0.028792588	0.029031433
r	0.2716962	0.40260985	0.059708573	0.030535715	0.032788083	0.03113612	0.015768139	0.034346808	0.02113486	0.028949734	0.009542367	0.030569287	0.031214217
u	0.69406456	0.16784911	0.025634909	0.0129270125	0.016339364	0.0139522655	0.0036151556	0.019194108	0.005670968	0.011347962	0.002138326	0.01320134	0.014064974
k	0.06898124	0.6267461	0.18217407	0.0132143	0.012330548	0.012145459	0.01200654	0.012142487	0.012060107	0.012113871	0.011835254	0.012123215	0.01212684
a	0.03038947	0.6800808	0.13822752	0.016855918	0.016538315	0.016158022	0.012463877	0.016590465	0.014295697	0.0158421	0.0102823535	0.01609957	0.016175907
s	0.01037867	0.38689047	0.4650538	0.017957661	0.014050833	0.013317142	0.013182742	0.013258056	0.013186885	0.0132038295	0.012990473	0.013237657	0.01329169
ì	0.0061324914	0.49949726	0.3456919	0.02094533	0.017170912	0.015724296	0.0071091955	0.016377296	0.012795555	0.01574793	0.010756883	0.01599497	0.016055996
t	0.027852941	0.15147784	0.5671222	0.046234295	0.039920855	0.026029749	0.005404066	0.0479329	0.007882642	0.018323706	0.0036729916	0.03203456	0.026111225
a	0.009483402	0.23464443	0.5710933	0.026006399	0.031479474	0.019577913	0.0016882097	0.044455707	0.004884855	0.013891123	0.0031677368	0.019024285	0.020603046
m	0.001021807	0.12814544	0.64079154	0.102866	0.024155756	0.013782922	0.013076292	0.012968758	0.012684143	0.012815095	0.011938177	0.012844716	0.012909225
