 	questo	muro	vuole	uno	specchio	</S>
c	0.6383488	0.06637597	0.0641013	0.057950586	0.108262226	0.06496103
ì	0.37721112	0.015066289	0.14704154	0.14998536	0.15503855	0.15565708
t	0.9080798	0.007024425	0.022098785	0.019917822	0.02139761	0.021481393
t	0.9173485	0.0046360297	0.020439267	0.01524421	0.020856818	0.021475237
o	0.83291644	0.006641994	0.04108646	0.025686013	0.045387253	0.048281822
t	0.11251419	0.724208	0.05334062	0.036817383	0.03656019	0.036559656
ì	0.0663333	0.035297982	0.19216965	0.21459733	0.2439729	0.24762875
c	0.54889244	0.16868769	0.14471132	0.041189533	0.048032735	0.04848629
h	0.06321437	0.060592417	0.3168673	0.10656167	0.21742222	0.23534197
o	0.08390708	0.32219756	0.36320013	0.0760382	0.07720419	0.07745274
t	0.0017997358	0.43048874	0.49071395	0.04617717	0.016039949	0.01478035
è	0.004162391	0.03870454	0.31309587	0.22288334	0.20244724	0.21870668
l	0.0014153019	0.04531718	0.79131824	0.0717294	0.046510935	0.043708954
i	0.0022813075	0.009571822	0.7018082	0.14100632	0.075337954	0.06999441
è	0.00027940003	0.012171497	0.057841007	0.83305293	0.07308938	0.02356567
n	0.00023852315	0.0023381133	0.032172903	0.76290476	0.15128435	0.051061254
a	0.00021155358	0.00012072204	0.011795055	0.7286754	0.22957909	0.029618165
n	0.00029169838	0.0025916903	0.0020302658	0.6153495	0.207256	0.17248093
j	0.0013206814	0.00014276382	0.005419239	0.366897	0.44633746	0.17988287
a	0.003929927	0.00020768742	0.03775757	0.46788228	0.23269914	0.25752342
l	0.00034775818	0.0009857641	0.0025475859	0.046832692	0.17000784	0.7792784
ì	0.009139085	7.6561715e-05	0.0078043514	0.045962013	0.29805425	0.6389637
</S>	0.0010211084	0.00020512029	0.0016459583	0.06472108	0.43023247	0.50217426
