 	vuole	vuole	mangiato	caldo	</S>
t	0.9393896	0.015584548	0.0087525165	0.030081637	0.006191622
è	0.8610559	0.061747376	0.02617338	0.025000472	0.02602302
l	0.7234147	0.20910853	0.026405271	0.014121078	0.026950318
i	0.45117325	0.48611107	0.02619116	0.010177533	0.026346952
t	0.15857364	0.786387	0.0278042	0.013681358	0.013553815
è	0.025003957	0.861381	0.044415966	0.03400794	0.035191286
l	0.12322831	0.80394477	0.046392083	0.007936489	0.018498383
i	0.03230817	0.7919957	0.12923178	0.010223759	0.036240533
f	0.0018966818	0.14973979	0.78965396	0.033557426	0.025152167
a	0.0013779076	0.019930428	0.8032583	0.093171924	0.082261354
m	0.0063191988	0.06725413	0.7729409	0.108162686	0.045323133
è	0.0024642306	0.0073614097	0.44521078	0.29533073	0.24963287
n	0.04075509	0.21999246	0.51053745	0.12778296	0.100932054
o	0.004616464	0.018977748	0.71719736	0.112483405	0.14672494
t	0.0021873063	0.0051374696	0.092169225	0.67434555	0.22616044
r	0.0005818107	0.0009166865	0.012036231	0.71629024	0.27017507
e	0.0027034339	0.004556336	0.089064896	0.12206919	0.78160614
m	0.0015392703	0.0023274594	0.008272677	0.042239796	0.94562083
m	0.00048537223	0.0003630906	0.0011107743	0.03879972	0.95924103
ò	0.0012969392	0.0040774914	0.02974599	0.34041506	0.6244645
</S>	0.00064289314	0.0014673368	0.014216926	0.40671787	0.57695496
