 	non	sapeva	dove	a	stare	</S>
e	0.9341853	0.02877057	0.013173867	0.0030838156	0.012900802	0.007885628
n	0.7606799	0.11996475	0.03508516	0.027979264	0.027679482	0.028611584
ì	0.07055313	0.44985795	0.17619278	0.08500692	0.085766576	0.13262269
s	0.012818304	0.9240478	0.030377166	0.0045867986	0.0048292386	0.023340805
s	0.01617248	0.6922954	0.13313067	0.018578062	0.018283563	0.121539876
e	0.01758358	0.7076039	0.050465047	0.021376556	0.022514608	0.1804563
r	0.007239003	0.20408086	0.5982827	0.06731454	0.050310474	0.07277242
e	0.0026253366	0.43733233	0.36439016	0.020282755	0.015556308	0.1598131
p	0.0016754213	0.019681936	0.7330337	0.20170501	0.020890996	0.023012895
u	6.277646e-05	0.0068099853	0.7720909	0.117262565	0.020851051	0.08292276
n	0.0029811405	0.0046795537	0.12574473	0.7999099	0.038695246	0.027989417
a	3.693684e-05	0.00065380236	0.30008844	0.53931683	0.022063922	0.13784014
s	0.0019231307	0.0045062676	0.072842	0.70033944	0.14899692	0.07139227
t	0.00014832753	0.0027634222	0.14592738	0.50247544	0.12380225	0.22488317
a	3.8464463e-05	0.002967016	0.0683883	0.5824046	0.106937714	0.2392639
s	0.00017729608	0.0048813913	0.010611958	0.23731098	0.5543373	0.19268106
ì	8.06331e-05	0.0018766253	0.0029284463	0.018127918	0.13288811	0.84409827
</S>	0.00024266576	0.004237887	0.011415788	0.014830149	0.3196408	0.64963275
