 	ora	che	loro	non	vengono	più	</S>
à	0.892398	0.037753306	0.034449033	0.008103055	0.00845256	0.012281834	0.0065621664
r	0.8322179	0.103180364	0.024863727	0.0016920338	0.01936798	0.003531492	0.015146537
t	0.6394645	0.28414345	0.036934447	0.001405365	0.01876442	0.0038282543	0.01545945
e	0.6271649	0.12347874	0.090592794	0.008771648	0.08412171	0.012824382	0.053045765
k	0.010383567	0.7885522	0.14022188	0.018465793	0.0144369025	0.013784586	0.0141551085
a	0.006462378	0.67941177	0.1600221	0.011040184	0.0546437	0.03545031	0.05296954
c	0.014195043	0.24262096	0.5250643	0.13620965	0.029982375	0.025996873	0.025930788
ì	0.0028882516	0.06962261	0.71698755	0.0032962053	0.09127659	0.03524718	0.080681704
n	0.045927744	0.16452417	0.521755	0.10557316	0.089730136	0.019022694	0.053467084
i	0.0035888238	0.11656391	0.7631035	0.04647384	0.043141555	0.00579124	0.021337228
e	0.0008177331	0.039525658	0.10446223	0.7277305	0.09021411	0.020301921	0.01694786
n	0.00018670164	0.0018749746	0.008153206	0.7519174	0.15443598	0.046512492	0.036919236
è	0.0004135846	0.0016950815	0.07372959	0.09525419	0.6494028	0.15693288	0.02257181
r	0.0016256354	0.011711861	0.16119348	0.006688426	0.770045	0.03706455	0.0116710635
k	0.08435437	0.0011646401	0.042689763	0.036558714	0.7229319	0.067957014	0.044343606
o	0.00397277	0.0013064871	0.020765727	0.0141295	0.8112226	0.110065475	0.038537417
t	0.0008035969	0.0030350722	0.0045864773	0.06783766	0.18354352	0.52397335	0.21622035
t	0.009937644	0.0013968899	0.022466214	0.005045959	0.23855415	0.44061235	0.28198677
e	0.015458417	0.0028584374	0.022740765	0.0023782256	0.09456856	0.27320778	0.5887878
p	0.0010938065	0.0013578937	0.0052104616	0.0024287023	0.027396213	0.5677598	0.39475313
l	0.004807868	9.8192715e-05	0.002064661	0.0007418725	0.02549051	0.4577755	0.50902134
è	0.004034428	0.00026521052	0.002864891	0.0010512377	0.033140022	0.6130427	0.34560153
o	0.00840067	8.427001e-05	0.0026305013	0.00096700527	0.012879475	0.74797857	0.22705947
</S>	0.037941616	0.00023362316	0.005936579	0.00011217274	0.03698969	0.14210767	0.7766787
