 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.86343503	0.035753667	0.014543998	0.018914279	0.009076027	0.012069915	0.009095813	0.019938745	0.017172543
ò	0.060278594	0.11482308	0.12421565	0.13430928	0.14184386	0.14101209	0.097322054	0.08687416	0.099321276
t	0.82638603	0.05475134	0.026635934	0.019458385	0.021329433	0.021035897	0.0105926795	0.008865219	0.010945167
t	0.5905937	0.12439632	0.06852755	0.047253273	0.054708634	0.053592395	0.021359274	0.017339382	0.022229515
e	0.37015164	0.087174885	0.15308093	0.08106116	0.12354124	0.116761096	0.02389396	0.0193639	0.024971204
è	0.09634613	0.647665	0.07298125	0.035100684	0.0303092	0.03024595	0.029218772	0.028856236	0.029276656
s	0.15301797	0.5742977	0.19270313	0.023538847	0.02210564	0.02096353	0.0046896576	0.0037769831	0.004906526
t	0.14785549	0.5504702	0.17679419	0.036576446	0.031565066	0.030610057	0.009191921	0.007332836	0.009603858
a	0.35083497	0.22450761	0.14991659	0.05157506	0.09657901	0.086420074	0.013836505	0.012059938	0.014270224
s	0.013659609	0.58104473	0.13520953	0.11807017	0.03242428	0.031380214	0.029628001	0.028918093	0.029665379
e	0.027958978	0.5807591	0.10517058	0.10029645	0.05813411	0.05641576	0.024944324	0.020457178	0.025863493
o	0.0019436869	0.18699224	0.26067287	0.4676905	0.018712664	0.016297141	0.01603074	0.015824484	0.01583566
G	0.0027926832	0.03691216	0.06313575	0.6019574	0.07659938	0.056158297	0.053894922	0.051787242	0.056762204
i	0.0019224063	0.004402917	0.18680778	0.6397382	0.049249787	0.069140166	0.023181677	0.0066994387	0.01885766
u	0.0008417018	0.06494646	0.08599916	0.76023847	0.03286764	0.01446781	0.013993877	0.013441611	0.013203325
v	0.001958724	0.0041124416	0.018531183	0.3495797	0.32179493	0.062504075	0.08225586	0.071420744	0.08784234
à	0.02278784	0.002559914	0.07541275	0.5071778	0.17493308	0.07949627	0.038697407	0.014056915	0.08487803
n	0.0015087702	0.0030380564	0.01754092	0.12770592	0.7736003	0.061093237	0.008171061	0.0050158896	0.0023260112
n	0.020015636	0.002051017	0.017302178	0.18914457	0.6969197	0.05321229	0.008318042	0.0063516283	0.0066849464
i	0.0051338035	0.0056673833	0.017113391	0.19311523	0.64578813	0.1151678	0.008459445	0.005792596	0.003762144
t	0.0009793349	0.0010401941	0.0037243005	0.03575986	0.77825636	0.06343605	0.079153694	0.021422101	0.016228072
i	0.012877562	0.0010287276	0.0060483078	0.14494774	0.583096	0.035023157	0.09436518	0.052123968	0.07048934
n	0.0035627743	0.001440047	0.00022436537	0.004525425	0.75941044	0.13245076	0.058726426	0.0194449	0.02021487
A	0.008578344	0.0002974244	0.0023260575	0.0679132	0.57406604	0.07930892	0.15017907	0.04235922	0.07497173
n	0.0037939632	0.00041154065	0.00660323	0.004038516	0.47187513	0.38543338	0.06346448	0.053157855	0.011221939
n	0.1875878	0.0015517126	0.0045634	0.025720518	0.40892088	0.105951816	0.13083789	0.085698195	0.049167786
a	0.032157183	0.0005774678	0.0011673678	0.0016563468	0.71846026	0.18374322	0.027904639	0.025113942	0.0092195785
ì	0.0030222835	0.0026009995	0.0017196935	0.0043002977	0.19883345	0.1709695	0.3406856	0.065674245	0.2121939
s	0.015388598	0.0003118484	0.0024102477	0.0016951832	0.26589513	0.1316773	0.25702488	0.23047037	0.09512642
t	0.096076444	0.0012602155	0.0053457096	0.026397409	0.09032421	0.08281763	0.16128014	0.35775605	0.17874223
i	0.083320364	0.0010025869	0.0024579049	0.0026331926	0.08428566	0.104415424	0.1638957	0.37590203	0.18208714
n	0.0038440088	0.0028897587	0.0015239246	0.005464527	0.14524905	0.28841135	0.14138572	0.069139734	0.34209186
e	0.019465085	0.0008648616	0.007857349	0.01715902	0.10716443	0.31330624	0.23178875	0.14226007	0.16013421
a	0.0013941404	0.00034710512	0.00014855585	0.0008200439	0.0026801454	0.025400046	0.11365859	0.2186677	0.6368837
n	0.01689629	0.0007119798	0.0008075841	0.0029895934	0.047626648	0.15182965	0.1696678	0.1313088	0.47816166
k	0.008985329	0.0017145	0.0024954812	0.009850861	0.0020273544	0.029675571	0.3141343	0.13687916	0.49423748
ò	0.030559627	0.00093184394	0.004250219	0.0074988217	0.006865524	0.018829323	0.1743263	0.06998126	0.6867571
r	0.0085628275	0.00017670113	0.0006571148	0.0018824022	0.0008165663	0.0031582518	0.025519067	0.62295836	0.3362687
a	0.0008463517	0.00014863811	0.0016333035	0.007250506	0.0039274963	0.026320498	0.44793168	0.08877962	0.42316186
m	0.0024931834	0.0004170702	0.0005880396	0.0016347079	0.0012471196	0.007050781	0.017809914	0.47559646	0.49316266
a	0.031666502	0.0026228686	0.10156717	0.07646805	0.047950093	0.16448328	0.2150706	0.17018141	0.18999003
r	0.010573558	0.0018660616	0.0020981776	0.005139491	0.00628382	0.022354232	0.023239654	0.2686323	0.6598127
è	0.026358206	0.0038561134	0.019727595	0.04192028	0.0038189508	0.17063022	0.029011052	0.15017453	0.554503
o	0.0147477705	0.0003719193	0.007900972	0.0052373633	0.0011554854	0.026273964	0.0077723945	0.40085623	0.53568393
n	0.1396576	0.0050104875	0.0075701927	0.013097515	0.004929661	0.13666844	0.0072970917	0.47101977	0.2147492
t	0.03419494	0.010765989	0.009193326	0.08050655	0.0027831756	0.11214917	0.024300532	0.18183485	0.54427147
a	0.20814157	0.0063880896	0.010879591	0.040982753	0.0100265965	0.09877181	0.0044714897	0.5048889	0.115449175
</S>	0.1510696	0.01645358	0.011951539	0.0262338	0.0030557534	0.043705408	0.011585826	0.54275596	0.19318846
