 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.7911282	0.050870284	0.021656884	0.0227656	0.0247014	0.02143382	0.021438472	0.022145918	0.023859316
a	0.7336489	0.17136925	0.014683226	0.013322059	0.01186978	0.010185283	0.015060759	0.014932027	0.014928787
p	0.24227032	0.55219924	0.034982856	0.02868265	0.028218994	0.027895737	0.02859615	0.028576767	0.028577264
e	0.1205118	0.73633236	0.02301343	0.008801481	0.0063830167	0.0031752451	0.0368304	0.032553177	0.032399096
d	0.17628367	0.43947908	0.09875399	0.048974194	0.047405213	0.04668403	0.047498945	0.047466524	0.04745438
ì	0.11745477	0.46351314	0.12210634	0.017134065	0.015705647	0.006217068	0.09131561	0.08336597	0.083187364
a	0.07496001	0.53854436	0.20328203	0.01877804	0.007820644	0.005752016	0.06012006	0.04595942	0.044783354
m	0.020476947	0.032996982	0.79915076	0.042304654	0.020979194	0.014483569	0.023473129	0.023180058	0.022954684
i	0.013809858	0.018027829	0.65609294	0.007698215	0.012000361	0.0024670328	0.09512615	0.09674972	0.09802794
n	0.016289307	0.0073635303	0.78365207	0.06481257	0.032546196	0.023893552	0.024097297	0.023931574	0.023413835
c	0.0023444367	0.0017475416	0.90039593	0.008775873	0.0060893106	0.00066250167	0.023718193	0.027982833	0.028283369
i	0.017197695	0.0057462524	0.43981624	0.021225253	0.020586047	0.007832075	0.18989979	0.1433155	0.15438108
à	0.012357335	0.0017788787	0.42951313	0.31510678	0.10062116	0.037214022	0.03504201	0.035127603	0.03323904
e	0.004310328	0.0023632653	0.3699916	0.3845474	0.082215235	0.008916718	0.065999135	0.044745635	0.03691068
n	0.0001494054	0.00019976177	0.047793847	0.4999823	0.33514535	0.030160103	0.02980397	0.033919975	0.022845272
i	0.0004168945	0.0014024094	0.19943725	0.27129683	0.24645023	0.0051165707	0.021914829	0.119087964	0.13487703
n	0.00011862803	0.00012839196	0.021122986	0.13633795	0.34197533	0.38666168	0.0494753	0.055894062	0.00828566
d	0.00010962577	0.0017402879	0.07737773	0.16481559	0.25856376	0.030281987	0.05737787	0.28761056	0.12212263
ì	0.00037287668	0.008926031	0.12394312	0.024857948	0.05801368	0.046778858	0.25577626	0.2702732	0.21105804
n	0.00047682025	0.00082056876	0.012882392	0.03306472	0.05130451	0.36883047	0.25555345	0.25689057	0.020176362
n	3.4138826e-05	0.0010454269	0.029943502	0.03308753	0.3111199	0.05910822	0.14945325	0.37848687	0.037721116
u	0.00058011746	0.0015819906	0.15670817	0.017477516	0.08467927	0.13355924	0.24797378	0.30999705	0.04744289
t	0.0002548078	0.0008957122	0.005173615	0.0017555967	0.002602456	0.27126	0.50220615	0.15048435	0.06536728
t	4.2345655e-05	0.0017448963	0.0051201787	0.0008831756	0.004256452	0.019997437	0.19428268	0.62910753	0.1445653
e	0.00018103863	0.0019934345	0.0086361	0.0010839119	0.007302655	0.027124804	0.6243249	0.2551819	0.07417123
m	0.00067756866	0.0021272663	0.007918789	0.003196421	0.0026651276	0.12559779	0.49078	0.12512834	0.24190864
a	0.00050871284	0.07413041	0.0039753146	0.010544307	0.022149393	0.050532456	0.21435961	0.15851885	0.4652809
n	0.00045572946	0.00089374534	0.009445891	0.0112666115	0.026959363	0.27054322	0.3513567	0.1367319	0.19234681
i	0.00042196116	0.012326654	0.00026350765	0.004710189	0.024487719	0.022551278	0.14135328	0.1350053	0.6588801
c	0.00073169754	0.0007053161	0.0035720526	0.004011424	0.016390903	0.041160356	0.08492182	0.0665091	0.7819973
h	0.0009394071	0.06773989	0.0024950206	0.0067145396	0.01326521	0.035430696	0.16922373	0.044093367	0.66009814
ò	0.00010861859	0.0014287097	0.00028464381	0.00021913473	0.0009050772	0.0018700388	0.017292006	0.046390526	0.9315012
t	0.00016871242	0.0061132824	0.00027510372	0.0011782738	0.0043485574	0.0019687589	0.0770475	0.08061906	0.82828075
t	0.0001360497	0.00026707593	0.000111689966	0.003377612	0.0050789164	0.003890185	0.0128541505	0.025851168	0.9484332
o	0.0002002551	0.0134128295	0.0045453776	0.0013149821	0.010165101	0.0074460483	0.12232193	0.14730749	0.693286
</S>	0.011743188	0.22537217	0.0072629373	0.013672272	0.022327898	0.004626836	0.0870662	0.123080924	0.5048476
