 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.858822	0.09192531	0.012231683	0.0062273787	0.006149937	0.005773129	0.005970571	0.00605966	0.0068403967
n	0.5907629	0.24058609	0.04755745	0.021031842	0.02018077	0.019377839	0.020171173	0.020138472	0.020193446
ì	0.025710674	0.38241163	0.24700117	0.057829868	0.0400367	0.0471068	0.06644258	0.066201545	0.06725901
c	0.027003717	0.5491683	0.2915347	0.01527221	0.035400055	0.00492414	0.03006855	0.022536209	0.024092147
h	0.01777618	0.14485358	0.40957668	0.039013382	0.07124056	0.025445938	0.12171463	0.077775225	0.092603825
e	0.028229823	0.4788847	0.35546607	0.022308085	0.030379876	0.00682642	0.028393632	0.023889994	0.02562148
t	0.031179111	0.109294415	0.6944585	0.10277733	0.01282438	0.012095578	0.012488998	0.012431093	0.012450622
o	0.00086477667	0.022849122	0.8081511	0.058956087	0.012276277	0.016639262	0.026559005	0.026564755	0.027139574
r	0.022285717	0.042183835	0.37369317	0.42120692	0.0294198	0.027094247	0.028001705	0.02801482	0.028099783
ì	0.0003051738	0.003911988	0.4770497	0.27501112	0.015590265	0.012035354	0.07224701	0.0701519	0.073697515
s	0.0039586	0.0436781	0.22201289	0.56242454	0.05907876	0.0065173106	0.03456331	0.042212475	0.025553985
o	0.00024730494	0.0064050565	0.5621685	0.34785324	0.019441102	0.005906523	0.022588858	0.018219026	0.017170457
n	0.00054813374	0.008360697	0.03665447	0.8188051	0.057589643	0.03016465	0.01631695	0.016388798	0.015171604
t	5.9228487e-06	0.0007508116	0.019457571	0.7515746	0.045089796	0.07258356	0.035620015	0.04048781	0.034429844
a	2.0543732e-05	0.005492246	0.009499796	0.7364947	0.07278598	0.010401565	0.056241374	0.056747884	0.05231587
e	0.00012377343	0.002769471	0.0022353248	0.24025173	0.37632632	0.1189137	0.075862385	0.08789493	0.095622376
m	3.016961e-06	0.0003185636	0.0005420066	0.02495054	0.5897757	0.14072996	0.06920627	0.10247111	0.07200283
a	2.0690066e-05	0.0002530074	0.0017995335	0.00836546	0.12681098	0.2589279	0.19191529	0.17590246	0.23600464
n	0.00026183392	0.0030635744	0.0021651676	0.07626556	0.44244844	0.28720453	0.08207599	0.05541273	0.051102113
t	0.00013053775	0.0007271197	0.00074906996	0.0048582153	0.36612928	0.18380356	0.1394861	0.096199736	0.20791641
e	3.0869003e-06	2.6258125e-05	0.00041700786	0.008634982	0.31427255	0.11814007	0.21450032	0.19218284	0.15182287
ì	1.1220548e-05	0.00062884303	0.00073096866	0.006724448	0.12749729	0.2678271	0.196065	0.33884645	0.061668728
t	0.00020464139	0.0001919106	0.00043595894	0.0020243458	0.059041966	0.177368	0.48704875	0.17369159	0.09999278
s	0.0012456458	0.004926653	0.001962967	0.00073253404	0.0863929	0.6725875	0.14099634	0.040118072	0.05103732
e	0.00015946671	0.000100087665	0.0005069761	0.0047083846	0.03328191	0.23598802	0.23163293	0.42968997	0.06393229
r	5.1301926e-05	0.0005413101	0.0024785418	0.0019059905	0.033619177	0.0475274	0.22095966	0.53915375	0.15376285
e	0.00040030514	0.0006103971	0.0003732523	0.00038857613	0.005065287	0.12308128	0.3911839	0.11798433	0.3609126
k	4.798324e-06	0.00039591617	0.00035053454	0.0003057071	0.0039487616	0.029471945	0.12971479	0.75743705	0.078370474
a	0.00047454066	0.0014060243	0.0013198239	0.00042914966	0.003860751	0.016307218	0.1926934	0.27082568	0.5126834
v	1.5803744e-05	0.0005780833	0.0005750923	0.00029702982	0.0041468055	0.02436325	0.052520238	0.74325514	0.17424856
r	0.00085324334	0.0021786764	0.0018149639	0.00032896857	0.002016116	0.018136268	0.064923674	0.17225817	0.73748994
è	3.5083258e-06	4.980237e-05	0.00030927654	8.617881e-05	0.0005807475	0.007162851	0.04149796	0.710508	0.23980175
c	6.0418937e-05	5.197844e-05	0.00011272006	4.646112e-05	0.0001628015	0.0046901163	0.019771453	0.14409466	0.8310093
h	0.000812139	0.00222695	0.0008967969	0.0019400521	0.0038231066	0.02243682	0.057872456	0.14455168	0.76544005
i	7.272321e-05	4.605667e-05	0.00025180815	1.6169879e-05	0.00034672557	0.0018700098	0.03746206	0.3722225	0.587712
</S>	0.0006190115	0.0024913913	0.006814938	0.00031071372	0.00048901874	0.0027520529	0.02833028	0.058233246	0.8999593
