 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.87698895	0.063326195	0.011477949	0.0062843035	0.0063498155	0.0062331157	0.007033101	0.0063620172	0.009258672	0.006685939
v	0.44353628	0.18619116	0.04859556	0.046918016	0.04638141	0.046562407	0.04558019	0.04640094	0.04211222	0.047721904
ò	0.06842821	0.011247493	0.15927102	0.07972051	0.13084398	0.14503925	0.093398474	0.1349624	0.03823	0.13885872
e	0.6373616	0.09199579	0.11032103	0.009125947	0.027142104	0.04470846	0.0105610145	0.030463053	0.0035898767	0.034731198
n	0.05652521	0.6123491	0.18448167	0.04933977	0.017156012	0.016886083	0.016125074	0.016740005	0.013603828	0.016793272
ì	0.06461689	0.056886304	0.5572242	0.10311098	0.04346929	0.046326317	0.025646305	0.044293404	0.01522498	0.04320134
m	0.02593896	0.05035325	0.7832887	0.0640656	0.014065386	0.026146334	0.0038891353	0.013729398	0.0016934566	0.016829789
e	0.002318707	0.009945343	0.915966	0.019122617	0.0050777923	0.030690856	0.00087617396	0.0066969	0.0014088616	0.007896798
a	0.006350252	0.062282793	0.073829	0.7336821	0.03306607	0.018908953	0.018376812	0.018219696	0.017033633	0.01825069
n	0.00014588372	0.008255135	0.009555043	0.6908392	0.16274479	0.029247137	0.025723033	0.024849072	0.018675838	0.029964887
k	0.0012183235	0.0019791862	0.0069649112	0.84192175	0.07968417	0.019807005	0.005524676	0.019246181	0.009317202	0.014336595
ò	0.0005615639	0.0010869384	0.010622545	0.20309344	0.14948782	0.14201878	0.031074671	0.19330537	0.020632748	0.24811614
r	0.00035202067	0.0065005813	0.15591677	0.036672845	0.37044692	0.3249032	0.021626282	0.033099066	0.013081238	0.037401058
a	0.0009146646	0.007425668	0.061220955	0.7254404	0.10573518	0.06518284	0.0047791335	0.0108646825	0.00824487	0.010191631
p	0.001287657	0.010436917	0.0054298197	0.035699744	0.68320525	0.14880432	0.08196911	0.01589725	0.009575298	0.0076946914
r	0.001824505	0.00048447103	0.018874815	0.030305898	0.43402636	0.1308787	0.04516304	0.15643406	0.016444018	0.16556422
ò	0.00016236477	0.00013480103	0.0018425854	0.016554503	0.6669598	0.17766948	0.06442741	0.038429618	0.004951806	0.028867548
n	7.717969e-05	0.00025396343	0.0009413088	0.002084632	0.27004176	0.65373504	0.048950713	0.01688769	0.001077254	0.005950438
t	0.00073266897	0.00012514046	0.03845731	0.018882023	0.24385554	0.54568404	0.074844	0.042046014	0.004390538	0.030982666
a	0.00013229011	0.00016299468	0.010775526	0.0033293401	0.101345636	0.80411065	0.053223524	0.008995135	0.00264231	0.0152825955
n	0.00074050226	0.00026303472	0.001061474	0.0017641641	0.1474962	0.23078732	0.5067606	0.04999415	0.016309135	0.04482347
g	0.0009887277	0.00016797456	0.008975229	0.0054955827	0.09843557	0.12730004	0.44478983	0.12922393	0.024765356	0.1598578
h	0.00018471343	7.17327e-05	0.0022872551	0.0061076176	0.07520152	0.374966	0.4129001	0.0743264	0.010152215	0.04380243
ì	3.2340922e-05	2.0730786e-05	0.00050023745	0.00042681998	0.100326255	0.30713683	0.42543185	0.14673069	0.0038414004	0.015552933
z	4.172404e-05	6.929661e-05	0.0021304523	0.00037442325	0.030399598	0.5550099	0.21254832	0.16294558	0.016225262	0.020255473
i	0.014715613	0.0034118108	0.048962012	0.023291389	0.045207366	0.29422227	0.11927633	0.27756694	0.053259898	0.1200864
n	0.00016630683	0.00014243764	0.00036115336	0.00029427453	0.0019779562	0.021950435	0.751317	0.15972486	0.029597184	0.034468368
a	0.0020348066	0.00038604642	0.002744762	0.0009619137	0.012424556	0.041644633	0.33592507	0.46337104	0.062328774	0.07817835
r	0.00051115605	0.0011334313	0.0009689769	0.0010770821	0.0034066346	0.016134888	0.3099374	0.17131793	0.33476382	0.16074876
t	0.0035926893	0.0015994278	0.0020036078	0.0008520788	0.0026714557	0.00798198	0.06327581	0.6814301	0.11480984	0.12178305
i	0.013452024	0.0010568893	0.016923938	0.0060180244	0.022362424	0.049465645	0.028235026	0.34449357	0.065549925	0.45244262
s	0.00068085804	0.00016030796	0.00532299	0.0011623729	0.012807871	0.038747992	0.06175976	0.35980368	0.1799974	0.33955675
t	0.0037245613	0.0005947026	0.0043958602	0.0014788657	0.0016213314	0.010476867	0.0067115063	0.62984043	0.10536821	0.23578764
e	0.0045647533	0.0009787892	0.01387849	0.00090263115	0.0027731948	0.026299857	0.03512955	0.24303487	0.16679625	0.50564164
s	0.01463108	0.0027992295	0.0764412	0.003483405	0.0062533016	0.04316907	0.047584258	0.11399519	0.13826458	0.5533787
e	0.00289857	0.0008440968	0.0040051397	0.00019036805	0.00027856205	0.001375215	0.0006182126	0.016785074	0.6446315	0.32837322
t	0.00027418244	0.00018391604	0.0014815506	9.381176e-05	0.00028728537	0.00072339864	0.021625131	0.0139566	0.71559125	0.24578284
t	0.00095937244	0.00021388699	0.002837654	7.167128e-05	0.000116775154	0.00029820917	0.00092459604	0.011115567	0.43672556	0.5467367
ò	0.025131684	0.0011934615	0.012845856	0.0007650695	0.003322352	0.053007472	0.016891785	0.22945556	0.176344	0.48104274
</S>	0.00031571087	0.0002843713	0.0044219373	0.00030200506	0.00015300894	0.0009758233	0.0010084314	0.03310648	0.63339	0.32604223
