 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.9346929	0.029265355	0.004503428	0.004989839	0.005163506	0.016490286	0.0048947176
i	0.8329032	0.055256505	0.021834737	0.022725502	0.023132741	0.0211071	0.02304017
k	0.33401313	0.5041343	0.036753412	0.03332635	0.030277401	0.030636251	0.03085915
à	0.12936482	0.5282222	0.056017783	0.07425349	0.08860703	0.043527957	0.08000677
n	0.031708166	0.750034	0.113952644	0.037359882	0.027502406	0.009768461	0.029674506
n	0.11425338	0.6883917	0.11247797	0.02910841	0.027600907	0.0054634865	0.0227042
i	0.029617304	0.45902488	0.26931494	0.05881343	0.0684317	0.01787573	0.09692207
e	0.0053908625	0.17282864	0.5162114	0.25126117	0.014708733	0.019295389	0.020303829
A	0.0018431533	0.04502391	0.4689839	0.43092483	0.019920355	0.015908867	0.017395116
n	0.0062665977	0.051497843	0.49494383	0.17878728	0.22920175	0.0065664956	0.032736152
n	0.002317932	0.015738204	0.26345327	0.62462294	0.064369	0.008827853	0.020670801
a	0.0026386972	0.016912192	0.35745895	0.4868459	0.05120555	0.015543291	0.06939535
o	0.001252294	0.0030080753	0.06929361	0.6694478	0.095764786	0.066451006	0.09478243
s	0.0011525984	0.003476381	0.036696784	0.35245454	0.19859971	0.17147632	0.23614363
à	0.00018568171	0.00039641742	0.0014785777	0.06433236	0.8355901	0.0738158	0.024201065
m	0.003805824	0.0057317605	0.071276695	0.097348064	0.6087429	0.11782797	0.095266744
b	0.00019103552	0.0014018667	0.018089216	0.002002395	0.8486428	0.062606186	0.06706648
a	0.00034606547	0.004245396	0.037438516	0.072861284	0.6807961	0.07215293	0.13215971
p	0.00067478034	0.0020083308	0.011177309	0.04303157	0.052724447	0.5471667	0.34321687
o	0.00018667767	0.00031477291	0.0018321861	0.00062141824	0.016490996	0.31197134	0.66858256
r	0.00094390323	0.00073835294	0.0009785735	0.0014155605	0.005000105	0.49411693	0.49680665
n	0.00049280183	0.0004037048	0.00026714246	8.811544e-05	0.0041878847	0.4927966	0.50176376
ò	0.00029865344	0.00021013163	0.00034789206	0.001115474	0.047517356	0.30871606	0.64179444
</S>	6.358486e-05	0.00012486386	9.311929e-05	2.1643484e-05	0.026610434	0.31411275	0.6589735
