 	un	forno	che	fa	buon	pane	</S>
è	0.9279274	0.023790566	0.00830909	0.007876632	0.007443395	0.015560582	0.009092587
n	0.86585504	0.04668051	0.018664503	0.020340225	0.015285887	0.010933472	0.022240406
a	0.7341723	0.09806388	0.039948016	0.033953838	0.03125169	0.02791044	0.034699835
f	0.33354297	0.37791908	0.103590384	0.04777717	0.04503429	0.04594241	0.046193823
ù	0.104816705	0.34025612	0.17921647	0.095229715	0.09352756	0.089823276	0.097130165
r	0.08758508	0.58793885	0.21558762	0.03728398	0.020310646	0.015066811	0.036227006
n	0.061661433	0.7569844	0.1330501	0.017329842	0.008553736	0.005143803	0.017276643
o	0.0279207	0.72527796	0.1427769	0.036641896	0.012370376	0.012726336	0.0422859
k	0.0010963277	0.021958936	0.8300133	0.08840542	0.020113876	0.018545369	0.019866697
a	0.002226132	0.011029132	0.7699406	0.09425333	0.045226637	0.034668904	0.042655274
i	0.0036773065	0.030116858	0.32957166	0.52801555	0.037300177	0.034150776	0.037167717
k	0.00028855528	0.003636975	0.14204681	0.70344865	0.085548826	0.028539473	0.036490664
à	6.8652625e-05	0.0018994551	0.046707436	0.54212403	0.27869037	0.0746978	0.055812187
n	0.005150413	0.055265527	0.06577139	0.46673882	0.32263142	0.042613626	0.04182889
n	0.00012435117	0.005798316	0.043486066	0.5869421	0.3290474	0.012545697	0.022056004
i	0.00091088936	0.04156757	0.09504536	0.24180289	0.52000725	0.03182764	0.068838455
t	0.0017655753	0.0056600873	0.009231423	0.21585059	0.42198467	0.17902395	0.16648372
s	0.00013904575	0.005601119	0.0027648993	0.13507932	0.49273422	0.18163729	0.18204415
o	0.00015135687	0.0032281985	0.012814716	0.19911297	0.60177886	0.0789454	0.10396849
m	0.0006572657	0.003147544	0.005322421	0.025057785	0.4099037	0.42764696	0.12826435
ì	0.00059624435	0.009725966	0.00036891917	0.0054667806	0.024817279	0.43180546	0.52721936
k	0.000796033	0.04191046	0.0072156345	0.056500256	0.11151941	0.64390343	0.13815476
a	0.0003714903	0.009748495	0.00026787163	0.005688216	0.052153382	0.7890715	0.14269912
l	6.5661414e-05	0.00032883117	0.000134402	0.0019610778	0.024177307	0.80670863	0.1666241
ò	0.000958943	0.0037278477	8.754128e-05	0.0012538646	0.035179567	0.58804065	0.37075165
</S>	9.0668065e-05	0.0008658153	1.3137994e-05	8.79174e-05	0.0032456852	0.5393286	0.45636824
