 	è	che	stanno	ancora	svegli	</S>
è	0.8801337	0.07249606	0.017225102	0.0064320145	0.015214099	0.008499102
n	0.73205715	0.2135735	0.03177714	0.0032005068	0.0014350709	0.017956667
a	0.3568104	0.57017666	0.04182634	0.007384501	0.0008872864	0.022914868
s	0.089785986	0.7634899	0.08424466	0.027623504	0.0129149975	0.021940822
t	0.040264852	0.7990169	0.11199374	0.022667147	0.0008366217	0.02522083
a	0.070830874	0.7013613	0.13968302	0.014685063	0.0040422957	0.06939749
t	0.023436213	0.21452874	0.6215628	0.10160491	0.0047369837	0.034130387
ù	0.005807078	0.0902186	0.80916667	0.026729213	0.0004200628	0.06765829
n	0.052785996	0.09486803	0.76428676	0.050288185	0.0030486423	0.03472245
e	0.01020721	0.11043056	0.8372131	0.031398732	0.00085951394	0.009890898
a	0.004850946	0.023744116	0.24600054	0.6883344	0.012589731	0.024480226
n	0.0018312334	0.0030283576	0.022335807	0.8661122	0.017662527	0.08902997
k	0.00039285378	0.0005824859	0.020164996	0.9454342	0.00045365843	0.032971878
ò	0.0025743514	0.008289805	0.12732725	0.47967076	0.0028322337	0.3793056
r	0.032131914	0.12227013	0.47771686	0.17441276	0.1294229	0.06404536
a	0.00018954735	0.0013533593	0.0422755	0.9297344	0.011240199	0.015206923
a	0.008801636	0.035529528	0.080479816	0.3627947	0.3101817	0.20221257
t	0.0019383876	0.0023348285	0.0042835167	0.041371323	0.25979352	0.69027835
s	0.010863145	0.0038585248	0.005702911	0.030100746	0.3490528	0.60042185
ù	0.0034536999	0.001866805	0.011442936	0.047197532	0.04817323	0.88786584
n	0.0019736686	0.0044154925	0.018966965	0.049247224	0.7813567	0.14403999
n	0.00044494937	0.00041195774	0.0018598564	0.008961986	0.769695	0.21862623
i	0.0023060422	0.0015252042	0.0112138195	0.089633286	0.4754392	0.41988242
t	0.025787365	0.037196435	0.23085675	0.014790682	0.25063446	0.44073427
i	0.003576973	0.0019157262	0.004513904	0.001191702	0.65630716	0.3324946
</S>	0.001281782	0.003852726	0.0043166634	0.0028193623	0.035417836	0.9523116
