 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.9508919	0.012425124	0.008930817	0.006735516	0.006992136	0.0070887427	0.0069357115
m	0.7107375	0.15726258	0.027389169	0.025475115	0.026193578	0.025569456	0.027372563
à	0.64351624	0.15721558	0.0489585	0.027874153	0.04778262	0.027700242	0.04695269
k	0.28035003	0.56053585	0.04539625	0.01817087	0.03914591	0.017742803	0.03865832
i	0.30935717	0.5407783	0.04782765	0.011851271	0.039917435	0.011448399	0.038819827
n	0.05984433	0.80669135	0.069803774	0.016713824	0.015670497	0.015591111	0.015685245
a	0.045160517	0.837043	0.05227869	0.0154325105	0.017825112	0.0145882955	0.017671915
t	0.020483727	0.40101522	0.4600696	0.03360248	0.027874582	0.028006367	0.02894807
è	0.0037774188	0.16599262	0.6359212	0.03820232	0.05732387	0.049746934	0.049035724
l	0.050180435	0.13314684	0.68741184	0.014759115	0.050629444	0.012422487	0.051449835
i	0.0053783697	0.2203323	0.7235011	0.006993262	0.021103011	0.0035977603	0.019094253
s	0.00086109625	0.05422625	0.7024944	0.19151643	0.019319696	0.015914472	0.015667647
t	0.00056796905	0.010254618	0.7282047	0.16500716	0.03646045	0.028561603	0.030943502
i	0.005867847	0.04198532	0.415613	0.13512549	0.14897344	0.08039255	0.17204237
a	0.00091810373	0.0040307767	0.09439698	0.73936635	0.061982248	0.041476727	0.05782888
m	0.00047386542	0.0007464881	0.020841183	0.65558654	0.09913001	0.061577905	0.161644
m	0.0006235613	0.0005164235	0.011411508	0.5528922	0.29058048	0.04604426	0.097931586
è	0.0003545053	0.0020072355	0.036835425	0.12315314	0.14794038	0.08609604	0.60361326
n	0.002229658	0.010361278	0.26388788	0.11574278	0.40497178	0.03425881	0.16854782
i	0.00011201049	0.00061395566	0.035140406	0.32601964	0.5771528	0.020774344	0.040186852
a	0.0015268293	0.0020827767	0.027144693	0.19623312	0.4433393	0.28457373	0.045099616
t	0.0014880917	0.0007060616	0.0027676246	0.06296951	0.12449998	0.42641902	0.3811497
t	0.0017498955	9.107745e-05	0.00071288337	0.021284502	0.26745462	0.6684557	0.040251274
o	0.0004219478	0.00027681555	0.0015887064	0.04805598	0.2717219	0.4266817	0.25125298
m	0.002858705	0.0016636818	0.001845811	0.027553683	0.032888878	0.65295184	0.28023744
e	0.0004698103	0.00030577843	0.00037238633	0.009636563	0.04423676	0.70394033	0.24103835
k	0.0016710077	0.00086466776	0.0022103367	0.048255026	0.047472592	0.6120366	0.28748983
k	0.0022794628	0.00041825717	0.0008121093	0.0041373773	0.017971553	0.338345	0.6360362
à	0.011368386	0.00097242877	0.008077186	0.013747001	0.19589321	0.47703305	0.29290873
n	0.00014140528	0.00036434314	0.00096881704	0.015183293	0.09428939	0.6343262	0.2547265
i	0.00011860707	0.000120007695	0.00016949124	0.00039528	0.0036969911	0.24438949	0.75111014
k	0.0003401372	0.0002452711	0.0013507826	0.0029324696	0.03124348	0.47698596	0.48690197
o	0.0040476145	0.0011089427	0.0023735035	0.002010501	0.009524698	0.24077715	0.7401576
</S>	0.0022212344	0.0026810137	0.005955286	0.007394525	0.02620135	0.27168238	0.68386424
