 	il	ladro	poteva	entrare	da	qui	</S>
o	0.9172839	0.061196856	0.0052966517	0.008133604	0.0023740525	0.0031076518	0.0026073568
l	0.37468773	0.47745362	0.0427908	0.02588088	0.025458995	0.025657907	0.028070023
à	0.13898697	0.6329002	0.0815527	0.035689842	0.036733154	0.037874144	0.036262974
d	0.07049444	0.29886857	0.26273337	0.10918743	0.06967875	0.09173656	0.09730073
r	0.096283704	0.20422551	0.30027688	0.12491108	0.07547121	0.088821866	0.11000975
o	0.09371665	0.25013024	0.39676484	0.07393356	0.05701989	0.060621027	0.06781374
ì	0.0039324025	0.048875317	0.86152947	0.034079965	0.018789861	0.015741842	0.01705123
s	0.0014430657	0.025862476	0.697668	0.12645689	0.034020614	0.06008173	0.054467212
o	0.001456712	0.015964294	0.6916008	0.13719167	0.046149105	0.05688968	0.050747678
z	0.0012491378	0.027451482	0.25907856	0.5872884	0.061932497	0.018213473	0.044786483
e	0.0020421308	0.012034634	0.068108186	0.43191713	0.2314787	0.13367517	0.12074402
è	0.0018796338	0.043904323	0.06311632	0.6594767	0.107573494	0.02685839	0.09719119
m	0.00012489622	0.0015585676	0.0032981287	0.75835663	0.14446011	0.0362302	0.055971447
b	0.00023346141	0.00027960664	0.0019046144	0.10610334	0.19267291	0.62681085	0.071995154
i	0.0006061974	0.012218785	0.04904888	0.2490343	0.11533074	0.28132558	0.2924356
a	0.0006636846	0.0031495134	0.0071416954	0.14556065	0.5594745	0.21463747	0.06937239
p	0.00048328625	0.002168479	0.001758729	0.019774899	0.19569091	0.5949588	0.18516494
ò	3.141611e-05	0.00010982755	0.00016932187	0.0019248354	0.062483985	0.78599066	0.14928994
t	0.00016556284	0.00024597518	0.00018802086	0.01131693	0.0732692	0.79783607	0.11697825
t	8.266249e-05	0.0002874788	0.00035039525	0.017154766	0.055097416	0.82947814	0.09754907
u	6.485924e-05	9.831531e-05	0.000110209614	0.0036926214	0.055510063	0.8621232	0.078400806
</S>	0.000835865	0.0010564041	0.00064848235	0.0033145125	0.04372303	0.8999256	0.05049609
