 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.9815423	0.0035273368	0.002734112	0.0027812351	0.0027545076	0.0036108887	0.0030496293
t	0.88994527	0.017935898	0.020269265	0.017733067	0.016989585	0.018374758	0.018752122
e	0.81265277	0.0145581225	0.04248654	0.023486877	0.017632658	0.036927152	0.05225592
k	0.37078255	0.3944005	0.079913266	0.0399118	0.037438106	0.038589954	0.038963873
a	0.585414	0.051559858	0.14338762	0.04573051	0.033328053	0.062468875	0.07811101
m	0.095876	0.662413	0.15849872	0.02501173	0.019048518	0.019480733	0.019671438
m	0.024437148	0.11754771	0.4141672	0.091218024	0.057918113	0.12828895	0.16642278
è	0.14092335	0.08558275	0.1960729	0.112850375	0.09008317	0.15610807	0.21837938
n	0.09734255	0.35596514	0.46200463	0.024802905	0.0105192205	0.021047572	0.028317878
i	0.039686367	0.36730948	0.53384674	0.019613838	0.0066191745	0.0133043565	0.019620048
s	0.013903411	0.19162531	0.30557036	0.4278126	0.022936495	0.01912112	0.019030668
t	0.0004913828	0.035874978	0.6939317	0.22285402	0.01579107	0.01550787	0.015548859
o	0.003711221	0.031753667	0.59110796	0.1778962	0.032631777	0.06731988	0.09557925
g	0.0009773491	0.046761528	0.08938046	0.74133104	0.042969882	0.032926608	0.045653194
i	9.376465e-05	0.008689392	0.17452113	0.64054424	0.0426077	0.055090062	0.07845371
a	0.0023359011	0.033886444	0.0676647	0.6271322	0.14462714	0.05644223	0.06791134
r	0.0004347134	0.0015294991	0.020273013	0.40467173	0.35774535	0.102822915	0.11252285
d	0.0004589328	0.005188687	0.0074204723	0.35605386	0.3938405	0.16113628	0.07590127
ì	4.9764207e-05	0.0036688875	0.009292204	0.14099519	0.1163344	0.25227022	0.4773894
n	0.0039764433	0.011348053	0.06887973	0.12107241	0.4802354	0.20978467	0.10470321
o	0.00021238028	0.0025808255	0.0026244754	0.0785329	0.75154346	0.13451193	0.029993946
s	0.004479213	0.0041856305	0.037059363	0.100643784	0.29311284	0.4553547	0.10516448
t	0.00017441063	0.00015007774	0.00023443734	0.013438512	0.29199368	0.56917804	0.12483087
o	0.00056686613	0.00075480575	0.003194382	0.004995927	0.23088948	0.48717454	0.27242395
c	0.0034957884	0.0023732816	0.011388846	0.016521074	0.10910384	0.4780713	0.37904593
ì	0.00016858875	0.0005076807	0.00018448319	0.0008660211	0.02096423	0.5148861	0.4624229
p	0.00015800585	0.00047302988	0.0013286963	0.0062025688	0.04232913	0.81674194	0.13276662
o	0.0015510358	0.0013876135	0.0005567408	0.0025952032	0.061223052	0.34335655	0.58932984
</S>	0.00034972277	0.00010322541	0.0002314724	0.0009812709	0.021171957	0.60265946	0.37450293
