 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.8369715	0.07537396	0.060703736	0.011705927	0.008909847	0.0063350173
s	0.7121414	0.19148374	0.030864382	0.026520628	0.016719809	0.022270134
o	0.4951733	0.3898994	0.04463318	0.026161835	0.020446688	0.023685578
s	0.09340268	0.7424688	0.10938208	0.019252537	0.017774591	0.017719373
e	0.05253206	0.59926033	0.22921714	0.044402014	0.036140744	0.03844769
è	0.013248643	0.13545291	0.7388259	0.04639855	0.03314364	0.032930315
m	0.0055977604	0.019888049	0.8431599	0.08294959	0.021899216	0.02650535
b	0.039410923	0.009786548	0.09037981	0.7124552	0.034158483	0.11380901
i	0.2331777	0.021453405	0.12639903	0.23659101	0.14108029	0.24129857
à	0.0061530736	0.029606538	0.18784374	0.67499876	0.0657694	0.03562849
t	0.0021363392	0.0007171225	0.061052386	0.6011625	0.23010045	0.10483121
t	0.0019845779	9.5871364e-05	0.03211873	0.883934	0.04074845	0.041118365
i	0.0075091193	0.0012433216	0.02005884	0.6879862	0.15583684	0.12736566
f	0.004243189	0.00333205	0.008656629	0.05608425	0.6009528	0.32673103
i	0.003962165	0.00023288623	0.0015831243	0.050671358	0.54251677	0.40103373
n	0.0019063626	0.000943934	0.012355926	0.008290589	0.6255309	0.3509723
è	0.0038103503	0.00017865626	0.0012912956	0.009160728	0.54782987	0.43772912
s	0.0017989106	0.00011410976	0.0017024663	0.032135867	0.44863576	0.5156129
t	0.00050068065	0.000111803754	0.0010854658	0.04827375	0.2021214	0.74790686
r	0.00094288343	0.00015277356	0.0027832445	0.07387084	0.18239903	0.73985124
a	0.004074943	0.0030630715	0.03476531	0.13340682	0.20573997	0.6189499
</S>	0.009341764	0.00066695246	0.01730871	0.22965193	0.13413562	0.608895
