 	voglio	un	forno	che	vende	rustici	</S>
t	0.9412582	0.021869672	0.010198895	0.006205568	0.007464347	0.006730273	0.006273011
è	0.81884354	0.05253766	0.025795823	0.025278304	0.025437362	0.026166763	0.025940584
l	0.7025321	0.19221638	0.02508268	0.017177809	0.017355315	0.024013653	0.021621972
o	0.59976214	0.31168115	0.023060353	0.012880628	0.013066959	0.021418506	0.018130243
è	0.22720616	0.7008111	0.01871767	0.014128445	0.013069287	0.013037866	0.013029575
n	0.027653856	0.8420418	0.058560662	0.012740383	0.011105383	0.028514689	0.019383252
a	0.074785516	0.7755319	0.057713058	0.01960782	0.018159803	0.029547887	0.024654115
f	0.009932428	0.26472238	0.47380796	0.12232244	0.044892542	0.042237986	0.04208425
ù	0.00465749	0.07535722	0.31341383	0.21789947	0.12537558	0.1343493	0.12894711
r	0.010742117	0.05772048	0.7186763	0.13281429	0.017993143	0.037679017	0.024374608
n	0.0031032274	0.06363477	0.7661896	0.10466554	0.012011665	0.031767685	0.018627623
o	0.0010291347	0.014006888	0.8160517	0.063899554	0.013228954	0.07184665	0.019937048
k	0.0008715394	0.0020274569	0.069431275	0.77998745	0.07775866	0.027207825	0.04271575
a	0.0019950555	0.0034890797	0.021013578	0.71718067	0.07694664	0.07281539	0.10655955
p	0.00083499704	0.0028700398	0.036813233	0.44926414	0.4335777	0.043872952	0.032767054
u	0.00084387255	0.0006720939	0.03143107	0.32926762	0.27763107	0.1725035	0.18765077
l	0.0007841865	0.0015707216	0.02010755	0.16556565	0.6956243	0.06769925	0.04864826
ì	0.0004134106	0.000114142735	0.0051540537	0.068326354	0.6817413	0.16937973	0.07487105
r	0.0050036563	0.0020943782	0.035632312	0.034967348	0.398151	0.4910137	0.03313755
ù	0.00092510384	0.0006054382	0.044518188	0.067618355	0.26500738	0.58064425	0.04068133
s	0.0058922684	0.0009989967	0.007835616	0.014583814	0.2214848	0.697483	0.05172152
t	0.0009893631	0.0006125284	0.050643906	0.009551063	0.10084475	0.7773651	0.05999333
i	0.0013487452	0.0012606506	0.025510598	0.012483723	0.15234645	0.5986597	0.2083902
k	0.006172199	0.0019803762	0.016848426	0.008599347	0.08936827	0.62395495	0.25307637
u	0.0008693658	0.0007320839	0.01589137	0.0013159729	0.018373955	0.7953836	0.16743375
</S>	0.002966558	0.0011341085	0.0027893188	0.0045302236	0.012786964	0.09596353	0.87982935
