 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.8436703	0.038843878	0.018231692	0.016655002	0.016398614	0.016413199	0.016426535	0.016470784	0.016889967
ò	0.77487594	0.05588207	0.026110914	0.02377581	0.024042264	0.023450535	0.023993934	0.02396368	0.02390483
z	0.7602663	0.07156118	0.025005328	0.021881837	0.026360242	0.019221446	0.025860842	0.025485672	0.02435708
i	0.7217335	0.012719601	0.014578691	0.025441526	0.06021789	0.018831125	0.05476783	0.05043813	0.041271783
m	0.1304086	0.693182	0.09154834	0.015810216	0.013915521	0.013779503	0.013780492	0.013786375	0.013788952
i	0.06171018	0.085436724	0.17314978	0.10783762	0.122321844	0.09877341	0.118797205	0.1167767	0.11519654
n	0.032748055	0.5188112	0.33744624	0.026173862	0.017367706	0.016869735	0.016787427	0.016849628	0.016946092
o	0.031090647	0.036578402	0.7232028	0.055618763	0.03421043	0.026337642	0.03143872	0.03080742	0.03071529
m	0.0042440216	0.18664044	0.59214264	0.121767335	0.022242792	0.018299883	0.017775713	0.018060332	0.01882689
i	0.0011965164	0.0075021363	0.6634053	0.08824457	0.054380246	0.034320395	0.052464154	0.045912273	0.05257443
l	0.0055716587	0.10771888	0.33860606	0.35997596	0.048756313	0.034981783	0.033378154	0.03399729	0.037013873
ì	0.0007537294	0.0026193955	0.40827113	0.4349407	0.048795328	0.021605797	0.028471367	0.02589742	0.028645217
s	0.0029502076	0.006052134	0.045965586	0.57631665	0.2232023	0.012512751	0.038221832	0.065771036	0.029007506
i	0.00407939	0.004252444	0.23570643	0.42077604	0.25047138	0.008638736	0.030886726	0.02741878	0.017769989
a	0.000500814	0.009255611	0.03965755	0.5540264	0.29516405	0.038127	0.017353754	0.021779232	0.024135599
t	0.0005777799	0.0008396164	0.005196356	0.3893714	0.28118128	0.18097155	0.030717026	0.04454861	0.06659642
ù	0.00017586238	0.00027157718	0.021605467	0.43366367	0.3334228	0.13210465	0.026724817	0.020823143	0.031207973
t	0.0011489309	0.00039770108	0.004618628	0.06755843	0.7666365	0.045189828	0.025512623	0.060347356	0.028589934
t	0.004506002	8.129168e-05	0.0018855962	0.05602505	0.83932495	0.035402615	0.027618203	0.020297982	0.014858268
o	0.007845854	7.7872515e-05	0.0018218331	0.040133692	0.77865845	0.03297779	0.04105348	0.06517995	0.03225105
p	0.0009010523	0.0002139994	0.0011650146	0.0102780415	0.08635148	0.58471197	0.07798287	0.105334535	0.13306105
r	0.001709476	3.715848e-05	0.0019265407	0.0062457235	0.09311522	0.37137544	0.22330505	0.1282402	0.17404523
à	0.0002803736	8.401732e-05	0.0034667496	0.048217986	0.07755029	0.614429	0.09659206	0.083572894	0.075806595
m	0.0048723393	0.00013671101	0.0004689377	0.008694534	0.08046786	0.19126923	0.43033955	0.21385087	0.06989996
m	0.0019471492	0.00075208803	0.0042951023	0.0018719462	0.06868171	0.105025664	0.5763373	0.18243173	0.058657438
a	0.021034209	0.00094940484	0.011539717	0.051505223	0.36789665	0.31110126	0.084248066	0.101219125	0.050506305
m	0.000460365	0.001518531	0.0019209886	0.0043848897	0.0060712113	0.14897285	0.5150902	0.1640095	0.1575714
e	0.0023339423	6.810612e-05	0.0006913502	0.0006976964	0.013336381	0.036043074	0.49164227	0.20304553	0.2521416
t	0.00062039366	0.0004054058	0.0015338776	0.0016713337	0.0011839658	0.14072186	0.22125886	0.37806004	0.25454423
i	0.004325707	8.53993e-05	0.00014456324	0.00023819359	0.0076238974	0.02081449	0.29689628	0.3105609	0.35931057
n	0.0008092082	0.00018857056	0.0014749205	0.0008060361	0.00046676892	0.04499631	0.09817841	0.48729977	0.36578003
A	0.0047827675	0.00013298636	9.602803e-05	8.215594e-05	0.00228037	0.0013903431	0.03531237	0.59754103	0.35838196
n	0.0012090008	0.00047284865	0.00094902347	0.0006206144	0.0051317867	0.032393597	0.111993924	0.40020552	0.44702375
n	0.00533618	0.0005565621	0.00070137077	0.0003956518	0.0044552195	0.0014881006	0.22369951	0.4213873	0.34198013
a	0.0031532727	0.00017740151	0.0013282554	0.00012242443	0.0012376381	0.009742554	0.23318245	0.39675266	0.35430336
</S>	0.024473429	0.0003660583	0.006084348	0.001922286	0.0092281345	0.007045673	0.2619697	0.41742826	0.2714822
