 	voglio	che	Maria	venga	domani	</S>
i	0.91516966	0.03593818	0.013080969	0.013041719	0.013833456	0.008936015
t	0.57049936	0.3285763	0.02620363	0.024715543	0.024840783	0.02516426
è	0.24623327	0.34878814	0.023898402	0.113364354	0.13286588	0.13484998
l	0.36230543	0.48203176	0.04455156	0.02904778	0.043114282	0.038949218
o	0.19514881	0.63812447	0.05726002	0.023708198	0.046214737	0.03954386
i	0.07139221	0.75003266	0.11812737	0.022316135	0.019123865	0.019007662
M	0.001742704	0.0915933	0.66926825	0.09701825	0.07199368	0.0683838
a	0.013015208	0.0658253	0.13524497	0.27175376	0.24959044	0.26457036
r	0.03131136	0.36061925	0.2617664	0.10607149	0.11994001	0.120291494
ì	0.0022444988	0.009796647	0.1765691	0.13522296	0.48226422	0.19390255
a	0.008650824	0.040048365	0.6434433	0.19179402	0.08707869	0.028984861
n	0.0005679257	0.003021596	0.12017145	0.81037235	0.03822834	0.027638402
a	0.00038611586	0.00030474042	0.006234341	0.79496413	0.1388853	0.059225336
r	0.0019612	0.002603271	0.02567675	0.8241498	0.09692564	0.048683338
t	0.0010508305	0.00036186483	0.0014630767	0.7765583	0.14063562	0.07993032
i	0.006835777	0.003482742	0.04275127	0.27658144	0.1829893	0.4873595
à	0.0009896739	0.0019232226	0.0076480233	0.12628862	0.17404242	0.689108
v	0.002770199	0.00030682233	0.005979263	0.053167384	0.617828	0.3199483
v	0.0002423572	0.00017315656	0.0030871234	0.010827304	0.6185032	0.36716682
r	0.0015753319	0.00042302752	0.0068699257	0.24453622	0.54139495	0.20520055
i	0.0028106237	0.0003899577	0.0008587493	0.007908548	0.11054053	0.8774916
</S>	0.012604378	0.0037897087	0.004062989	0.008539491	0.16804807	0.8029554
