 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.6438111	0.26608172	0.017321335	0.008093387	0.0064406926	0.0062426617	0.0062520276	0.0062296344	0.006346411	0.0062446506	0.006323366	0.0075961915	0.00661502	0.0064017517
n	0.52852815	0.17074683	0.100122884	0.024451394	0.017894926	0.018929157	0.018518807	0.0070943986	0.018852036	0.018778311	0.017901206	0.017989486	0.018878892	0.021313507
è	0.035578176	0.013009896	0.4678672	0.013918909	0.019971095	0.07158297	0.011302716	0.0012004072	0.07149549	0.06849798	0.036734592	0.047658604	0.071138486	0.070043415
r	0.015639393	0.05140901	0.7100078	0.045679525	0.0046401224	0.045321006	0.008292294	0.0020996716	0.034949187	0.020538026	0.0041347137	0.0043922304	0.030552078	0.022344928
t	0.0088526895	0.021217423	0.61578494	0.010930148	0.0064075086	0.12604615	0.0016508381	0.0008295012	0.07316877	0.030734578	0.0053083645	0.007748632	0.056592193	0.03472819
i	0.023858521	0.07938124	0.33762497	0.032587152	0.020651767	0.24393365	0.017644407	0.014392159	0.073784284	0.0320088	0.01807602	0.018596547	0.052930266	0.034530263
s	0.021858567	0.03854911	0.3475252	0.394422	0.04081595	0.024231002	0.018117432	0.0015760292	0.021723062	0.02067403	0.012639308	0.0131969685	0.02148662	0.0231847
e	0.0013104331	0.003052584	0.40112835	0.22918253	0.03281497	0.06748371	0.014997529	0.0015449094	0.058822565	0.049862966	0.01467516	0.016964559	0.056652788	0.051507015
s	0.010518663	0.00643549	0.038312025	0.4774059	0.36899793	0.02343469	0.012046702	0.0032426636	0.009854875	0.009693258	0.008982267	0.009020946	0.009728761	0.012325741
e	0.00079459377	0.0020062083	0.022354197	0.2589239	0.15823933	0.1836666	0.0053124395	0.00044776086	0.08659236	0.07396713	0.011309249	0.02952334	0.08531124	0.08155167
t	0.0010654497	0.00057524163	0.013449278	0.2454831	0.5040394	0.10071562	0.0272176	0.0054501495	0.014478105	0.013855512	0.012379803	0.012529012	0.014818758	0.03394299
t	0.000771062	0.0006407969	0.00411799	0.26981995	0.12002541	0.34438396	0.013376381	0.0009508006	0.07007066	0.036661193	0.00413191	0.007946222	0.06906417	0.058039438
à	2.2719149e-05	0.00035159057	0.0035474426	0.03748264	0.08834573	0.38452944	0.0030926713	0.0008009177	0.10399546	0.057836406	0.005829224	0.010093496	0.12078247	0.18328978
a	0.0004559701	0.00057738443	0.027714353	0.033216715	0.041950896	0.7625241	0.026638182	0.01785301	0.024111737	0.009675158	0.005523506	0.0050013848	0.023393892	0.021363772
n	8.615668e-06	1.8028833e-05	0.0018193584	0.049698226	0.07669147	0.49006477	0.22835806	0.015725877	0.0321825	0.021951895	0.009032943	0.009122729	0.02094771	0.044377808
d	1.2089478e-05	8.032255e-05	0.00028671496	0.019231943	0.011042536	0.7062597	0.052909717	0.006312947	0.09240905	0.025945352	0.0011415576	0.0021370675	0.047545347	0.03468553
e	1.2208127e-05	5.214161e-05	0.00011744222	0.0009846853	0.0011317522	0.81027293	0.010864173	0.005215912	0.080906466	0.021837173	0.0012706617	0.0014266495	0.030336889	0.035570838
m	5.1730905e-05	5.2239015e-05	0.00055810454	0.01652202	0.012380807	0.15609631	0.43938386	0.07754868	0.15424253	0.054663528	0.024702381	0.007139424	0.020698851	0.035959523
i	7.794498e-05	0.00010690261	0.00032127416	0.0021541496	0.0081065595	0.14657876	0.17148064	0.1387063	0.22052401	0.048159596	0.006187335	0.00836274	0.13831778	0.11091605
n	1.2659101e-05	1.3673282e-05	0.00052132516	0.011831489	0.02509175	0.13886033	0.19125827	0.15224248	0.2978516	0.06798806	0.04755433	0.013092306	0.016539872	0.037141845
d	9.037e-06	8.202107e-06	0.00022908596	0.0015988873	0.0014739484	0.04511834	0.04727186	0.021479908	0.68558407	0.11061432	0.00298233	0.0031306278	0.048137557	0.03236182
è	5.435556e-06	5.713184e-05	3.953914e-05	0.00044985206	0.00032864363	0.1657181	0.014063228	0.018963378	0.54701877	0.1378809	0.0032909682	0.0014551124	0.06475379	0.045975253
l	7.6175234e-06	5.1759307e-05	0.000104274564	0.0034061095	0.0049340143	0.1897809	0.03640427	0.050118748	0.5238587	0.13160105	0.034079716	0.0030697598	0.012007803	0.01057532
a	8.508143e-06	1.0683332e-05	2.7306874e-05	0.00023298255	0.0016676272	0.10806763	0.031650886	0.035017394	0.5268782	0.22735406	0.010990494	0.010387275	0.03279499	0.014912053
p	5.383551e-06	1.6846043e-06	0.00019538648	0.0021816	0.007568433	0.027307535	0.07203742	0.017053649	0.38097835	0.23645937	0.20591664	0.027785713	0.009460697	0.013048044
l	6.23406e-06	3.3530316e-06	5.4213433e-05	3.8914714e-05	7.071568e-05	0.009324187	0.0025570458	0.009291965	0.33149654	0.31659886	0.022647291	0.022392316	0.14693023	0.13858815
è	1.8793362e-06	5.525331e-06	4.797289e-05	0.00019532615	0.00023178605	0.026213622	0.004141659	0.0016728383	0.34843558	0.48215023	0.02620233	0.0101043265	0.066474326	0.03412261
o	3.5099408e-06	3.6090778e-06	0.00012821658	0.00057798985	0.0018810533	0.054620963	0.019005556	0.01974779	0.4658268	0.2088935	0.10853572	0.029025722	0.05748502	0.03426461
k	6.500821e-07	8.8098056e-07	0.0001522582	0.00026926363	0.00013571739	0.004596888	0.010775398	0.0128870085	0.17338017	0.3174048	0.24388538	0.067042634	0.06185159	0.10761733
a	1.8361578e-05	5.2670953e-06	5.4407446e-05	3.6456542e-05	4.064028e-05	0.0034299283	0.0035693054	0.004819091	0.11654703	0.17915928	0.06382745	0.03161695	0.3730006	0.22387524
e	1.4019057e-05	1.4802197e-06	0.0002555341	0.00058359286	0.0007524901	0.00070383865	0.014366191	0.010724355	0.024019122	0.23005222	0.2365634	0.2306781	0.1607099	0.090575896
m	2.1043115e-06	1.4967268e-06	0.00012594422	0.00010360269	8.086242e-05	0.0029043073	0.0011853795	0.0007958318	0.056158803	0.19207609	0.14347564	0.08107717	0.2899535	0.23205926
è	2.7004004e-05	9.588063e-06	6.431546e-05	4.373908e-05	1.0234746e-05	0.0014308972	0.00047435597	0.0008492468	0.015051425	0.029282354	0.011191686	0.026141254	0.7176949	0.19772898
