 	voglio	che	Maria	viene	domani	</S>
t	0.9080478	0.032622214	0.015223703	0.021259002	0.0137314005	0.009115908
è	0.82357174	0.07748487	0.023629854	0.024489315	0.025476366	0.02534793
l	0.7113385	0.19465943	0.026653852	0.01495429	0.027151985	0.025241926
o	0.37522632	0.49015433	0.040311363	0.0157936	0.04175521	0.036759242
e	0.14865762	0.76900035	0.037761737	0.015729338	0.014458802	0.014392201
M	0.0043522115	0.35527965	0.4075734	0.09020498	0.07566491	0.06692482
a	0.019220818	0.1668512	0.113495104	0.24571384	0.22466663	0.2300524
r	0.0440035	0.46608022	0.16855031	0.10138827	0.11083577	0.10914192
ì	0.0040538204	0.022063557	0.17018732	0.115826026	0.44832826	0.23954102
a	0.014170041	0.053151276	0.76029825	0.08058019	0.06465674	0.027143527
n	0.00065505726	0.005723346	0.28185934	0.65094405	0.033851113	0.02696702
a	0.00036401188	0.000626534	0.017782325	0.7575562	0.15143253	0.072238296
r	0.001501077	0.0027701117	0.048938368	0.8299722	0.08049055	0.03632768
t	0.0005650611	0.00033099126	0.001954831	0.83522296	0.097181275	0.06474495
i	0.0063591916	0.006259599	0.06932562	0.23041812	0.18032603	0.50731146
à	0.0009636564	0.0022257296	0.009313173	0.24897304	0.17992689	0.5585975
v	0.0023200484	0.00029359644	0.0072068498	0.06607009	0.631281	0.29282838
v	0.00021456052	0.0001404327	0.0026591802	0.013411776	0.6441551	0.339419
r	0.0011898284	0.0006472641	0.010398651	0.23344475	0.5306083	0.22371122
i	0.0015734623	0.00040385622	0.0011564938	0.013501571	0.11878393	0.8645807
</S>	0.007675176	0.0035673792	0.004055226	0.011715137	0.15181863	0.8211685
