 	le	melanzane	vogliono	ee	girate	</S>
t	0.7230939	0.076371185	0.045343313	0.045735482	0.061168525	0.048287507
e	0.8818645	0.023250092	0.024830448	0.023991298	0.021179179	0.024884498
s	0.7172139	0.086028315	0.049730193	0.04910987	0.0487444	0.049173366
m	0.76511455	0.061399505	0.055443	0.041546885	0.020541942	0.055954117
a	0.80863863	0.01004984	0.06476418	0.030277202	0.011239728	0.0750304
r	0.35888633	0.33724144	0.07970471	0.07498815	0.07428472	0.07489471
a	0.783262	0.10856111	0.04190398	0.016154727	0.006229823	0.043888386
n	0.040203296	0.80734885	0.055810265	0.033046603	0.031572565	0.032018345
g	0.06284319	0.74299395	0.070347175	0.04365712	0.01991327	0.060245417
i	0.2811819	0.17732596	0.18747546	0.08036265	0.03234932	0.2413046
à	0.010638986	0.42699012	0.39238477	0.06600024	0.052205067	0.051780775
n	0.008489324	0.13444373	0.7733965	0.027130658	0.007298301	0.04924156
e	0.012473175	0.1854039	0.6859396	0.030516941	0.011627319	0.074038975
t	0.0019233568	0.073312126	0.7355588	0.12883626	0.039207347	0.021162152
è	0.0012412395	0.037695453	0.820673	0.077349976	0.024291648	0.03874871
l	0.014083895	0.043765638	0.79588664	0.09502261	0.011025259	0.040215906
u	0.004066763	0.003503989	0.9047017	0.05246371	0.00500659	0.03025721
n	0.00032719914	0.0027036944	0.1755679	0.7596871	0.04543045	0.016283574
e	0.0007160988	0.0016617809	0.052576974	0.85619426	0.04632544	0.04252539
e	0.0011339477	0.008043206	0.05312064	0.62973946	0.24239105	0.06557166
e	0.0020217556	0.0008663752	0.0053274017	0.47918895	0.3656036	0.14699194
v	0.0017656413	0.0009000812	0.003630127	0.24177673	0.47088102	0.28104645
o	0.0031938043	0.0014557622	0.012536464	0.19948527	0.21492384	0.5684048
t	0.0017418908	0.0036653192	0.0027639589	0.07299122	0.21909694	0.6997406
i	0.0013956114	0.0006045499	0.00070391473	0.0051405807	0.6246625	0.36749285
m	0.002573573	0.0026941365	0.0010387753	0.04246918	0.1741911	0.7770332
m	0.0007782751	0.001264582	0.0025812371	0.0046223965	0.34466943	0.6460841
è	0.013003109	0.0007195336	0.020119399	0.0310234	0.06413212	0.87100244
n	0.00075143424	0.00081690727	0.0071209227	0.008874081	0.15342504	0.8290116
e	0.005706887	0.009791334	0.0111777745	0.028457807	0.49084628	0.45401993
</S>	0.0025433255	0.0003805958	0.0038615933	0.013222066	0.05002091	0.9299715
