 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.8411544	0.020862777	0.017179217	0.017603265	0.01692309	0.016813241	0.018144172	0.016869245	0.017229628	0.017220963
a	0.78863955	0.029238215	0.023570014	0.02269228	0.02260988	0.022632807	0.02251009	0.022564726	0.022522636	0.02301987
d	0.2932224	0.32219073	0.06570074	0.04705313	0.04540684	0.045448218	0.044788893	0.045221604	0.045024104	0.045943428
e	0.42535236	0.20570807	0.06639609	0.051927693	0.043806516	0.051110953	0.010171778	0.049277548	0.04643861	0.049810402
r	0.19772874	0.35597113	0.08234141	0.054147027	0.051687695	0.051631846	0.051514946	0.051542863	0.051496923	0.05193746
f	0.12363723	0.61477214	0.08440544	0.035478078	0.022063686	0.032371443	0.002833195	0.029183138	0.024964213	0.030291455
ì	0.11354393	0.46937343	0.21957856	0.033425387	0.030513741	0.03834071	0.012672363	0.025038471	0.02009126	0.0374222
m	0.0049961424	0.8041617	0.15597099	0.0067677204	0.00516783	0.0062516616	0.003526581	0.004170772	0.003412305	0.0055743568
m	0.04698944	0.71463174	0.18409504	0.011835762	0.0053803762	0.01095664	0.00060384115	0.008650772	0.0074937693	0.009362702
u	0.22104275	0.07318608	0.29777095	0.060016256	0.06232946	0.07043234	0.04369936	0.05531706	0.05055193	0.06565371
f	0.016848193	0.07173587	0.36950785	0.115232944	0.07242546	0.07115337	0.07025858	0.07059401	0.070259854	0.07198395
è	0.0035750356	0.028434964	0.7305133	0.076184176	0.030943183	0.03272299	0.019647969	0.026040118	0.020985428	0.030952808
t	0.0007106655	0.048472203	0.80079067	0.11525051	0.008375802	0.007717093	0.0038038874	0.0047887694	0.0034768838	0.0066136303
i	0.0013441003	0.07028242	0.7977449	0.09245217	0.008004256	0.01005225	0.0007946124	0.0061968514	0.0046153446	0.008513025
p	0.00050248514	0.008677343	0.19896717	0.66164666	0.044463143	0.019489119	0.01686177	0.016584774	0.016056573	0.016750954
ò	0.0017963729	0.023050895	0.07678805	0.5341737	0.0940073	0.07000227	0.0095878625	0.06408885	0.054294046	0.07221058
r	0.00035771335	0.015892744	0.17293239	0.5854592	0.12863845	0.036369625	0.014221055	0.015848983	0.01086234	0.019417584
k	0.0002501549	0.014521058	0.33719102	0.49803367	0.10115338	0.02006866	0.0046895305	0.008029714	0.005591565	0.010471276
e	0.00052648515	0.016969256	0.24372749	0.502317	0.10386231	0.04828727	0.021320064	0.021631546	0.017009426	0.024349164
t	0.00071952323	0.003218659	0.0068823406	0.20048538	0.5518413	0.05303707	0.052579608	0.04076574	0.035629753	0.054840636
e	0.0014138801	0.019574953	0.033846404	0.17330603	0.49813393	0.05073246	0.015347318	0.069462344	0.062954344	0.075228356
e	0.00026755128	0.00074117014	0.00089792843	0.034083053	0.64874595	0.22518064	0.036012597	0.021454394	0.012334928	0.020281756
n	0.00018102978	0.0012382477	0.000613936	0.01412765	0.5991677	0.20141545	0.050001048	0.053270053	0.030716721	0.049268134
a	0.0005202401	0.002006103	0.0011946401	0.0735144	0.33955115	0.3812416	0.011326601	0.10984156	0.04190445	0.038899243
s	0.0002968614	0.00094400544	0.00039569728	0.004084	0.1361693	0.6554384	0.07969714	0.069369785	0.022302737	0.031302
t	0.0011703313	0.0147265345	0.0036568057	0.039545182	0.33995125	0.28517523	0.035896182	0.17016307	0.046504654	0.06321085
u	0.0002587339	0.001850658	0.0006688285	0.0034998436	0.15061209	0.63008064	0.004398944	0.08443987	0.042127058	0.08206331
d	0.00036498692	0.0015468762	0.0011388174	0.0025403048	0.034996364	0.35604513	0.28969726	0.17453313	0.07401484	0.06512237
i	0.0013606043	0.07491942	0.034339927	0.010664272	0.02679487	0.16976854	0.1648201	0.16064267	0.18638751	0.17030211
è	0.00044882257	0.0006804834	0.00016413795	0.0017898377	0.032460112	0.13739415	0.46729267	0.20536995	0.096056804	0.05834306
t	0.0027994593	0.04897732	0.0028397571	0.0019693968	0.025026906	0.29080522	0.060330022	0.3018809	0.1553426	0.11002841
s	0.0011811171	0.0515958	0.008343552	0.0033278933	0.014573341	0.01845937	0.40003598	0.095731065	0.3524699	0.054282002
i	0.001483547	0.0038213136	0.0014171611	0.002085863	0.029730203	0.0885885	0.029857403	0.47106802	0.28402936	0.087918684
j	0.0032922574	0.009613318	0.0034137347	0.0083374325	0.0119886175	0.11279432	0.06247016	0.42645246	0.1878322	0.17380553
a	0.0008204149	0.017935457	0.004966077	0.0029687698	0.0028065694	0.071999855	0.029366072	0.266555	0.40724063	0.19534114
m	0.0009590864	0.0007756711	0.00017058312	0.0013445108	0.001820237	0.008700374	0.058844488	0.1021382	0.50194657	0.32330027
è	0.0004994029	0.012779865	0.0078099757	0.002707172	0.002969958	0.009996887	0.059010826	0.051463474	0.64655226	0.20621018
d	0.0009345831	0.0095652845	0.0015822792	0.0007154481	0.0011360784	0.0036380417	0.011108487	0.040121686	0.75232345	0.1788746
i	0.00080323196	0.006515848	0.001998296	0.0010904657	0.0013708898	0.0011875664	0.1201269	0.031706367	0.5344478	0.3007526
k	0.00043117846	0.00025284322	0.00015486206	0.0006368094	0.0003411439	0.00040726524	0.0035406635	0.03400644	0.56230056	0.39792818
o	0.0010519989	0.0076969233	0.004069407	0.0011445278	0.0013345273	0.0061420873	0.109443516	0.02106607	0.5867711	0.26127982
</S>	0.002062388	0.00091908965	0.00033181076	0.0015198424	0.0011854643	0.001064291	0.013709655	0.028956898	0.40958264	0.5406679
