 	io	non	so	cosa	è	da	scrivere	</S>
e	0.9055092	0.03994068	0.024241734	0.006318148	0.0059007937	0.0063716327	0.0064434325	0.005274368
v	0.42867425	0.26072773	0.0686002	0.043257512	0.0412165	0.04206417	0.04522996	0.07022973
ò	0.08743047	0.017017461	0.16289873	0.14436056	0.14152123	0.16180377	0.08091005	0.20405774
e	0.58788407	0.14821105	0.13234657	0.026514497	0.024608348	0.03339413	0.005722306	0.041319054
n	0.027304212	0.43764544	0.42993453	0.04880814	0.015465243	0.014022162	0.012464436	0.01435588
e	0.076398954	0.055145375	0.53467923	0.1714858	0.030278536	0.05367211	0.027271787	0.0510682
s	0.004368841	0.17487095	0.46760774	0.29271367	0.023320735	0.011446405	0.011036248	0.01463543
s	0.005477491	0.033707455	0.15124075	0.6558303	0.030850444	0.057817657	0.034984015	0.03009189
è	0.002851931	0.0046601472	0.15665872	0.3885112	0.049654257	0.09273999	0.02466511	0.2802586
r	0.0017598072	0.024993094	0.1932429	0.28841206	0.11336087	0.06475493	0.035110585	0.2783658
o	0.0029587522	0.010638103	0.067231275	0.74116856	0.07415687	0.042459562	0.020372279	0.041014627
t	0.0033474644	0.02880259	0.09067403	0.21475185	0.5020333	0.0670072	0.048523057	0.044860557
i	0.00048100032	0.00038230323	0.0024882618	0.4547896	0.39307207	0.099535994	0.022203999	0.027046753
e	0.0009190724	0.0051606004	0.018957302	0.10157418	0.26422167	0.2158837	0.28152934	0.11175419
n	4.1381514e-05	4.520861e-05	0.001229768	0.016636599	0.08595941	0.3302505	0.45188788	0.113949224
a	0.0019594047	0.0019780633	0.0011919526	0.017316166	0.036989782	0.56120783	0.33413598	0.045220785
g	0.00015243379	0.00028540642	0.0018001079	0.006404465	0.017564831	0.080744155	0.80038303	0.0926656
r	0.0010824521	0.00018508207	0.00016958773	0.0012628359	0.008708965	0.067164995	0.25149354	0.6699325
à	0.00010334978	4.6642876e-05	0.00010129767	0.001942853	0.003143729	0.08508722	0.73778474	0.17179015
s	0.0001778727	8.766514e-05	6.734287e-05	0.00069051335	0.005437807	0.083259486	0.45812532	0.452154
s	0.00047647214	0.0005291707	0.0001920429	0.00016493312	0.0010528152	0.018455654	0.113780364	0.8653486
o	0.00023970296	0.00018244509	0.00012267893	0.008171743	0.012798357	0.24388479	0.23285109	0.5017492
</S>	0.016251748	0.0021429209	0.001560414	0.009416447	0.010840725	0.1653549	0.06911679	0.72531605
