 	non	so	cosa	stai	scrivendo	</S>
e	0.88350207	0.09719289	0.00909227	0.005019213	0.002467295	0.0027262561
n	0.464742	0.4434858	0.03281373	0.01915616	0.019653138	0.02014916
e	0.08506896	0.5959388	0.10912436	0.076997004	0.058904685	0.07396616
t	0.154846	0.5634807	0.21784005	0.023002055	0.0203356	0.02049569
s	0.046700645	0.1989252	0.34700176	0.17534578	0.10304276	0.12898384
è	0.0046585007	0.5560643	0.09018674	0.1472904	0.039128404	0.1626716
r	0.045848675	0.19278724	0.15752561	0.36972266	0.031436723	0.20267902
o	0.0072172075	0.14466473	0.5403259	0.23348427	0.016604394	0.05770349
e	0.053483285	0.1546068	0.37112778	0.32067797	0.053886376	0.046217814
s	0.0014935043	0.008674435	0.22898254	0.4748294	0.17533356	0.11068653
ù	0.0029109705	0.0028768359	0.112936854	0.78655374	0.05952594	0.035195734
t	0.00052566745	0.016428469	0.022884296	0.795073	0.050449315	0.11463921
i	0.000819529	0.0003371825	0.013994219	0.9163186	0.022733822	0.045796663
s	0.0012524368	0.0039904444	0.017823571	0.019304618	0.90390223	0.053726703
t	0.00013995494	0.00015218894	0.001970515	0.056787193	0.83332956	0.107620604
e	4.6942016e-05	8.208402e-05	0.0014344093	0.017668389	0.53422827	0.44653988
g	0.00018462537	0.003282348	0.009979609	0.02210866	0.52031803	0.44412673
r	0.00010101857	4.583552e-05	0.00015919925	0.014340181	0.3043095	0.6810443
à	0.0001472004	0.0004621693	0.0072561135	0.00897364	0.72292554	0.26023534
f	0.00022722964	7.179818e-05	0.0026126162	0.18785626	0.17840928	0.63082284
i	0.0008391513	0.00081079244	0.00038380185	0.011433151	0.095135346	0.8913977
</S>	0.0001665315	0.0006844938	0.0076417336	0.016785221	0.117648184	0.8570739
