 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.78359884	0.055328105	0.014375511	0.013963851	0.013619951	0.013247464	0.013214595	0.013218162	0.013222177	0.0132136615	0.013237399	0.013222883	0.013276579	0.013260813
p	0.47663173	0.19560145	0.035910845	0.029052923	0.028481621	0.023141775	0.024838913	0.024736097	0.024758246	0.024715345	0.024822576	0.024894936	0.03518237	0.027231142
e	0.23031317	0.41356802	0.0031004308	0.041766927	0.012228298	0.010259019	0.039444182	0.03579472	0.0366819	0.028364195	0.03881317	0.038167976	0.033946153	0.037551824
t	0.19425516	0.387735	0.07851684	0.04330107	0.05002254	0.026744485	0.027211167	0.027123513	0.027129611	0.027136857	0.027145218	0.027152507	0.028982032	0.027544007
à	0.03644449	0.5294962	0.0033503154	0.06766147	0.019932998	0.006276704	0.048393648	0.042844918	0.044233818	0.023528332	0.045981087	0.046561982	0.040424094	0.04487002
c	0.080361284	0.3682932	0.08520913	0.12198033	0.021734893	0.0053043067	0.044333696	0.0324353	0.034837447	0.044832326	0.044336356	0.03945903	0.04015674	0.036725957
i	0.047520943	0.47805518	0.0019203438	0.058898028	0.013361847	0.003659042	0.09429731	0.018600566	0.023279728	0.084075235	0.09735916	0.03952062	0.0119027505	0.027549272
a	0.016405348	0.021852257	0.39026207	0.21241383	0.27561375	0.009695535	0.009575474	0.009071758	0.0090714395	0.009037038	0.0090509895	0.009053727	0.009710792	0.009186011
e	0.0016373018	0.0010597757	0.33833745	0.30134848	0.2762244	0.008129956	0.008143054	0.006307437	0.00631033	0.0060387426	0.0062643234	0.0064058728	0.025383519	0.008409393
t	0.00041228847	0.0001545629	0.09388064	0.28824013	0.32235438	0.03756691	0.031115513	0.016906014	0.016838983	0.0071211057	0.014967963	0.018655011	0.114084244	0.037702214
o	0.0006806931	0.0003996653	0.032981418	0.30400348	0.37358534	0.0048776087	0.061565258	0.035058808	0.0356569	0.0072243796	0.013826832	0.036164105	0.06286399	0.031111464
s	0.0025354768	0.00030014262	0.16870417	0.1902426	0.2353673	0.091889985	0.0632951	0.025747534	0.02563538	0.019395929	0.02369904	0.025752446	0.07884262	0.04859222
ò	0.00022941451	0.0008704932	0.015159171	0.10630624	0.03740512	0.0051964517	0.1642616	0.07586227	0.070571214	0.031053226	0.027820652	0.11315263	0.2646804	0.08743112
z	0.00083089346	0.0003377334	0.005016112	0.06039003	0.0111084245	0.045386825	0.488946	0.01369303	0.016524732	0.102670096	0.09319208	0.053542286	0.04309591	0.06526577
u	3.1791024e-05	0.00059444626	0.005394886	0.12704304	0.10521189	0.0035199109	0.5249233	0.019705929	0.025552526	0.029440552	0.064150944	0.04361898	0.029065395	0.021746404
m	0.00012096543	6.241576e-05	0.028951462	0.018488733	0.036567986	0.38179585	0.32913038	0.030208638	0.028480664	0.00858119	0.012208434	0.015227615	0.07849068	0.03168507
e	7.924847e-05	0.00095653464	0.00040021195	0.008414448	0.019245304	0.021345753	0.18859103	0.117693186	0.12877564	0.014334572	0.026796639	0.13218708	0.20574397	0.1354364
e	0.00010466594	8.110724e-05	0.0156051	0.007987943	0.02950823	0.2801074	0.285905	0.08944543	0.08864487	0.0069638006	0.014583361	0.028566044	0.09747311	0.055023916
