 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.8518967	0.008211939	0.0071898866	0.007207335	0.0071650534	0.0071107284	0.0071048415	0.0071451357	0.007084942	0.007096177	0.007218609	0.0071422737	0.0072076167	0.0074794237	0.008255842	0.02306379	0.02241989
ò	0.034590736	0.047674414	0.06890969	0.06841816	0.06287295	0.06830016	0.062428363	0.050840147	0.06903445	0.04288501	0.06837838	0.063011535	0.056510147	0.06643585	0.057311878	0.06009912	0.052299045
t	0.74550635	0.039119035	0.020193292	0.01892036	0.014572073	0.018546779	0.014278269	0.00867902	0.019185912	0.0062266546	0.018609582	0.014642767	0.011040256	0.01704024	0.0113833	0.012863375	0.009192781
t	0.4356936	0.08295288	0.04911284	0.045550246	0.03158967	0.044671565	0.03073047	0.016313095	0.04700272	0.011225468	0.0449008	0.031819828	0.021896267	0.039456736	0.022855602	0.026719034	0.017509306
e	0.25554037	0.100221016	0.08799399	0.07576234	0.032036785	0.07427525	0.030432694	0.012655133	0.08721647	0.009097671	0.075494505	0.032539275	0.017819596	0.052624594	0.01883988	0.023835529	0.013614889
j	0.1255625	0.22824475	0.053632207	0.04622779	0.042603467	0.043008447	0.042382915	0.040926483	0.043027338	0.039638106	0.042963944	0.04242901	0.041682713	0.04277185	0.041721318	0.04208573	0.041091386
è	0.17761149	0.067692704	0.0801814	0.07380545	0.048624262	0.071828015	0.047149777	0.023927016	0.076070674	0.016330045	0.07224391	0.04902218	0.03263727	0.06237843	0.034190957	0.040504746	0.025801681
n	0.30255735	0.51172984	0.03881297	0.02280393	0.0091000255	0.017914986	0.008579188	0.0036389257	0.020113567	0.0025273524	0.018062139	0.009093867	0.0051760147	0.013635007	0.0054733595	0.006850298	0.0039311643
n	0.10943656	0.5919622	0.06734274	0.038539045	0.012633131	0.030438587	0.011833363	0.004924893	0.03610968	0.0035872338	0.030860165	0.0126669975	0.006891533	0.020949094	0.007302654	0.0092266975	0.005295363
o	0.11089516	0.6061642	0.06580938	0.03717557	0.010696113	0.029904189	0.01000397	0.004284897	0.03747857	0.0032578306	0.030491428	0.010748345	0.005831011	0.018890379	0.006095772	0.0077301925	0.004542955
m	0.0051295087	0.20316786	0.39836484	0.11773284	0.02523674	0.02282136	0.021774692	0.02015248	0.022057094	0.019048907	0.02200951	0.02152805	0.02081931	0.021611527	0.018783087	0.020687638	0.01907447
e	0.008689569	0.18157953	0.23577403	0.09880658	0.041054875	0.047073305	0.038494803	0.025779119	0.047625966	0.019365756	0.046675004	0.0391272	0.03139913	0.04375686	0.032110196	0.035425376	0.027262682
v	0.0013665644	0.056218352	0.5183201	0.2218658	0.02241994	0.017111858	0.016018596	0.015415293	0.015388366	0.015407563	0.015404606	0.015451181	0.015385979	0.01503852	0.011738292	0.014487503	0.012961501
è	0.0007795189	0.036414854	0.54884595	0.2149228	0.020561825	0.02443557	0.01548049	0.00788725	0.023308279	0.0054442966	0.02274187	0.015849583	0.010704439	0.01982818	0.011203816	0.013135106	0.00845612
k	0.000897304	0.042957127	0.534582	0.35654336	0.010314181	0.012387527	0.003961948	0.0014923929	0.0106588155	0.0011096441	0.009133888	0.0037694003	0.0020435976	0.0056761242	0.0010626977	0.0024222853	0.000987734
k	0.0014163676	0.058742665	0.55411357	0.3265297	0.0070585795	0.0120920865	0.002811263	0.0011902491	0.011540809	0.00097648543	0.008979644	0.0027881688	0.0015600376	0.005120528	0.001702273	0.0020793926	0.0012982312
i	0.0013171436	0.030432189	0.622034	0.25075638	0.006378357	0.017915634	0.0043863207	0.0023184514	0.02714886	0.0019903728	0.017974911	0.0043174485	0.0026332838	0.006488967	0.0008344602	0.0021669727	0.0009061708
a	0.0002807614	0.0008443483	0.17595422	0.57970035	0.10048099	0.027739493	0.019405302	0.012167445	0.014514307	0.010634676	0.01494874	0.013022101	0.011372369	0.008081604	0.0026679211	0.004968124	0.0032172066
p	0.0002499777	0.001124008	0.16272916	0.41978467	0.20271918	0.049315613	0.028400002	0.015428432	0.017248686	0.014605091	0.017404152	0.018076278	0.016483756	0.0140638165	0.0053749294	0.009600635	0.007391635
u	0.00090414315	0.00076129916	0.10819602	0.42971772	0.15630654	0.069999464	0.030083073	0.011255649	0.03590224	0.00821686	0.03672324	0.024869256	0.015916396	0.029156908	0.014962225	0.015811427	0.011217593
l	0.00022558613	0.0010764318	0.025852993	0.36199784	0.35200697	0.10368857	0.049759995	0.017774386	0.010169974	0.022074057	0.010974174	0.0144594805	0.013987603	0.006270735	0.0038888715	0.0034268836	0.0023654676
ò	0.0014043759	0.00012816484	0.044075448	0.15241964	0.3323451	0.22738129	0.060184583	0.012021929	0.011731928	0.0121360505	0.018079273	0.023192082	0.017138563	0.019558735	0.025103698	0.025426442	0.017672582
t	0.0050234026	0.0012986575	0.047395173	0.4245554	0.15145417	0.24193998	0.040093444	0.00595559	0.023131771	0.0071999375	0.01786266	0.008613827	0.005248324	0.0059411726	0.0025198478	0.009404331	0.0023623419
o	0.010463326	0.00084832933	0.068318166	0.21756858	0.13312165	0.35505784	0.02881892	0.0070614573	0.01691617	0.0107083	0.020103605	0.0128223235	0.009284072	0.019881746	0.024694841	0.042386055	0.021944633
s	0.00058163644	0.00047467664	0.004265399	0.097854845	0.34661204	0.18989527	0.15481581	0.03989828	0.01107589	0.053336214	0.012855813	0.031069597	0.028859505	0.009721238	0.009867627	0.0049358443	0.0038802898
p	0.0010642126	9.242086e-05	0.008889558	0.06822058	0.27174717	0.24538608	0.13215375	0.022774478	0.013948215	0.02499432	0.016692411	0.045465283	0.033731956	0.03256241	0.033896055	0.029225953	0.019155154
ì	0.00059038855	0.0002661077	0.012375462	0.048858028	0.1324254	0.467952	0.101142496	0.016854154	0.07313605	0.019375684	0.061332256	0.025730532	0.015883757	0.014165964	0.0050175344	0.002273735	0.002620373
t	0.0008791603	0.001136954	0.016007502	0.12883481	0.15303528	0.33760095	0.12868564	0.026631061	0.04841167	0.027702527	0.045036785	0.0347277	0.019064069	0.01984788	0.007970481	0.0031425746	0.0012849392
i	0.0094610555	0.00075222616	0.0070655895	0.060240887	0.111869074	0.32210106	0.08226241	0.029600037	0.0442738	0.04286193	0.029850101	0.042935953	0.03580117	0.044663392	0.060088385	0.040320195	0.035852727
a	0.0003437114	0.00015369637	0.0011529136	0.014583429	0.13327955	0.106093176	0.24067163	0.12597011	0.026960049	0.10492157	0.042688366	0.0640057	0.054348	0.0255313	0.027480045	0.016443042	0.015373775
p	0.00030674995	0.00018201652	0.00050655607	0.008551776	0.093202	0.06421006	0.18175496	0.13738942	0.07556665	0.113329895	0.11948585	0.089597404	0.0740499	0.017915092	0.0076454566	0.0043070554	0.011999228
u	0.0008959705	0.00013535429	0.000268411	0.0024194503	0.0656851	0.15864982	0.21106838	0.07468106	0.06415146	0.06217374	0.1202663	0.10667709	0.081613705	0.030142698	0.011074575	0.0029501626	0.0071466933
T	0.00025129865	4.8840648e-05	0.00034078746	0.0007848958	0.02232807	0.04180962	0.1774068	0.17992628	0.060932547	0.11850267	0.12421504	0.07566797	0.0670753	0.034846775	0.021500798	0.021549944	0.05281234
r	0.0028373287	0.00031776406	0.00026765844	0.0014879241	0.007858957	0.07374359	0.069110595	0.08120254	0.14032483	0.06266223	0.34329012	0.046497058	0.04241465	0.037972942	0.0148613965	0.021184722	0.053965732
i	0.00029344446	2.7146734e-05	0.0002996558	0.0012928308	0.02922627	0.040236898	0.16485834	0.11649687	0.06115622	0.058209863	0.15014416	0.05049748	0.04943314	0.027212111	0.044903826	0.05347493	0.1522368
è	0.00060906995	9.5136515e-05	0.00028239383	0.0005756896	0.007675413	0.019817278	0.08821756	0.11630161	0.11044242	0.07118276	0.2508844	0.064219795	0.056706917	0.022769937	0.011059179	0.03231408	0.14684632
s	0.006738367	0.00035207282	0.0006383289	0.0025382845	0.01591474	0.061351992	0.05579921	0.033873655	0.3178733	0.023628894	0.33632436	0.03458176	0.018752322	0.015678778	0.0035010776	0.02850549	0.043947406
t	0.001680511	0.00043800383	0.00017372392	0.00067890005	0.0031796535	0.020181485	0.015306456	0.030558614	0.088615075	0.028459607	0.24380033	0.020399734	0.024498587	0.039181136	0.033248305	0.16895881	0.28064105
e	0.0017247874	0.00015635454	0.00040432418	0.00061979226	0.004002596	0.021670789	0.052627966	0.07028561	0.26517305	0.053976573	0.19895643	0.036015637	0.03666116	0.02264661	0.026969533	0.058018852	0.15008987
c	0.0011632518	0.0005679605	0.0016211598	0.0017301098	0.005098879	0.017650325	0.07950576	0.13922295	0.17835225	0.078833126	0.20231625	0.1221432	0.052167058	0.026196627	0.012754813	0.034329575	0.046346787
e	0.0021803286	0.0014093237	0.00072899926	0.00094564253	0.0017598404	0.034944262	0.04776501	0.1559269	0.25734225	0.08713894	0.22265711	0.053463016	0.030697858	0.027726393	0.008591792	0.020853695	0.045868624
è	0.0007492548	5.9284077e-05	0.000247013	0.00018707145	0.0054189623	0.0068663605	0.037398405	0.10709696	0.14564125	0.10714893	0.10072706	0.077504374	0.051827125	0.027647482	0.014947723	0.065587364	0.2509454
r	0.013510001	0.0008084037	0.0007131515	0.0010492866	0.0025346754	0.02325584	0.0319808	0.030037481	0.3249765	0.018159363	0.32004893	0.020830315	0.011221997	0.010697156	0.0045255553	0.06544714	0.120203495
k	0.00090004306	0.0009618145	0.00042820204	9.205885e-05	0.0019207456	0.009243089	0.010687984	0.031169726	0.061576314	0.030344164	0.09285618	0.019353095	0.03416289	0.07364459	0.11372224	0.31257534	0.20636153
o	0.0021683977	5.0111237e-05	3.496937e-05	9.617243e-05	0.0011232346	0.0017535768	0.0070418986	0.019901007	0.057882104	0.023889117	0.02592785	0.013463511	0.0134305125	0.0099430075	0.02369616	0.16514862	0.6344497
m	0.031036407	0.0033157887	0.008075635	0.0051826145	0.004633744	0.025219772	0.036624014	0.058989108	0.2687621	0.039025694	0.11431916	0.110645115	0.02163	0.048755962	0.017357696	0.15773658	0.048690584
e	0.005948886	0.0032087439	0.001684812	0.0015921553	0.0012663855	0.0095691765	0.024878161	0.13591585	0.3772708	0.09431564	0.15115052	0.038413312	0.012153626	0.021058861	0.014760884	0.04240441	0.06440778
i	0.0026310056	0.0002049459	0.00043274753	0.00030814635	0.002846638	0.003490311	0.02395945	0.0773315	0.19549973	0.08625937	0.052742038	0.06598226	0.031887166	0.012058348	0.010460001	0.071784206	0.36212212
t	0.013788539	0.00038446693	0.0010877466	0.0009505702	0.0032021746	0.009580643	0.05140514	0.10191541	0.098979324	0.044308804	0.097097404	0.07261271	0.022112684	0.018673776	0.014949797	0.28079706	0.16815378
t	0.01004619	0.0009666264	0.00032046722	0.00063129776	0.0021617888	0.015975239	0.04790413	0.1641559	0.045596	0.056696214	0.12038245	0.08331031	0.04577901	0.060515855	0.027271794	0.15017697	0.16810974
ù	0.0727273	0.0007729227	0.00063844316	0.0021689737	0.0026042517	0.008084724	0.044474225	0.10823784	0.28281105	0.03251768	0.18466035	0.042108987	0.009246204	0.015941102	0.005659038	0.058668848	0.1286781
n	0.014461662	0.000915932	0.00030772152	7.382806e-05	0.00048269331	0.001363943	0.001648349	0.0031000592	0.054816727	0.003244928	0.01200327	0.0027543707	0.002573493	0.0064833486	0.03301523	0.1840303	0.6787241
a	0.0053705256	0.002563998	0.001747963	0.00017678904	0.0002362371	0.0033740827	0.008458841	0.054732986	0.07142821	0.044794485	0.030837197	0.016435713	0.011736887	0.031182935	0.04341811	0.43150735	0.2419977
z	0.009496882	0.0009171796	0.001109963	0.0010745365	0.0041813077	0.004343435	0.018162007	0.05058625	0.1345548	0.035886616	0.056404505	0.04500396	0.020870674	0.018055253	0.03014001	0.16524212	0.40397048
ì	0.015366891	0.0009741219	0.00045398448	0.000694322	0.0010838927	0.017348552	0.029845886	0.081295386	0.07683592	0.049768675	0.14751154	0.057954997	0.021622103	0.035794728	0.029968336	0.26657504	0.16690555
s	0.044595607	0.0066881655	0.002208141	0.00040079808	0.00055617635	0.0013458544	0.0018102188	0.0066802516	0.06482974	0.0048504737	0.0182648	0.004925363	0.002208383	0.008874938	0.03521173	0.2910945	0.50545484
