 	sta	seduta	nel	giardino	</S>
s	0.97522324	0.004255941	0.0035854222	0.010026613	0.0069088684
t	0.9232365	0.018821988	0.020022271	0.017354656	0.020564668
è	0.8780221	0.015979694	0.029934095	0.01485607	0.061208006
i	0.6118942	0.23763822	0.033349328	0.027743049	0.08937526
k	0.20476137	0.70399946	0.053350914	0.018564908	0.019323329
a	0.5894502	0.11288792	0.12777135	0.06491016	0.1049804
s	0.07415263	0.7379069	0.10080378	0.046711713	0.040424995
i	0.034749605	0.24865909	0.5720008	0.07397128	0.070619196
m	0.046493985	0.46638036	0.30249012	0.10453675	0.08009878
m	0.0015351615	0.25788072	0.58178437	0.047721907	0.11107786
è	0.029412495	0.10086921	0.11242222	0.15837473	0.5989214
n	0.12733804	0.27062222	0.3077153	0.09407579	0.20024873
i	0.010127831	0.12837404	0.78241706	0.033397645	0.045683432
s	0.005440859	0.0608278	0.17470412	0.7136127	0.045414593
t	0.00025786474	0.010723951	0.31531873	0.5973032	0.07639622
o	0.005500133	0.014190594	0.2296198	0.42775074	0.32293874
n	0.0021980111	0.0061394083	0.014640192	0.5753611	0.40166134
g	7.645434e-05	0.0023844512	0.0079401545	0.65783495	0.33176395
h	0.00040148638	0.023910852	0.10386559	0.5898748	0.2819473
i	0.00017100245	0.001550811	0.01377388	0.64062846	0.34387586
a	0.0046948395	0.018559765	0.030490177	0.2506239	0.69563127
r	0.0009516697	0.00052859244	0.0074956804	0.044176694	0.9468473
d	0.0005393956	0.000536885	0.00088472513	0.048033338	0.95000565
ì	0.00089818443	0.005429639	0.018790113	0.12724563	0.8476364
n	0.00019515469	0.0037428574	0.02828389	0.20697582	0.76080227
o	0.0006126435	0.00045910195	0.0013531321	0.03915583	0.9584193
</S>	0.0002893895	0.0016266871	0.018151104	0.17124529	0.8086875
