 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.9123426	0.014257039	0.017198231	0.015617975	0.013996344	0.013137099	0.0134505415
p	0.756859	0.048295517	0.014014145	0.034702133	0.04321276	0.05654416	0.046372384
e	0.79125065	0.037527006	0.0109017715	0.030567814	0.039513372	0.04775802	0.042481482
r	0.124109946	0.5560948	0.07583256	0.061118387	0.06093577	0.06094164	0.060966868
i	0.36116266	0.44963282	0.032631982	0.03658027	0.038851544	0.041614626	0.039526135
k	0.012917402	0.8341256	0.066494346	0.021907305	0.02148094	0.021483876	0.021590646
o	0.0038737308	0.8137041	0.050303884	0.03202412	0.032896698	0.033932913	0.033264536
l	0.010856948	0.5007832	0.3330778	0.04062338	0.03757701	0.03796957	0.039112255
ò	0.0013757017	0.7522723	0.112654194	0.0295967	0.033071503	0.036585633	0.034444004
s	0.10777865	0.28590256	0.32612172	0.044486947	0.044597436	0.13522112	0.055891465
o	0.025296755	0.7024497	0.1621288	0.020388184	0.024068307	0.03983776	0.025830468
n	0.0010551414	0.12697344	0.77497053	0.047504466	0.017413488	0.01643407	0.015648937
a	0.0003735277	0.08069559	0.7873592	0.049143303	0.027790008	0.03082833	0.023810023
n	0.0020018823	0.07076365	0.5989332	0.19399476	0.04493011	0.03597967	0.05339678
a	0.0007079329	0.033363037	0.41764644	0.24860227	0.11068715	0.10638813	0.08260507
r	0.0023931207	0.03694134	0.24012832	0.46288997	0.12495033	0.051150355	0.081546575
è	0.0030444067	0.0060590077	0.038521335	0.41469747	0.23276351	0.17856154	0.12635274
t	0.038403857	0.0050474023	0.050834224	0.44096437	0.19130157	0.16199657	0.111452065
s	0.0041326527	0.0035164028	0.00863729	0.3378639	0.29653668	0.273297	0.07601603
i	0.004223976	0.0020275218	0.016232533	0.33408713	0.123342074	0.3480207	0.172066
à	0.0050212825	0.0043171775	0.0035139588	0.19755858	0.37517345	0.21987532	0.19454025
t	0.0040645134	0.00060520193	0.0011735172	0.09686696	0.34468803	0.33575523	0.21684647
s	0.0015451312	0.0020136614	0.00030997058	0.031424716	0.58331	0.28776762	0.093628936
e	0.004725612	0.0008377905	0.0015307821	0.04135884	0.33165434	0.43437606	0.18551652
n	0.084284045	0.010115133	0.0024434254	0.058768548	0.42578655	0.23515952	0.18344282
ì	0.0045674783	0.0009689078	4.417684e-05	0.0035861135	0.15577361	0.16634308	0.66871667
t	0.0014005041	0.00039146366	0.00069890637	0.02414988	0.25438806	0.512016	0.20695521
t	0.002092206	0.0018833984	0.0030235949	0.0021940563	0.19896786	0.4571751	0.33466375
a	0.0014074136	0.0012825369	0.00013154185	0.0030353202	0.07871759	0.7540002	0.16142538
</S>	0.07931147	0.011559139	0.0005953445	0.004287828	0.21283376	0.4649542	0.22645825
