 	avete	cucinato	le	verdure	</S>
è	0.72756875	0.148674	0.021733519	0.062058497	0.039965264
c	0.5075278	0.40644103	0.048471652	0.009153662	0.0284058
h	0.6813687	0.22247928	0.06756937	0.005055981	0.023526719
e	0.57110506	0.34912348	0.047626197	0.0027223895	0.029422903
t	0.064985454	0.7825467	0.10804053	0.01626597	0.028161291
e	0.10724879	0.6192465	0.17325792	0.013168352	0.08707845
m	0.055933256	0.4735226	0.27920836	0.08118827	0.110147506
a	0.03383238	0.11146185	0.7398151	0.04777137	0.06711932
r	0.029406084	0.08275976	0.52276886	0.17043898	0.19462632
à	0.005831688	0.04814223	0.83395666	0.08897692	0.023092484
t	0.04270082	0.13432173	0.7525642	0.056673393	0.013739839
a	0.00055766467	0.01721597	0.9556865	0.025433188	0.0011066297
t	0.0060037044	0.006283109	0.25755352	0.5814954	0.14866427
a	0.0017738346	0.0034159566	0.4495883	0.43827486	0.10694712
l	0.00070310454	0.0010302301	0.009762938	0.7165117	0.27199203
à	0.0015777564	0.0029906426	0.23195374	0.7160587	0.04741925
c	0.0003139911	0.0020133834	0.021091145	0.96322155	0.013359838
h	0.00016363601	0.0024891477	0.0070610475	0.9526953	0.03759081
a	0.00050360133	0.0034887125	0.10541655	0.83440185	0.056189366
n	0.060227793	0.029749734	0.06749948	0.29404265	0.54848033
a	0.0022644105	0.0038544955	0.056942046	0.8186341	0.11830497
</S>	0.056226652	0.09263959	0.23154938	0.16868252	0.45090187
