 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.89542794	0.03677615	0.006389538	0.0049659396	0.004942309	0.004951825	0.0049300296	0.004915816	0.0049078222	0.0049430565	0.0051477505	0.004959545	0.0049802265	0.0066552795	0.0051067136
t	0.65923345	0.10549459	0.024804067	0.018145746	0.017819569	0.017877392	0.017887468	0.01788341	0.01653314	0.017670533	0.016309844	0.017251948	0.017797975	0.016810214	0.0184807
t	0.6449312	0.07332034	0.034980215	0.022198597	0.021607837	0.0217893	0.021789897	0.021797089	0.018584503	0.021243012	0.016380899	0.019012742	0.021577735	0.019038698	0.02174792
è	0.44040686	0.01408332	0.06982944	0.058650743	0.044964064	0.06393888	0.06569357	0.06444596	0.008188735	0.03151426	0.00691003	0.014173384	0.04630874	0.009178205	0.061713792
d	0.23563148	0.19270507	0.1942573	0.046782646	0.020040696	0.06403957	0.074365035	0.066619396	0.0052648955	0.01135988	0.0051121735	0.006516295	0.021287037	0.005682627	0.050335918
e	0.2896718	0.065067686	0.27807862	0.05209403	0.029385692	0.054581653	0.057634417	0.055352587	0.004877801	0.017305199	0.003993481	0.0070915315	0.030301273	0.0052811014	0.04928316
c	0.05250075	0.5261148	0.29215574	0.018118061	0.010989108	0.01029185	0.010221061	0.010211987	0.0096410075	0.0101224	0.009536903	0.009943393	0.010174333	0.009730946	0.010247616
i	0.012861929	0.06036185	0.51173174	0.057778887	0.041593887	0.0447105	0.04478442	0.044675764	0.014899567	0.03534125	0.009951924	0.020165116	0.040547132	0.016701294	0.04389466
d	0.013034651	0.2519987	0.55373144	0.054097075	0.014800729	0.011619586	0.011311419	0.011281126	0.011044985	0.0112376595	0.0109720435	0.0111553315	0.011252384	0.01107637	0.011386532
è	0.0005191186	0.011698798	0.7077257	0.11535963	0.023519734	0.022751054	0.02057536	0.022512555	0.0054238145	0.015784724	0.0018303444	0.0048879944	0.019401882	0.0062487586	0.021760525
t	0.0029320568	0.0204067	0.63936925	0.246118	0.016306248	0.016011987	0.015530041	0.014367207	0.0011375066	0.0032658977	0.0010707348	0.0015707609	0.0073538786	0.002138083	0.012421715
s	0.0006060111	0.0045788833	0.60198766	0.26945114	0.019148877	0.023603154	0.023309499	0.02167235	0.0016120743	0.004477954	0.0004092108	0.00083196623	0.008791341	0.0019163456	0.017603585
a	0.0031256499	0.017540725	0.68976355	0.08124174	0.012339447	0.04043996	0.05132339	0.042271666	0.0042555523	0.0065612225	0.0038362043	0.0044815093	0.010628608	0.0046304776	0.027560329
m	0.0017060076	0.0054991194	0.054653347	0.6221964	0.09881863	0.030289257	0.024989838	0.02478738	0.01199866	0.021469684	0.010638755	0.016744414	0.023258228	0.014288378	0.03866191
o	0.00011165477	0.00027190562	0.038006812	0.59478897	0.07857324	0.052565195	0.04671068	0.049251683	0.007851978	0.028114919	0.0024239665	0.0068554943	0.038504172	0.008962337	0.047007017
n	0.003935824	0.008370289	0.046146803	0.53379756	0.25091454	0.031276733	0.01516517	0.013999366	0.014277233	0.013749877	0.012987728	0.013416575	0.013615061	0.013370962	0.014976237
a	1.503496e-05	0.0003726471	0.016197499	0.55974126	0.22802612	0.072091445	0.016471716	0.032423064	0.003970801	0.014304901	0.0003344692	0.00091962767	0.022385027	0.0048236214	0.02792274
p	0.00038060115	0.0017908508	0.006487622	0.2715715	0.49597543	0.11456134	0.01773364	0.011755419	0.0147709595	0.010741194	0.009133572	0.009774337	0.010071128	0.010842928	0.014409539
à	2.4750876e-05	7.481727e-05	0.002339368	0.2217961	0.27965334	0.13737643	0.029345186	0.11796172	0.008985752	0.030667746	0.00063592463	0.0013169309	0.055010326	0.010994231	0.10381739
m	0.0001303738	0.00066790794	0.028088048	0.20162977	0.34869745	0.29741463	0.053328946	0.025293693	0.0033152944	0.004614667	0.0014938451	0.002061223	0.011419442	0.0042395983	0.017605033
e	6.332433e-05	0.0025806346	0.0004675415	0.1069674	0.24864812	0.3869057	0.056340717	0.07982992	0.011113802	0.011974541	0.0010957315	0.0012520606	0.02423804	0.020710435	0.047812074
s	0.00030972314	0.0015023561	0.00359168	0.070321016	0.3864634	0.35740522	0.052167732	0.017669508	0.04025527	0.014174072	0.010106473	0.010957926	0.011111731	0.010341833	0.013621927
i	1.8721243e-05	3.156624e-05	0.0010124503	0.10334342	0.27044123	0.45687515	0.0584259	0.034088105	0.014383163	0.015639564	0.0004783939	0.0013960666	0.018106617	0.0057057813	0.02005386
t	0.0002479463	0.00037238703	0.0007889477	0.0072362847	0.116983205	0.24041535	0.23654725	0.065542445	0.2155375	0.03396353	0.014210421	0.014314545	0.0129376985	0.018068079	0.022834446
à	0.0003273293	0.0005348368	0.0002324925	0.01085754	0.19688252	0.36809224	0.09833678	0.17190418	0.04132468	0.024348153	0.0012146783	0.002083294	0.03233629	0.020921493	0.03060351
l	5.906065e-05	0.00016267992	0.0015615165	0.02172964	0.044637933	0.28772444	0.47298294	0.08785732	0.029017344	0.00982442	0.0017610667	0.0019783773	0.011451968	0.008799192	0.020452125
a	1.1080293e-05	5.0872608e-05	0.000326703	0.020700512	0.071659796	0.48497042	0.27325106	0.09430972	0.022807168	0.0066740564	0.00014745684	0.00021157015	0.007825801	0.0035610602	0.013492779
s	0.00014932604	0.0003313573	0.00023417528	0.0007759862	0.014657065	0.043020673	0.23448132	0.21173322	0.2736792	0.1306871	0.027928717	0.02308041	0.012233441	0.016079754	0.010928296
s	7.0151764e-05	0.00016158503	0.00021217328	0.0026242377	0.04173653	0.13804834	0.08240697	0.28946134	0.23752934	0.104290895	0.0013890613	0.00227664	0.03643061	0.036511865	0.02685024
a	9.100977e-06	9.643352e-06	0.0006799647	0.0018456301	0.0120031005	0.11108837	0.3720928	0.20313436	0.09837032	0.055745028	0.0028854783	0.006174707	0.03584608	0.015475526	0.08463982
ò	8.125099e-05	0.00017282128	0.00066423934	0.0010826003	0.0052630138	0.021073543	0.2687581	0.22093585	0.11491022	0.14163746	0.026806323	0.056079585	0.028396359	0.06314079	0.05099786
l	5.129278e-06	1.2898558e-05	0.00033747236	0.0013272059	0.008511144	0.11153545	0.29475415	0.29616922	0.11214139	0.039188094	0.004643519	0.00543071	0.024994181	0.021238683	0.07971079
i	9.444075e-06	9.7445736e-05	0.00010406704	0.0009714214	0.009989505	0.17529552	0.14137441	0.49902594	0.067356154	0.041760758	0.0006694257	0.00074331457	0.026986014	0.007962188	0.02765436
m	0.0001308662	0.00035103035	0.000106121835	0.000184391	0.0005875429	0.0028260187	0.042857666	0.11972351	0.109034	0.32949123	0.17529465	0.13527736	0.030812453	0.044979803	0.008343371
a	1.6328228e-05	9.4583396e-05	0.00058172503	0.0018718675	0.004902157	0.025108187	0.06987115	0.25986746	0.12555467	0.19687824	0.0023453806	0.006675315	0.07063084	0.02928582	0.20631628
t	0.00011173308	0.00021281703	7.642684e-05	0.00014282396	0.00039076954	0.001444755	0.015841004	0.08526019	0.13353996	0.27934685	0.20896836	0.16904946	0.048352018	0.042871844	0.014390985
o	9.852371e-05	0.00032589625	0.00032609774	0.00034687243	0.0033961763	0.017201515	0.06818233	0.4461736	0.056343738	0.13514407	0.014229711	0.016400896	0.13275467	0.026559439	0.08251648
n	0.00017533598	0.00024058754	7.7424775e-05	8.2574734e-05	0.00014214206	0.00042818257	0.004069756	0.060376752	0.051099874	0.17480452	0.26496682	0.2166096	0.08219293	0.12973309	0.015000432
a	0.00022935358	0.00076596095	0.00066495023	0.00060737797	0.0050278488	0.021305308	0.082157366	0.17858528	0.035532385	0.13215093	0.056448653	0.081105165	0.118760034	0.06306806	0.22359133
d	0.00015020651	0.00020034805	0.000111999514	7.0774964e-05	9.139294e-05	0.00022737443	0.0017556617	0.028400037	0.013681714	0.058596257	0.17152098	0.14668533	0.11989447	0.43338743	0.025226124
e	0.00037798367	0.0011430676	0.00081684074	0.00076352764	0.0030471007	0.017134592	0.050445516	0.12164899	0.015323874	0.08098682	0.055226382	0.110149585	0.10814431	0.06561472	0.36917666
r	9.1650465e-05	0.00011090659	0.00011885726	5.0616123e-05	6.8381676e-05	0.00013336616	0.0009084142	0.019001946	0.0073340973	0.029559704	0.09511461	0.054009736	0.10596156	0.6497282	0.03780794
f	0.00015245154	0.00055709947	0.0008409873	0.00021448234	0.0012041315	0.007156537	0.03633229	0.07582597	0.0094248	0.05533155	0.03821006	0.04847818	0.10548135	0.18552367	0.4352664
ò	4.091665e-05	4.0217692e-05	0.0001447594	0.00038206694	0.0009986393	0.0027112155	0.020071223	0.10397721	0.008882853	0.11404007	0.019584928	0.012811446	0.30043054	0.17016454	0.2457194
m	4.9049642e-05	0.0008508886	0.000102199185	4.8968734e-05	4.4509095e-05	0.0006532516	0.0013712394	0.0114146685	0.0015102923	0.0058356263	0.013670808	0.005687059	0.099947445	0.5141874	0.3446266
u	0.00057950825	0.0006290845	0.000981006	0.00093144656	0.00055655185	0.0056795394	0.0021101555	0.016283989	0.012875769	0.014686372	0.039401	0.10663295	0.15815222	0.18596308	0.45453736
è	6.350227e-05	4.721299e-05	0.00017092099	5.1359253e-05	5.8375084e-05	8.961229e-05	0.0003647323	0.009555308	0.005741959	0.016529402	0.032710753	0.01817371	0.111658305	0.7052947	0.09949015
t	0.00012504296	0.0017713185	0.00022407393	0.00011657986	4.974648e-05	0.0011468976	0.0043566516	0.030051194	0.0057792044	0.020911952	0.0081238225	0.010935689	0.10200755	0.5668217	0.24757855
e	0.00033547328	0.0020698344	0.0013218797	0.00030564654	0.00037902893	0.0076281196	0.0064458367	0.056341752	0.012064944	0.012681096	0.0092306305	0.018589903	0.25826225	0.14798881	0.4663548
s	0.00010911725	6.407947e-05	0.0002502756	7.750393e-05	7.022715e-05	9.809616e-05	0.00029097922	0.0028642705	0.0025199654	0.005523972	0.010939725	0.02097776	0.07256784	0.6757416	0.20790458
e	0.0003133087	0.0010136164	0.0004287011	0.0001367904	0.00064082694	0.0013153192	0.005788189	0.02861532	0.01455663	0.04534941	0.006064376	0.01627457	0.29514322	0.22422011	0.36013964
n	0.0005151651	0.00045412005	0.0009080634	0.00039478176	0.00034336676	0.00041815353	0.001591177	0.009745374	0.007859384	0.01313375	0.020677129	0.0182902	0.10354514	0.6893556	0.13276848
a	0.0012058291	0.0028801435	0.00050287077	0.0001682178	0.00074121467	0.0008904995	0.0035542292	0.03557925	0.0096304	0.027671931	0.017746888	0.056476492	0.2129015	0.37703878	0.25301167
r	7.056273e-05	0.00010908583	0.00017149534	0.00010426906	0.00018050421	0.00021812286	0.0015269464	0.008826848	0.0014594708	0.00527134	0.0016425679	0.002767751	0.029201513	0.8437632	0.10468648
t	0.0006869828	0.001204442	0.001633689	0.0003206295	0.00029824913	0.0020245304	0.0018199908	0.029522395	0.0036630926	0.009064525	0.009918777	0.0278577	0.1621046	0.11354219	0.63633823
i	0.0010583827	0.010264902	0.0008996299	0.00077478244	0.001430997	0.0122705735	0.022229504	0.16048782	0.0050150347	0.00639641	0.0023675468	0.007289641	0.14701088	0.16764155	0.45486236
</S>	0.009928098	0.0084115155	0.022945898	0.0037370308	0.0011526514	0.016611217	0.0045521883	0.01581949	0.00023645908	0.0053181914	0.011643071	0.0046603247	0.038442478	0.17345189	0.6830895
