 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.8050867	0.022289284	0.015717626	0.01613736	0.015409647	0.015572984	0.015409951	0.015439007	0.015382546	0.015428561	0.015486182	0.016698929	0.015941225
s	0.7611597	0.06893894	0.015730426	0.015459466	0.015488342	0.015534022	0.014603388	0.015499032	0.015395671	0.015491097	0.015369569	0.015404346	0.015925955
t	0.68131846	0.18022212	0.013393903	0.012949335	0.013124314	0.013314348	0.008705947	0.01309277	0.012666782	0.013131456	0.0126984855	0.012230887	0.013151176
è	0.45632812	0.17597432	0.017374108	0.026329137	0.04034013	0.067202166	0.0059840586	0.04891923	0.025911378	0.04615249	0.022889728	0.014660879	0.051934272
o	0.060714763	0.78753525	0.0061725983	0.007513047	0.013124985	0.046794284	0.0029569208	0.019113304	0.0071897665	0.01678948	0.006324826	0.0044374964	0.021333165
s	0.10579747	0.73653805	0.02604908	0.014834873	0.013843756	0.013654183	0.010320005	0.013494273	0.0130638685	0.013456744	0.012946304	0.012434125	0.013567286
t	0.05558939	0.7756086	0.032072175	0.01669183	0.01606848	0.01644233	0.0028872632	0.015054399	0.013076367	0.0154639715	0.013651777	0.011948341	0.015445157
o	0.02239483	0.8231475	0.00798438	0.009693231	0.015951218	0.03415588	0.002326263	0.020701054	0.009067636	0.019009894	0.0079055205	0.005057779	0.0226048
t	0.061709553	0.33823833	0.17718944	0.056756575	0.04509772	0.041509345	0.033926096	0.041150715	0.040191375	0.041039	0.03991784	0.03969277	0.043581236
e	0.0017438049	0.51363844	0.13429682	0.047991592	0.049084082	0.05749436	0.0009257949	0.03756944	0.02180352	0.043949984	0.029053627	0.02009358	0.04235503
l	0.023906907	0.07950977	0.51642406	0.09094558	0.043783203	0.030742045	0.030248439	0.030607238	0.03045026	0.030484498	0.0303193	0.030813195	0.031765506
è	0.0006274739	0.15485036	0.43874273	0.14696854	0.065067664	0.043446478	0.00091151806	0.029910501	0.017829463	0.032822467	0.021233715	0.014742851	0.032846216
