 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.7318156	0.038510807	0.032506242	0.03211275	0.032656007	0.032095104	0.032389093	0.034573317	0.033341106
ù	0.7027242	0.045345753	0.03749021	0.036351908	0.036833465	0.037349276	0.032162912	0.03491925	0.036823012
o	0.8804657	0.03690202	0.015378471	0.01176247	0.013272699	0.015224846	0.0052554025	0.008533766	0.0132045485
o	0.5005591	0.38739157	0.023588397	0.015498226	0.014787913	0.014837498	0.014075791	0.014498367	0.014763198
f	0.011354445	0.82234937	0.049745936	0.021582358	0.019183356	0.019212876	0.018256413	0.018899392	0.019415857
r	0.034692466	0.70874095	0.075153254	0.031097503	0.0309804	0.03174634	0.02692163	0.029550403	0.031117147
a	0.12987664	0.689725	0.050337248	0.023621254	0.02574396	0.030218882	0.009232105	0.015635263	0.02560964
b	0.024636501	0.5800204	0.24149932	0.037344318	0.023732763	0.023488782	0.022714034	0.023141433	0.023422392
b	0.0052803843	0.46171907	0.26257762	0.041345384	0.052237794	0.09094517	0.011602892	0.020290183	0.054001525
i	0.017786149	0.21875909	0.14102042	0.10721087	0.12160703	0.14862601	0.039141864	0.06906695	0.1367816
k	0.011111259	0.26486754	0.45593542	0.07708861	0.0388748	0.038323253	0.037580494	0.03795475	0.038263984
è	0.0016714467	0.22343333	0.6398795	0.041620195	0.021518948	0.03977241	0.0044005984	0.0072735976	0.020430038
s	0.0021290286	0.09488005	0.7620688	0.09122317	0.012326379	0.021191375	0.002243635	0.0037664725	0.010171184
s	0.001572748	0.2552751	0.57088965	0.11438534	0.012874481	0.027904397	0.002824422	0.004119861	0.010153999
a	0.0010088199	0.099087834	0.75846267	0.044320296	0.018420586	0.049301006	0.0051576635	0.0071751717	0.017065806
n	0.0005223671	0.007933174	0.12624083	0.71631926	0.047032874	0.02826915	0.021343721	0.023944594	0.02839399
o	0.0005462603	0.011436474	0.2387225	0.6212437	0.040309023	0.033685487	0.009750154	0.016749483	0.02755687
m	0.00022348891	0.013877131	0.049865425	0.69609296	0.13742599	0.030515475	0.025145864	0.02310522	0.023748457
a	0.003656588	0.0003841823	0.057842247	0.64210045	0.08615397	0.09421097	0.016788397	0.029822543	0.0690406
s	0.00021953991	0.009316996	0.02946904	0.4293991	0.30616048	0.07045101	0.055746336	0.046335295	0.05290222
t	0.00036657834	0.0002536692	0.03346152	0.51080745	0.31932172	0.05808699	0.012419795	0.02444548	0.040836807
ò	0.00056255696	0.00043668918	0.0068799336	0.50330496	0.19358405	0.08441701	0.017676434	0.032934673	0.16020373
r	0.0007810811	0.011322732	0.030793907	0.06913506	0.28361008	0.5168846	0.029288974	0.03250688	0.025676638
i	0.0005905628	0.00092450384	0.02237564	0.37888414	0.42484814	0.096270174	0.02887855	0.031401176	0.015826983
k	0.00012874193	0.0018204303	0.0052705994	0.05943652	0.212877	0.5393294	0.14754921	0.02213596	0.011452073
a	0.0012892138	0.00064587663	0.0041780504	0.106652595	0.37053922	0.32582784	0.07133594	0.04509536	0.074435845
ì	0.00017748936	0.00077433285	0.0011675342	0.030197512	0.11027072	0.5111765	0.2745484	0.04012138	0.031566106
a	0.00014136068	0.000166908	0.00059781485	0.0044186804	0.084750235	0.7849478	0.08349089	0.021241596	0.020244673
n	0.00023167886	0.00042794857	0.00086622	0.004566908	0.07531661	0.41672125	0.27810454	0.10666813	0.11709663
e	0.0008849594	4.256379e-05	0.00052622415	0.0072156647	0.040144537	0.2315191	0.44048592	0.19685379	0.082327165
e	0.00021412814	0.00038946053	0.0005386221	0.0015423726	0.010430313	0.097259104	0.3014078	0.4588302	0.129388
f	0.0008018022	0.00018071632	0.0005345664	0.0029776364	0.008994518	0.10927974	0.3420318	0.32093102	0.21426818
r	0.0003732376	3.8340437e-05	0.00041187575	0.0014950783	0.004762298	0.028903805	0.51355994	0.3626414	0.08781402
a	0.0003503813	6.4158485e-05	0.0003094172	0.0016140413	0.014437777	0.05850354	0.15361966	0.5508804	0.22022057
b	0.00403238	0.0006606367	0.0014696216	0.0023580214	0.00284941	0.012378298	0.05432012	0.5799546	0.3419769
b	0.0029314365	0.0013871955	0.0070900903	0.006086307	0.002648527	0.028970774	0.047395993	0.40468517	0.4988045
i	0.03570752	0.00070868974	0.013651035	0.008287412	0.058562502	0.36708745	0.13827647	0.054702885	0.32301608
k	0.004958748	0.0022010952	0.004737504	0.014730204	0.020473626	0.084570445	0.32928258	0.34140867	0.19763708
a	0.00593302	0.0018247915	0.0031047114	0.0042258715	0.004408407	0.056859396	0.042209256	0.45013463	0.4313
t	0.0014584257	0.00029720872	0.00051330583	0.00071238383	0.0008208888	0.0017080043	0.0454517	0.6937436	0.25529444
ò	0.0020218682	0.0006206625	0.00033712047	0.0004385008	0.00083761325	0.002820494	0.01071031	0.21201839	0.770195
r	0.006251877	7.66903e-05	0.00030422307	0.0003626652	0.0018709799	0.013021689	0.03073888	0.44750464	0.49986836
i	0.00029415838	0.00023603717	0.00021036791	5.5092532e-05	0.00054501183	0.0004493416	0.014918152	0.15858537	0.82470644
</S>	0.005243364	0.00015669303	0.0011182962	0.00035843794	0.0011078035	0.0010562803	0.040227365	0.28531706	0.6654147
