 	può	che	sono	ancora	svegli	</S>
i	0.8961341	0.059619997	0.017366683	0.006443937	0.0122703705	0.008164822
s	0.602032	0.28019452	0.037026692	0.033507	0.011207737	0.036032017
ò	0.4686649	0.40507102	0.056106932	0.024235623	0.00048228665	0.04543926
z	0.3440722	0.5772799	0.0485843	0.003942038	0.0018927341	0.024228804
i	0.5628166	0.2942821	0.111755714	0.0054092286	0.0008631879	0.024873085
k	0.040181354	0.8049654	0.08858517	0.029395897	0.013291381	0.023580795
a	0.051717453	0.56494	0.27888083	0.032118537	0.0010484314	0.0712947
ì	0.011552225	0.1745597	0.5745233	0.1598534	0.029897368	0.04961394
n	0.0037126725	0.062437266	0.8994875	0.019784663	0.0018107387	0.012767231
e	0.010443311	0.031147277	0.93867666	0.011602882	0.00019128906	0.007938505
a	0.0040954696	0.02511474	0.12152142	0.793173	0.01547985	0.04061548
n	0.0019611856	0.0025730052	0.016574508	0.90185976	0.010057327	0.0669741
k	0.0021643306	0.0011187451	0.03261179	0.93076634	0.00040779542	0.03293102
ò	0.0057916734	0.007000982	0.08989465	0.40944758	0.004159781	0.4837053
r	0.018955918	0.07271774	0.514583	0.19463094	0.14457715	0.054535303
a	0.0004201364	0.0008155243	0.039759982	0.94233036	0.0060526966	0.010621324
a	0.008618967	0.03595295	0.062911026	0.435631	0.2304402	0.2264459
t	0.005518116	0.002719476	0.004257172	0.057536453	0.22708434	0.70288444
s	0.01686345	0.0066281417	0.012517146	0.04153613	0.32990068	0.59255445
ù	0.015694054	0.0014019515	0.02224537	0.046706617	0.05180277	0.86214924
n	0.0129967285	0.005241112	0.040095642	0.056727994	0.7452359	0.13970263
n	0.0008725435	0.0005102341	0.0029837869	0.01300285	0.78803766	0.19459298
i	0.005198795	0.001536947	0.03494634	0.08413412	0.47083086	0.4033529
t	0.11225417	0.036808077	0.29436472	0.0113442	0.22215505	0.3230738
i	0.0062151444	0.0013303646	0.0059398124	0.0013745421	0.7257583	0.2593818
</S>	0.0055486555	0.0025328917	0.0041961772	0.002727735	0.037948657	0.9470459
