 	lo	ho	finito	di	fare	</S>
t	0.9584637	0.023579862	0.0024677177	0.0029026617	0.008244701	0.00434133
o	0.80440223	0.09190384	0.02986653	0.024598671	0.024615739	0.02461305
s	0.28417158	0.5498064	0.08042773	0.028677136	0.028293898	0.028623201
p	0.035253964	0.54666525	0.28773254	0.04415641	0.043492593	0.04269922
ì	0.14030947	0.25894585	0.14744218	0.15073974	0.14189577	0.16066703
c	0.036320936	0.39927188	0.4840504	0.030120155	0.024526183	0.02571056
c	0.01721792	0.6383267	0.26315922	0.031294785	0.023306282	0.02669513
e	0.12301706	0.58160436	0.0986381	0.07026999	0.059315525	0.06715499
t	0.080856845	0.085693	0.7498612	0.039868012	0.021933693	0.021787219
s	0.0084335795	0.17755114	0.6604638	0.07273564	0.039527956	0.041287817
a	0.01722086	0.25072798	0.5077771	0.10882056	0.053505495	0.061947964
a	0.067963384	0.11545832	0.21448973	0.4904386	0.050427902	0.06122205
t	0.0053977594	0.021542946	0.07836063	0.81913614	0.04417246	0.031390052
s	0.00017611106	0.00094609003	0.30731517	0.4900071	0.15794241	0.0436131
è	0.00011738129	0.0031792107	0.1258157	0.4882078	0.115922004	0.26675794
k	0.007787855	0.109314345	0.028259948	0.7768447	0.043764066	0.034029085
à	9.399165e-05	0.001104044	0.036084894	0.767262	0.16280489	0.032650214
m	0.0020646688	0.01643246	0.012940683	0.7534048	0.18060432	0.03455305
i	9.5564086e-05	0.00034560965	0.004743903	0.1698461	0.7784888	0.046479937
</S>	0.0027285088	0.0020124703	0.0054359552	0.08052272	0.6141672	0.29513314
