 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.87681085	0.048432816	0.009568178	0.0072358972	0.007165718	0.007151126	0.0071799364	0.007160724	0.00718471	0.007234417	0.0075740987	0.0073014763
m	0.29718664	0.5404627	0.017792026	0.016209045	0.016117895	0.015843524	0.016079769	0.015961545	0.01584586	0.016028762	0.016087415	0.016384823
a	0.30351877	0.43842265	0.029138705	0.028532302	0.02847192	0.02117384	0.027539983	0.02417523	0.021127377	0.02612499	0.02519661	0.026577607
r	0.19487725	0.4990507	0.038322885	0.030238738	0.029800372	0.029656017	0.029689677	0.029665967	0.029641556	0.02967757	0.02967737	0.029701877
ì	0.123610206	0.58412653	0.05588079	0.037034627	0.035533443	0.015386766	0.032717235	0.021357978	0.015498205	0.026677838	0.0239883	0.028188169
o	0.038569726	0.43351343	0.20250581	0.0599981	0.052686136	0.017979957	0.04652758	0.02645413	0.018150777	0.03508308	0.03079625	0.037734974
t	0.016320303	0.36537042	0.41284698	0.037117455	0.024070377	0.020092363	0.021259475	0.020487871	0.019773865	0.020877847	0.020758765	0.021024158
è	0.030499192	0.2647849	0.40504906	0.049029823	0.036887962	0.028811205	0.030318549	0.030909153	0.026907792	0.032431424	0.03194451	0.032426402
l	0.010494935	0.04330716	0.7004275	0.07492003	0.043366354	0.009341228	0.031937607	0.0144454315	0.009275692	0.021011101	0.018116005	0.023356995
i	0.0035910495	0.05865612	0.7333063	0.07941287	0.03957097	0.0056448765	0.024871515	0.008777033	0.005506877	0.013806192	0.011026013	0.015830224
f	0.00070323923	0.009843358	0.6040533	0.259021	0.049025714	0.0141592175	0.010848986	0.010599408	0.010378315	0.010427315	0.010458482	0.010481667
a	0.00025962005	0.0014738323	0.4735797	0.29194432	0.06291042	0.026485916	0.023838457	0.02404689	0.021634268	0.024627842	0.02458657	0.024612147
m	0.00079157145	0.0030428392	0.17094132	0.5011173	0.15750651	0.034227643	0.02237214	0.021865143	0.021032209	0.021041237	0.022010457	0.024051638
è	0.0003100977	0.0010257731	0.030481467	0.47097984	0.19789445	0.030889643	0.045875587	0.04067125	0.019205358	0.056122683	0.048442967	0.058100924
n	0.00059170125	0.0031301067	0.15032127	0.43800578	0.31464878	0.013307176	0.024754142	0.009435611	0.005634926	0.013340913	0.011534534	0.015294979
o	5.636936e-05	0.00024086458	0.075612456	0.6153392	0.27357724	0.0055930824	0.01100281	0.0031009184	0.0018788964	0.004605696	0.0036359706	0.0053564757
a	0.00020022738	0.000275529	0.01498072	0.1784149	0.46281117	0.2496658	0.029286522	0.019897304	0.011831344	0.010663743	0.011033572	0.010939118
p	0.000108358625	0.0001044598	0.0019052894	0.07015626	0.2495347	0.4018204	0.08619759	0.053316265	0.026258644	0.023208227	0.03982574	0.047564123
p	0.00013503215	0.0003576507	0.00199729	0.01775327	0.3615644	0.2543636	0.07563548	0.06940508	0.027047498	0.06153167	0.059993107	0.0702159
è	0.00011354464	0.0004056468	0.0098007	0.0531058	0.28063977	0.17024906	0.074444704	0.058435593	0.035495844	0.06344564	0.09561194	0.1582518
n	8.7927336e-05	0.00041247063	0.032580633	0.100632355	0.22820328	0.21995553	0.2604754	0.09918532	0.010125055	0.014029944	0.019566359	0.014745726
a	1.0133484e-05	3.2515898e-05	0.0014197641	0.08452846	0.49747363	0.14682697	0.21629982	0.030041838	0.004786671	0.00697027	0.0048545375	0.0067554144
o	0.0001104164	9.4034236e-05	0.0021173267	0.022533739	0.067203976	0.34902442	0.25234318	0.23822145	0.031683445	0.012576004	0.013260409	0.010831527
m	8.9124675e-05	8.617541e-05	0.0003512223	0.0021970842	0.025648184	0.18619128	0.22980393	0.34628767	0.112708874	0.017176855	0.03548405	0.043975566
a	0.00017421489	0.00034831683	0.0017314045	0.0034750262	0.06017828	0.23770143	0.1408735	0.25565976	0.03258107	0.043662723	0.05508234	0.16853191
r	0.00019935453	9.694111e-05	0.00016783894	0.0014577616	0.015208165	0.11000687	0.31662625	0.35066816	0.098552056	0.028339954	0.0463231	0.032353476
è	0.00016578057	8.023474e-05	0.0010997067	0.0019803266	0.052314676	0.07403774	0.19895536	0.3890704	0.026333163	0.095580555	0.10442599	0.055956084
i	0.001377877	0.00021784054	0.0016309529	0.004852028	0.0201473	0.021982549	0.37908936	0.20356734	0.10605243	0.07965451	0.13644509	0.044982802
k	0.0001090372	8.226892e-05	0.00019095927	0.000686413	0.004852311	0.0478779	0.11884657	0.2803222	0.3120317	0.06070273	0.10370311	0.07059483
a	0.00027349056	0.00022761416	0.00032346766	0.00087541685	0.048152667	0.030313022	0.08213104	0.30436352	0.081621125	0.16045178	0.15104005	0.14022683
è	0.0010754247	0.0002442829	0.00041087923	0.00031099204	0.0012578913	0.010883797	0.062201537	0.14212948	0.28253704	0.18752614	0.25524044	0.056182083
p	0.0028862904	0.0003105821	0.0009691249	0.0016915369	0.008426362	0.012087442	0.08900406	0.14178097	0.29550695	0.13258027	0.18529734	0.12945908
l	0.00020150212	0.00041253897	0.0010064456	0.003782181	0.14523132	0.016166676	0.0356912	0.056840654	0.07021321	0.19979781	0.36579582	0.10486071
è	0.0008399433	0.0002208838	0.0008377813	0.0016878943	0.0074290163	0.0102849975	0.17267987	0.0967897	0.13229339	0.23271023	0.2599212	0.08430513
o	0.0063825604	0.0018231348	0.0009340228	0.0006495416	0.0039028528	0.006259514	0.01695609	0.044535525	0.31906942	0.16660501	0.3218629	0.11101948
s	0.0020958146	0.00039944844	0.00089349126	0.0009977107	0.0055626053	0.0040128636	0.034169205	0.11504793	0.12547272	0.3054378	0.26667026	0.13924019
a	0.0011958919	0.0007293499	0.00086167635	0.00034806208	0.0070498353	0.0107103055	0.019739645	0.20361349	0.095750906	0.2082594	0.31341514	0.13832624
p	0.003758017	0.000974464	0.0014026964	0.00034549265	0.001454423	0.0028800624	0.0076775746	0.02913393	0.14397527	0.12890086	0.44909728	0.23039997
o	0.00022056571	0.00069935917	0.00055269734	0.00075476785	0.016956614	0.0018918894	0.0024350104	0.029509649	0.011187095	0.17671248	0.6422702	0.116809666
r	0.0018243144	0.0006060853	0.00092459336	0.00021493286	0.000876269	0.0017872741	0.0028172955	0.030186338	0.070203245	0.11060928	0.565713	0.21423738
ì	0.00039630517	0.00045265772	0.00070774497	0.00019817147	0.0031532084	8.629988e-05	0.0006671419	0.0018513225	0.0070033553	0.174472	0.6557633	0.1552485
t	6.5169814e-05	0.00022096277	0.00015316201	0.00019192783	0.0011374232	0.00011479917	0.00020816884	0.0013718916	0.012625817	0.07334871	0.65086097	0.25970104
o	0.00030779006	0.00033328778	0.0019201075	0.0022007886	0.026295522	0.00081432675	0.012091367	0.0027449317	0.05053397	0.17203285	0.5078578	0.22286724
</S>	0.0003342397	0.00027778104	0.00029180807	0.00010577571	0.00017976487	0.00016928706	0.0004199392	0.001617357	0.01899539	0.063067235	0.36530036	0.549241
