 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.26144317	0.12882088	0.122882634	0.11856388	0.1192064	0.12806824	0.12101477
c	0.8968626	0.020491969	0.005486362	0.010541343	0.020119388	0.025590032	0.020908432
h	0.82075536	0.02662295	0.010041064	0.017751796	0.03589377	0.05082946	0.038105637
a	0.86219674	0.03203398	0.011909105	0.018736657	0.024308125	0.026135277	0.02468005
n	0.6311257	0.2941381	0.019075172	0.014282265	0.013809222	0.013790386	0.01377917
a	0.46276343	0.25625622	0.053697854	0.055020563	0.05708533	0.05801191	0.057164695
v	0.1463631	0.73084605	0.042677578	0.021499502	0.019620126	0.01951272	0.019480888
o	0.008707328	0.71998084	0.058593433	0.050799053	0.053220347	0.055340007	0.053359024
r	0.08514008	0.50839746	0.23350541	0.054059803	0.040298257	0.039522532	0.03907649
à	0.0046574785	0.7755757	0.1098217	0.029792564	0.026259344	0.028292673	0.025600571
s	0.14060494	0.27766678	0.3323279	0.08071228	0.057129443	0.071034394	0.04052422
o	0.0045427536	0.6567115	0.20885292	0.046481222	0.026569627	0.032427754	0.024414143
o	0.0007810077	0.063786894	0.6961856	0.18897238	0.02405256	0.014511278	0.011710245
t	0.00037425198	0.005142688	0.504858	0.39158806	0.040615052	0.025845462	0.03157645
s	0.000336188	0.004554362	0.4600934	0.44954544	0.03781818	0.025911698	0.021740798
o	0.004546077	0.049475923	0.26292598	0.32707402	0.11768595	0.1139529	0.124339074
m	0.0013175783	0.00678129	0.20344736	0.4068714	0.1856291	0.074558534	0.12139469
ì	0.001288362	0.00071112695	0.015334812	0.12922597	0.15262565	0.56767327	0.13314079
k	0.0027935642	0.032950584	0.106131114	0.120702066	0.51110935	0.1762781	0.050035246
u	0.0015476553	0.0027074255	0.06714733	0.36518958	0.3419445	0.16715787	0.0543056
à	0.00037770282	0.0060385326	0.102440946	0.14867379	0.5708759	0.11377864	0.057814535
i	0.0014113962	0.0006663817	0.007011017	0.07441407	0.3781022	0.4034631	0.13493177
m	0.0013573059	0.0010372053	0.0051106447	0.0325074	0.28953147	0.30584648	0.3646095
è	0.006288643	0.0008580257	0.0024461052	0.00835761	0.08904837	0.6182476	0.27475357
r	0.00038541376	0.00060301414	0.00631255	0.010742121	0.05481666	0.8142245	0.112915814
i	0.00031078843	9.523398e-05	0.00034925673	0.0020696113	0.09714121	0.75751626	0.14251763
</S>	0.00040774336	0.00017021384	0.00017628317	0.0006043667	0.007009069	0.32000196	0.6716304
