 	perché	aveva	lavorato	molto	</S>
j	0.8428497	0.08280593	0.023143506	0.0374066	0.013794261
a	0.48821887	0.13112554	0.12723678	0.12614459	0.12727426
t	0.8458213	0.055440012	0.03312221	0.032765962	0.03285052
ì	0.15392256	0.09131083	0.21268012	0.2403491	0.30173746
ì	0.88147587	0.063806415	0.020975238	0.014478062	0.01926441
c	0.56665146	0.39253822	0.020655131	0.007254373	0.012900829
h	0.05184384	0.17351986	0.35177016	0.18226813	0.24059802
e	0.26415637	0.63624084	0.041552816	0.025479006	0.032570925
p	0.02407616	0.72450215	0.19708619	0.027711121	0.026624357
o	0.005675054	0.34874666	0.31039926	0.16379803	0.171381
l	0.011941214	0.18251683	0.68140715	0.07097675	0.053158075
e	0.00022481159	0.07874475	0.8218379	0.049918987	0.049273442
m	0.007348385	0.04022761	0.8194375	0.08020101	0.052785467
ì	0.00022755298	0.0026598412	0.8310277	0.07947284	0.086612105
s	0.033157982	0.15978633	0.64644	0.105462104	0.055153582
o	0.0005532435	0.009827794	0.93016547	0.035328414	0.02412516
n	0.0034113564	0.010025259	0.34420297	0.5353386	0.10702181
t	0.0002430731	0.0020307756	0.19675882	0.60055554	0.20041178
a	0.0034385214	0.026972365	0.18976563	0.2263436	0.5534799
p	0.0019576934	0.005854958	0.015031447	0.19640842	0.7807475
o	0.00017653038	0.0006019786	0.032289486	0.33597055	0.6309615
d	0.0030707545	0.021258261	0.03451901	0.24828005	0.692872
d	0.0030582778	0.0020252322	0.011061994	0.4431357	0.54071873
h	0.0010970398	0.0012729081	0.027061878	0.504807	0.4657612
ì	0.0016696204	0.00160295	0.0054768166	0.4937304	0.4975203
</S>	4.2910273e-05	0.00019800376	0.050319653	0.32957134	0.6198681
