 	non	ti	dimentichiamo	mai	</S>
e	0.8723677	0.045033652	0.00944728	0.043436356	0.02971501
s	0.39247856	0.55244863	0.023523364	0.015698267	0.015851283
e	0.07527863	0.77853805	0.025935834	0.05748165	0.06276583
a	0.22006363	0.5420389	0.16787726	0.035666075	0.034354158
l	0.030778758	0.13724363	0.229485	0.37050408	0.2319885
l	0.08686657	0.17294583	0.33103997	0.12825155	0.2808961
i	0.017756464	0.12833044	0.40721977	0.22006956	0.22662379
m	0.08286893	0.23382452	0.07121524	0.30745775	0.30463353
o	0.0131751085	0.027430937	0.6826628	0.0446404	0.2320908
n	0.040726088	0.0681352	0.35539442	0.28962392	0.24612035
ù	0.0067108027	0.01234609	0.3177352	0.29325545	0.36995247
m	0.0033059986	0.015139401	0.011542239	0.91827303	0.051739324
e	0.006039136	0.0013218698	0.5420297	0.36654827	0.08406104
m	0.012852753	0.0063655907	0.0299995	0.774504	0.17627813
à	0.0026136613	0.0012467012	0.025249807	0.56655514	0.4043347
i	0.0007739591	0.0011968825	0.011702829	0.9154938	0.07083254
</S>	0.00019168311	0.0003612453	0.00086303276	0.41970226	0.57888174
