 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.68409395	0.093723275	0.08666386	0.0205465	0.023896428	0.020049985	0.019493993	0.025612218	0.02591968
a	0.02181643	0.14050919	0.12517694	0.118751846	0.10076374	0.12400903	0.1238396	0.12232769	0.12280551
r	0.039329447	0.2987993	0.1050476	0.095056914	0.09191263	0.09246098	0.0924544	0.09241051	0.09252818
ì	0.018611278	0.60184747	0.0923479	0.041531466	0.010441777	0.06331292	0.06216983	0.05365946	0.056077894
s	0.10829966	0.7044047	0.06820514	0.028551206	0.0036204238	0.026223851	0.024793396	0.017098982	0.018802678
a	0.05369655	0.77139765	0.072472565	0.022822361	0.0022854405	0.024897708	0.022948937	0.013712636	0.015766092
e	0.012155362	0.688769	0.18777563	0.039111227	0.014851999	0.014480705	0.014309065	0.014263206	0.014283872
N	0.0016108607	0.1647262	0.48513675	0.24568883	0.025577845	0.01962403	0.018782672	0.01916353	0.019689308
ì	0.058692828	0.13250227	0.546236	0.2004636	0.0029258195	0.021110201	0.019308638	0.012101902	0.0066587566
c	0.009153357	0.12991041	0.5541332	0.26273856	0.0060950606	0.017300019	0.010798348	0.006238262	0.0036328794
h	0.020750504	0.050472103	0.71641266	0.026194323	0.0011061641	0.082706384	0.05559513	0.024104338	0.022658253
o	0.011969418	0.07565532	0.36816877	0.4612839	0.0062950505	0.030463425	0.022413544	0.010986203	0.0127644595
e	0.00054701464	0.0016020183	0.026992016	0.46236905	0.42720503	0.03783218	0.015910113	0.013500578	0.014041992
n	9.1213136e-05	0.0005389827	0.005392387	0.19249977	0.63511163	0.07946582	0.02778701	0.02603655	0.033076562
è	0.00082931254	0.0018827845	0.2920212	0.046098407	0.13385454	0.27899873	0.04787077	0.11380991	0.08463435
c	0.0011393852	0.031515267	0.2966442	0.022951704	0.024440153	0.49372727	0.07784341	0.034121815	0.017616764
h	0.009401648	0.0021189486	0.03921498	0.034970503	0.031913858	0.62967366	0.1468468	0.07049228	0.035367314
u	0.0008628306	0.0015814762	0.010242362	0.0823121	0.06278179	0.7184968	0.07912143	0.02589744	0.018703794
n	0.00026340014	0.0007682715	0.0013493208	0.012238281	0.39528832	0.21179788	0.24343868	0.06560569	0.06925017
f	0.0013988421	9.176753e-05	0.0019720176	0.0016088923	0.015825678	0.37678745	0.38196984	0.13919145	0.08115408
a	0.0005901878	0.0007757747	0.0049182884	0.019033182	0.0077121006	0.4431484	0.31661093	0.109708935	0.09750213
m	0.0014973315	0.002216498	0.005160722	0.0061528357	0.017553974	0.0677657	0.4575176	0.31107038	0.1310649
è	0.006310903	0.00079764763	0.0040360144	0.0014157039	0.003691567	0.07206602	0.60728705	0.13008523	0.17430985
n	0.0067634224	0.0025284938	0.015945842	0.01198294	0.005149943	0.1685111	0.56135863	0.1839912	0.043768454
a	0.005033608	0.00015910178	0.005237307	0.00034369086	0.00069439213	0.08197093	0.69263387	0.18567674	0.02825027
m	0.0011533088	0.0005680681	0.0023434144	0.00072429376	0.0041318536	0.003509787	0.09523788	0.7171326	0.17519885
a	0.0021243761	0.0007071391	0.005076086	0.0010047012	0.00038638667	0.014702141	0.19968264	0.5809702	0.19534627
i	0.0014157144	0.000847279	0.0033278605	0.0013194676	0.0049061608	0.0039773346	0.056245003	0.7267326	0.2012286
</S>	0.004304877	0.00037557096	0.0038114353	2.9855775e-05	2.5310443e-05	0.0018769696	0.041733902	0.5319374	0.4159047
