 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.78421855	0.036089405	0.03293696	0.029027859	0.029033083	0.029163912	0.029753678	0.029776525
ù	0.76684386	0.043971848	0.031761065	0.03200977	0.030606525	0.03170243	0.03116195	0.031942505
t	0.86142796	0.063933514	0.012700096	0.014349603	0.009527484	0.01299638	0.01108521	0.013979727
t	0.8932868	0.048052713	0.00801555	0.014660313	0.0050110472	0.010619141	0.0068947817	0.0134596815
o	0.88741446	0.034748673	0.0084469495	0.02322779	0.005659676	0.013140343	0.0076328246	0.019729255
s	0.2910365	0.534376	0.040236697	0.027380388	0.026498714	0.026851337	0.026655352	0.026964977
p	0.22898102	0.5834506	0.039518915	0.03416843	0.023228083	0.030946922	0.02669151	0.033014536
ì	0.14264722	0.4969274	0.05118139	0.08886996	0.031057104	0.06480844	0.042567138	0.081941396
t	0.10695246	0.7438217	0.09012876	0.016257942	0.007832349	0.012038017	0.009478824	0.013490022
i	0.030565368	0.87944204	0.034800466	0.018605996	0.0045730835	0.010700981	0.0062904465	0.015021664
t	0.005775081	0.45895597	0.453565	0.025490105	0.015167659	0.013503919	0.013745413	0.0137968855
o	0.0008554143	0.53046536	0.38121566	0.02454263	0.0152078215	0.016276235	0.015143787	0.016293066
f	0.0011618327	0.17753176	0.6254458	0.095775954	0.03069622	0.02204137	0.023250416	0.024096642
a	0.00078635325	0.05876121	0.5849263	0.18876176	0.042392693	0.04740476	0.03544929	0.041517645
b	0.0005159784	0.044259604	0.24889013	0.523457	0.088028535	0.02193352	0.03508817	0.037827045
b	0.006170921	0.01491729	0.23004675	0.32806775	0.071770445	0.14872786	0.060062706	0.14023627
r	0.0024125436	0.055596944	0.07583769	0.10192814	0.08247588	0.14782542	0.15736903	0.37655434
i	0.00048131327	0.15724303	0.0967574	0.6601364	0.025427416	0.019126756	0.01096628	0.029861374
k	0.0008755799	0.02773569	0.13156414	0.6053772	0.16992562	0.0243691	0.020038234	0.020114379
è	0.0015538723	0.0053961207	0.029722849	0.72504973	0.103303045	0.05315879	0.023868553	0.057947014
t	0.0004355935	0.006245599	0.036041535	0.75189704	0.1577691	0.018298794	0.010605606	0.018706722
s	0.0027877917	0.003690261	0.060429946	0.69631314	0.15707763	0.04660554	0.013512292	0.019583462
a	0.00043350403	0.004206741	0.027263667	0.82511765	0.06553026	0.01933769	0.019727608	0.038382888
n	0.000364957	0.0014505377	0.0041501527	0.15883914	0.5993652	0.03157371	0.08152199	0.12273436
o	0.0005830549	0.0008595637	0.003661234	0.37770236	0.43866983	0.08007708	0.0364236	0.062023345
p	0.00018713118	0.0010309112	0.005423283	0.050980706	0.6690318	0.1401238	0.07372253	0.05949986
e	0.003230343	0.0009577404	0.0011230233	0.12954107	0.31743473	0.40654755	0.050203633	0.09096187
t	0.00035739556	0.0011434368	0.00518553	0.031047918	0.27937376	0.4344962	0.1626993	0.08569646
t	0.00041476657	0.0002016026	0.00061052234	0.05160266	0.117985934	0.7830655	0.022439113	0.023679854
ì	0.0010177817	0.0004748168	0.0017569715	0.021953637	0.15915169	0.40516213	0.22525568	0.1852273
n	0.001068226	0.0014968688	0.0069085713	0.050940733	0.06187514	0.5374457	0.18602689	0.15423785
t	0.00045986118	9.0711204e-05	0.0001911837	0.0058081946	0.09680346	0.8311112	0.045388587	0.020146783
a	0.00093164307	0.00029572027	0.0033382087	0.015928598	0.09190489	0.5609137	0.23494068	0.09174659
c	0.0024961396	0.0027296678	0.0015270066	0.013177646	0.0597737	0.19428027	0.4412933	0.2847223
h	0.0022983137	0.0005244352	0.00016629545	0.0041000796	0.0060119764	0.29857802	0.5305455	0.15777545
r	0.0005491923	0.00013532597	0.0025680666	0.008058893	0.010572117	0.14247796	0.55118567	0.2844528
ò	0.0026268412	0.00027678386	0.00014642361	0.00072636525	0.0014014195	0.38601443	0.37617433	0.2326334
n	0.0014599927	0.00019000996	0.000114915645	0.00010598597	0.003501569	0.25599015	0.5003144	0.2383229
u	0.00022690836	0.00017786342	0.00026693408	0.00013255527	0.0011728972	0.034690075	0.4532979	0.51003486
a	0.00021772711	7.609314e-05	0.00024175803	9.855536e-05	0.005161241	0.038290165	0.6154711	0.3404433
m	0.007436395	0.0019003182	0.0020398106	0.0024323263	0.011309736	0.32376832	0.27273417	0.37837893
p	0.0055917697	0.0011262017	0.0003350772	0.0046405704	0.0036896653	0.12061478	0.48674986	0.3772522
ì	0.0055229557	0.0009857438	0.0014893186	0.052971706	0.05520637	0.3110643	0.22781801	0.3449416
</S>	0.0025405742	0.0014631759	0.0009668554	0.003445053	0.022103809	0.096815154	0.21877073	0.65389466
