 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.9615839	0.010990282	0.004986612	0.0039694174	0.0036108037	0.0034618387	0.003543836	0.0041760355	0.0036773374
a	0.8018082	0.029140245	0.026551392	0.010276356	0.027041368	0.026442738	0.024820052	0.027167499	0.026752185
ì	0.37314653	0.35009947	0.05321201	0.037550285	0.037282452	0.037142355	0.03712663	0.03718693	0.037253335
s	0.05479092	0.8146684	0.036941644	0.0018619947	0.023408847	0.0157997	0.007794918	0.026126662	0.01860682
s	0.20707795	0.5558977	0.049878187	0.00085740094	0.046843998	0.0331553	0.01706272	0.05095047	0.038276285
e	0.073054135	0.4838458	0.037562184	0.007657341	0.11485086	0.045169238	0.018500011	0.15562826	0.06373219
r	0.014605926	0.27802286	0.4188209	0.030405201	0.050777785	0.048625488	0.045406368	0.049677156	0.06365831
e	0.007851586	0.6140836	0.15162423	0.0010034271	0.06299369	0.031429805	0.01272138	0.07743743	0.040854815
k	0.003287718	0.06419972	0.7214414	0.10281466	0.02698046	0.02086117	0.018622348	0.018994387	0.022798173
a	0.00029386667	0.026639221	0.6712244	0.0030476435	0.07554445	0.058612242	0.041650433	0.06598942	0.056998357
e	0.0009862662	0.00442083	0.2222839	0.5632834	0.10038624	0.032529354	0.022660661	0.021030981	0.032418244
s	0.00019561303	0.0009691714	0.13102753	0.19963442	0.3954904	0.101472124	0.045562077	0.051218726	0.07442994
ò	0.00038775642	0.002461677	0.019083373	0.041885413	0.4926036	0.24797735	0.057504565	0.09234601	0.04575036
z	0.00093327474	0.01668982	0.039774626	0.015445684	0.59992474	0.10112843	0.019088581	0.17509075	0.031924054
i	8.4764695e-05	0.0063207056	0.002110429	0.004730041	0.6668262	0.16300918	0.010475576	0.1261895	0.020253547
k	0.0018017557	0.005245019	0.037361126	0.099314794	0.2124332	0.3195381	0.22627597	0.043519825	0.054510195
à	2.16824e-05	0.0002872694	0.0004754752	0.0017562493	0.11860629	0.49794745	0.15412451	0.14943692	0.07734413
i	0.00092672976	0.025343908	0.013912183	0.009150802	0.23663157	0.23266946	0.19135901	0.24262731	0.047379043
o	0.00030571697	0.0014863691	0.0014823319	0.0016468995	0.017607337	0.15557863	0.59034604	0.08193748	0.14960922
b	0.0006213773	0.00062857213	0.0007292107	0.0012146657	0.006370223	0.07917025	0.6748298	0.09194366	0.14449215
à	5.44784e-05	0.00055848056	4.25644e-05	0.00010292067	0.0053563304	0.012522266	0.1636504	0.59412	0.22359249
g	0.00087713747	0.020737786	0.00044670104	0.00029472137	0.008669731	0.017694749	0.08354624	0.711768	0.15596507
n	0.00018972863	0.00063913135	5.086442e-05	0.0009489032	0.003198085	0.009249523	0.03654519	0.7752697	0.1739089
o	0.00019417093	0.00204593	0.00012056169	0.00023774388	0.014158535	0.03814927	0.14792797	0.4710794	0.32608643
</S>	0.0033793272	0.007457922	0.0005083153	7.5101205e-05	0.010749507	0.015676212	0.053228963	0.56126946	0.34765512
