 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.88794166	0.078461885	0.00444557	0.0028596513	0.0030511601	0.0024571943	0.016887128	0.003895781
t	0.35864535	0.4927076	0.031799134	0.023785133	0.023347419	0.023469772	0.022529993	0.023715647
è	0.024850415	0.6964178	0.059850734	0.047158636	0.044131238	0.046524953	0.03429534	0.046770964
l	0.018748112	0.75536054	0.102442645	0.042290077	0.013772775	0.025718994	0.004826586	0.036840234
i	0.0015658223	0.81749755	0.10134681	0.02985407	0.0075032706	0.015121881	0.0026966422	0.024413893
f	0.056072995	0.1822223	0.6444578	0.035068285	0.021778172	0.020396447	0.019720694	0.020283243
a	0.0016936631	0.020192107	0.7772628	0.057068266	0.03821432	0.039404403	0.026718505	0.03944599
m	0.015897185	0.018144168	0.56971276	0.19011998	0.06381515	0.04986425	0.045315865	0.047130674
è	0.0007586364	0.0035916464	0.47788548	0.18036924	0.07982984	0.10849074	0.02556802	0.12350636
n	0.0020471006	0.03169421	0.3270277	0.4816485	0.038843255	0.048954476	0.008550179	0.061234575
o	8.169775e-05	0.0041915257	0.4316608	0.50078666	0.013764264	0.016017368	0.003262045	0.030235631
o	0.001687795	0.00058112654	0.031202981	0.5000159	0.40379333	0.03250007	0.015250896	0.014967857
l	4.967191e-05	0.00013552733	0.0018155411	0.102229714	0.7780662	0.07013985	0.020937707	0.026625726
i	0.0001035609	0.00015345764	0.0014191802	0.122868516	0.7173161	0.066957295	0.064153545	0.027028332
m	0.0005669704	0.0006697388	0.012232999	0.10492548	0.53367245	0.20030656	0.07011673	0.07750911
i	0.0003134584	0.0012356656	0.0026589592	0.03951122	0.30124828	0.36848778	0.049651388	0.23689316
a	0.0011013972	0.0006434992	0.009039857	0.032998327	0.5486602	0.26616573	0.061350506	0.08004047
f	2.7822263e-05	0.00029498592	0.0004135645	0.001848925	0.09885261	0.7365979	0.09633589	0.06562836
o	9.722823e-05	0.00012132278	0.00011564121	0.0017274207	0.045483988	0.7360656	0.16675712	0.049631637
r	0.00038290542	0.0009394062	0.0010097873	0.0032294802	0.1119238	0.14510924	0.52824503	0.20916033
à	0.0001953422	0.00080931204	0.00020365446	0.0006321339	0.005838439	0.2758273	0.50207114	0.21442267
</S>	8.451335e-05	0.0010442153	0.0009898884	0.0011712845	0.005745379	0.0084082335	0.21610117	0.76645535
