 	avete	cucinato	le	verdure	</S>
e	0.72756875	0.148674	0.021733519	0.062058497	0.039965264
m	0.6132411	0.25833592	0.046848524	0.029252557	0.052321963
a	0.8122225	0.07834484	0.061794106	0.0042886552	0.043349877
r	0.14596955	0.63143456	0.07059173	0.07024529	0.08175882
è	0.12019423	0.7801254	0.06623527	0.007654465	0.025790643
s	0.02239415	0.8948757	0.06757594	0.006927971	0.008226216
s	0.18677847	0.6992167	0.107173935	0.0029713137	0.0038595765
a	0.025789613	0.8762581	0.05514622	0.021659743	0.02114629
t	0.005193441	0.097683504	0.69820607	0.038263697	0.16065322
o	0.0061896723	0.032979682	0.76453286	0.04687564	0.14942218
t	0.012420122	0.018328903	0.5702785	0.23088503	0.16808745
a	0.0008998911	0.0022333423	0.910112	0.07784602	0.008908731
l	0.0027983454	0.005995152	0.08943158	0.5389985	0.36277646
à	0.00097302184	0.0035167749	0.6828752	0.29239762	0.020237353
c	0.00026582816	0.0018537879	0.09461045	0.8853654	0.017904537
h	0.00014321473	0.0020896536	0.10512325	0.87504435	0.017599529
a	0.0020117108	0.03650501	0.5325641	0.35313594	0.07578324
n	0.0831945	0.020719029	0.1106111	0.30531314	0.48016217
a	0.0011128224	0.0015658697	0.09440121	0.8707731	0.03214701
</S>	0.029400736	0.03981322	0.09030954	0.16590092	0.6745756
