 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.9208599	0.011628664	0.010279054	0.009401471	0.00950555	0.009288819	0.00928141	0.009977105	0.009778147
à	0.780573	0.035045512	0.032249264	0.030214118	0.028664658	0.0070535466	0.034364946	0.017772285	0.03406277
o	0.6994081	0.10525418	0.037200294	0.03151004	0.028728537	0.005079006	0.039766286	0.013951188	0.03910236
c	0.40045524	0.46664616	0.026902692	0.018158445	0.017983774	0.01612594	0.018094478	0.017545268	0.018088073
e	0.21113633	0.38372248	0.07763955	0.06537961	0.06138557	0.013519368	0.07623408	0.035563033	0.07541989
r	0.032790083	0.7768791	0.051178835	0.02364463	0.023250576	0.022707943	0.023229321	0.02309507	0.023224471
k	0.0407786	0.8240287	0.056338914	0.016062176	0.0146190915	0.0029254416	0.018789545	0.007905079	0.01855234
è	0.04978602	0.57301265	0.08466642	0.04822167	0.03899836	0.0064624483	0.09545384	0.013248802	0.090149716
o	0.05162509	0.4864409	0.30604282	0.025964934	0.018938951	0.0033557408	0.052455697	0.006347735	0.04882806
n	0.0029802632	0.4502735	0.4725289	0.01803943	0.01263245	0.007957941	0.0123775145	0.010853228	0.012356684
t	0.0008667839	0.6450077	0.27822596	0.016497675	0.013931857	0.0028167136	0.01759437	0.0076566325	0.017402267
a	0.0050834767	0.41064754	0.29843518	0.053060815	0.042394795	0.0065335194	0.08631795	0.014958895	0.082567856
è	0.00096212636	0.078924574	0.72535235	0.0650656	0.031198435	0.01683486	0.028700953	0.024344247	0.02861684
n	0.00096752914	0.04152183	0.81281894	0.037611626	0.009525577	0.0027660048	0.05111236	0.0035155208	0.0401606
a	0.0012990884	0.058193695	0.8163493	0.038154867	0.01017123	0.0021387585	0.03761445	0.0031739508	0.032904666
m	0.00054741965	0.033829257	0.1471803	0.60873854	0.0845682	0.034371406	0.03081284	0.03027499	0.02967699
à	0.010052557	0.032595992	0.13056862	0.34224454	0.10982615	0.01398756	0.15369083	0.033757027	0.17327675
k	0.0020484566	0.046648193	0.116533965	0.5382888	0.080644555	0.008735484	0.10976538	0.00865358	0.08868152
i	0.0017599183	0.011007769	0.17747502	0.5283838	0.058062825	0.00939266	0.11708903	0.008143971	0.08868508
n	0.00012872797	0.0018965335	0.012791891	0.40881717	0.42692646	0.10390988	0.01727668	0.016281353	0.011971419
a	0.0005746388	0.003838995	0.0077971453	0.51474464	0.3798379	0.016353462	0.024953987	0.014706876	0.037192307
k	0.00015973396	0.00052642426	0.002043506	0.1300579	0.5213915	0.28045622	0.025670575	0.025309656	0.014384485
a	0.0024797847	0.0049830517	0.0018324647	0.09347957	0.63171375	0.038655132	0.061050463	0.028271357	0.13753447
k	0.00032207425	0.0006314368	0.0020441138	0.04181465	0.21803531	0.62330425	0.0489954	0.0476405	0.017212266
u	0.0048834872	0.0037685542	0.0019267579	0.01955231	0.17076173	0.11619961	0.14852022	0.03730448	0.49708283
n	0.0005340724	0.00047446621	0.0005944832	0.010624556	0.062733024	0.7362409	0.069497906	0.106862746	0.012437829
s	0.019395243	0.0025886071	0.0014481212	0.010916595	0.1092681	0.13617174	0.17954972	0.06628246	0.4743794
u	0.0027333484	0.0003420795	0.00074669346	0.009057958	0.035996176	0.63059884	0.092003845	0.07215939	0.15636167
m	0.0032806378	0.0026964757	0.0012727305	0.0043645934	0.033691473	0.15992294	0.24010886	0.3799681	0.17469414
è	0.0018165687	0.0011798439	0.00077830494	0.0015889646	0.0032925948	0.06879808	0.53292394	0.051856183	0.3377655
i	0.017522044	0.00061997067	0.0009859132	0.0027753564	0.016006593	0.06586028	0.7073242	0.07949105	0.10941464
o	0.010047365	0.00068152254	0.00047864064	0.0005836528	0.003872195	0.059622586	0.08999506	0.6289781	0.20574094
l	0.013466955	0.0007625203	0.00040651555	0.0002741243	0.0018391008	0.024561439	0.087648205	0.6263274	0.24471372
ì	0.0077234297	0.0024362884	0.0016696614	0.0007285562	0.0034295856	0.01191149	0.11184049	0.24596833	0.61429214
b	0.0029024696	0.0012518769	0.00039104145	0.00016543579	0.0021039944	0.017523536	0.08662591	0.2950964	0.59393936
e	0.0019835213	0.0008951718	0.0009913053	0.003009079	0.0025076198	0.0280991	0.3703457	0.2222159	0.3699526
n	0.011107969	0.0020858198	0.0010366411	0.0007168567	0.0026996827	0.0039252327	0.004413738	0.56799614	0.4060179
z	0.0021198536	0.0004753439	0.00080058037	0.00013377861	0.00012964288	0.0006330389	0.026291786	0.06946054	0.89995545
ì	0.023251465	0.002604007	0.0013682421	0.00055305625	0.0006129109	0.007441423	0.12019617	0.1537445	0.69022816
n	0.0037111666	0.0041489745	0.0044788676	0.00487268	0.0068378025	0.041360307	0.008612627	0.75611	0.16986758
a	0.0012674278	0.00078358746	0.00093725335	0.0014019002	0.0033090462	0.008708017	0.043464523	0.6432228	0.29690543
</S>	0.0055233478	0.0032462394	0.0005048243	0.000910422	0.0019534011	0.0022441964	0.020102013	0.3074521	0.65806353
