 	non	mi	aspetti	che	non	vengo	</S>
m	0.8259113	0.15466535	0.0024259086	0.001715578	0.0048591536	0.008157735	0.0022650878
ì	0.0526906	0.023193562	0.16106756	0.22385234	0.08289561	0.23281597	0.2234844
m	0.116826005	0.56258446	0.07831839	0.08331756	0.010765161	0.08339519	0.06479329
e	0.022472374	0.07889077	0.14129505	0.20319958	0.012646939	0.42898163	0.11251362
m	0.13965453	0.68458253	0.039977383	0.05339398	0.02927017	0.026624242	0.026497236
ì	0.005617371	0.016067732	0.06203078	0.24214414	0.0058111046	0.39480892	0.27352
n	0.020895699	0.054322246	0.2773019	0.5053656	0.012484938	0.07931641	0.05031314
i	0.0014161941	0.00394147	0.2452596	0.6281229	0.010955258	0.069658786	0.04064574
k	0.0032199884	0.010109072	0.20059152	0.612244	0.13770734	0.019732459	0.016395573
a	8.321116e-05	0.00066358934	0.09315157	0.76351213	0.018947603	0.06274874	0.060893178
e	0.00080671656	0.0020036402	0.083920516	0.39704937	0.44564232	0.045372207	0.025205279
n	4.4497836e-05	5.416463e-05	0.031308293	0.12189215	0.6393265	0.094103165	0.113271214
è	0.00055960903	0.0046823286	0.0057758195	0.013197621	0.12519357	0.81556	0.035031024
r	2.4379331e-05	7.4304524e-05	0.005918695	0.019281521	0.01053784	0.9448929	0.019270295
k	0.0005694101	0.0016682709	0.009640233	0.019266589	0.04140353	0.8967297	0.030722255
o	9.431812e-05	0.00027151834	0.01233399	0.04760659	0.034459207	0.78519183	0.12004254
m	0.00072254596	0.00038102578	0.009339951	0.00858632	0.016394718	0.10404404	0.8605314
e	0.0003853222	0.000601735	0.025007037	0.0057075704	0.001257866	0.30472016	0.6623203
</S>	0.0011527566	0.0018915252	0.00779841	0.0050486657	0.07026805	0.102322325	0.8115183
