 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.79394805	0.07085866	0.03534694	0.005691487	0.0052285283	0.005243616	0.005293413	0.005197474	0.005197756	0.0051963762	0.0052066864	0.005344924	0.005195556	0.005197097	0.0051974887	0.005195563	0.005242266	0.005195712	0.0051973895	0.0051989635	0.0052924743	0.005333503
m	0.21098478	0.4891907	0.09791991	0.01663219	0.009645873	0.011101773	0.00969258	0.010765187	0.010702221	0.010761837	0.010741314	0.010220607	0.01076481	0.010759866	0.010749614	0.010754265	0.008239484	0.010763457	0.010649348	0.008631563	0.009520655	0.010807919
e	0.15488026	0.4685568	0.010655951	0.02722811	0.0036139558	0.025515443	0.0058031785	0.025811061	0.023760814	0.026253046	0.025378082	0.012177785	0.026526846	0.026282106	0.025806868	0.026015589	0.0035382942	0.026461545	0.021820182	0.004167259	0.006710473	0.023036348
s	0.09126213	0.37129453	0.28785366	0.03305136	0.019647066	0.012714094	0.011528491	0.011610821	0.011586193	0.0115931425	0.011589244	0.0115001	0.011592985	0.011592148	0.011590443	0.011591189	0.011092644	0.011592706	0.011573692	0.011183281	0.011369345	0.011590791
s	0.04586548	0.46827468	0.044966243	0.08334309	0.009672457	0.031160688	0.0046808287	0.02508372	0.02462502	0.026771996	0.026260858	0.0122347595	0.027559359	0.027282953	0.026783584	0.02698147	0.0035562932	0.027480425	0.022558454	0.00424228	0.0068206144	0.0237948
è	0.0246361	0.3513495	0.028891293	0.09690697	0.0059959097	0.033791393	0.003081624	0.05704455	0.018508198	0.055014536	0.033312555	0.004450136	0.058466356	0.05100518	0.03964091	0.044404488	0.0030560042	0.05630624	0.011799827	0.003145675	0.0034627826	0.01572977
r	0.013512716	0.064172484	0.11207949	0.5041191	0.020162055	0.025063002	0.002506448	0.040967386	0.0068373317	0.034537993	0.013850854	0.0025294544	0.0384911	0.028723791	0.018103482	0.022048058	0.0021275517	0.03539028	0.004594381	0.0021482892	0.002271675	0.0057630683
e	0.015110085	0.1229747	0.02599824	0.36979446	0.056170844	0.023649678	0.0027221902	0.07371722	0.008334678	0.051903456	0.014141154	0.004952383	0.06681718	0.03661432	0.018904023	0.024229217	0.0047095623	0.055166226	0.0067042876	0.0049095666	0.0049835695	0.0074929968
m	0.022395713	0.06539704	0.18674125	0.425253	0.11843343	0.06559142	0.008682992	0.008576637	0.007943607	0.008020342	0.007946509	0.0066621033	0.008006654	0.007992555	0.007963761	0.007976909	0.003579014	0.008001926	0.0076928795	0.0040236465	0.005299652	0.007819008
u	0.0009219603	0.009589278	0.0064082355	0.50229	0.05016173	0.07941572	0.002356914	0.032291427	0.026166359	0.03290821	0.030135524	0.007929913	0.033695314	0.03290383	0.031499304	0.032075934	0.0025340084	0.033493873	0.021706074	0.0029535864	0.0043133455	0.024249407
p	0.0044183647	0.024390787	0.06692661	0.27589116	0.19231887	0.26260233	0.031913433	0.011903923	0.009889829	0.009502802	0.009447234	0.00921055	0.009434836	0.009430758	0.009426237	0.009423291	0.008231623	0.009427347	0.009376479	0.008405294	0.008855599	0.009572652
e	0.00010046817	0.0005970883	0.0016627623	0.13359496	0.11124977	0.44331872	0.0012879913	0.012807572	0.023213455	0.018747635	0.02933238	0.0041234097	0.037632108	0.03572398	0.0327152	0.033421017	0.0018687417	0.03642742	0.016840432	0.0024312115	0.0030596806	0.019843942
k	0.0007733142	0.007169562	0.02760478	0.098322704	0.14956795	0.4400417	0.12369921	0.020407168	0.011417963	0.009853183	0.009642851	0.00928678	0.009572868	0.009562423	0.009556107	0.009548475	0.007929389	0.009552419	0.0094803	0.008135882	0.008750469	0.010124619
