 	ho	messo	uno	specchio	sul	muro	</S>
è	0.8920443	0.06513854	0.009985788	0.016492058	0.004894656	0.0062284702	0.0052162553
v	0.6963348	0.18985055	0.026411952	0.029543871	0.031791016	0.0019991167	0.024068715
a	0.24167697	0.3177208	0.08422696	0.120022126	0.1310699	0.008209025	0.097074285
l	0.18268935	0.61897504	0.104137935	0.024088336	0.023732003	0.02287037	0.02350696
a	0.08536939	0.52431643	0.18793903	0.063450515	0.0637778	0.0139437	0.061203174
è	0.019909702	0.22418547	0.6618513	0.027125504	0.024111455	0.020532435	0.022284135
n	0.0038198822	0.12556645	0.76754755	0.03807797	0.03996482	0.0019892366	0.023034042
a	0.0038366711	0.025410699	0.7597019	0.08016936	0.07830494	0.0047099018	0.047866434
n	0.0009980117	0.011272629	0.66238964	0.18556209	0.08311649	0.026211774	0.030449433
j	0.0008453272	0.0029770492	0.24977966	0.3224951	0.22418849	0.07683655	0.122877784
a	0.007819417	0.054298624	0.25077015	0.08283159	0.28265896	0.037859727	0.28376153
l	0.0014481611	0.0038295093	0.04807817	0.55622035	0.27409187	0.08019008	0.036141872
ì	0.00084923336	0.0014211982	0.005107127	0.26041833	0.35054827	0.04211658	0.33953932
s	0.0009175602	0.004364873	0.055660304	0.18279314	0.72631043	0.0155954035	0.014358307
t	0.0010308517	0.00040733162	0.0013256237	0.31427538	0.6257076	0.032873265	0.024379913
o	0.0004892015	0.00027640664	0.004165965	0.05528999	0.74717075	0.12890571	0.063702054
t	0.0019385094	0.0027877516	0.010827634	0.033169888	0.36298144	0.25913414	0.32916066
ì	0.0009503431	0.00067219674	0.0013190092	0.066340216	0.20452966	0.23782264	0.48836595
c	0.00044464698	0.00034982048	0.0007119846	0.05662197	0.45202386	0.39578018	0.09406764
h	0.00036202677	0.0009825286	0.00013808068	0.07072182	0.08040049	0.7674486	0.07994651
o	0.0024285945	0.0005971816	0.00046932072	0.06866465	0.10149321	0.6816205	0.14472654
</S>	0.037577286	0.0072273794	0.0025085316	0.07240566	0.04218829	0.43902314	0.39906973
