 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.8400782	0.019473929	0.01809564	0.018192058	0.018663684	0.047854967	0.019061524	0.018580124
i	0.8858555	0.014562859	0.016980885	0.0075126393	0.015482744	0.018985528	0.020285815	0.020333989
n	0.76719314	0.043753292	0.033747926	0.030290214	0.031027935	0.031293403	0.03132469	0.031369388
a	0.79919094	0.07628041	0.017803805	0.00061621756	0.01139432	0.017565815	0.038496085	0.03865239
d	0.2763065	0.3110473	0.099756405	0.06131557	0.062409747	0.063119344	0.06280124	0.06324395
r	0.45625904	0.33421254	0.03922508	0.0005898869	0.016800927	0.018113267	0.06741195	0.0673872
e	0.29237005	0.4276289	0.04637566	0.0064172787	0.021343602	0.05625441	0.07485304	0.07475713
f	0.0375757	0.62412375	0.20382018	0.025785377	0.026607139	0.027235566	0.027121209	0.027731074
f	0.038071375	0.7309821	0.12241361	0.00032904858	0.008998923	0.003999914	0.048738807	0.04646626
ì	0.006981878	0.8480362	0.01602341	0.00041115214	0.005349573	0.0047537936	0.042783435	0.07566054
m	0.0032222925	0.9043873	0.04746478	0.0036134713	0.0028700745	0.005001779	0.020438524	0.0130018
m	0.0033046417	0.9654609	0.026683846	6.0580212e-05	0.00042588887	9.80615e-05	0.0023985982	0.001567534
u	0.23813099	0.39469302	0.07527562	0.013199744	0.04573726	0.045916937	0.09249695	0.09454951
a	0.0042415513	0.04178167	0.7143482	0.046299066	0.046436276	0.044542268	0.047966696	0.054384287
n	0.0011589547	0.0092674	0.83114356	0.060072757	0.0325279	0.020908525	0.022265146	0.02265576
k	0.00057495903	0.019487645	0.88037765	0.0020702572	0.018572167	0.0035605002	0.039643213	0.035713624
ò	0.0011878185	0.058584638	0.32419863	0.00714064	0.027723512	0.029420162	0.1472912	0.4044534
r	0.006277186	0.106150426	0.07494519	0.57398456	0.085987665	0.05162066	0.055048656	0.04598556
a	0.0017795644	0.15784846	0.6378612	0.032223925	0.102298774	0.0056833997	0.03718992	0.025114743
e	0.0014688395	0.0017977994	0.058441114	0.5624053	0.2640318	0.09346916	0.009585379	0.008800665
n	0.00043073297	0.0014441349	0.004312272	0.31137866	0.5049326	0.056885052	0.044049874	0.07656671
ì	0.00084659783	0.0020900003	0.035817403	0.07442844	0.17668962	0.23290135	0.38225448	0.094972104
r	0.0024504475	0.010287207	0.005120058	0.008864127	0.06274585	0.6990819	0.14570695	0.065743476
t	0.002003994	0.25302652	0.016567932	0.014222746	0.19949967	0.013618653	0.44907355	0.051986877
e	0.0096716825	0.18038684	0.0282494	0.013120869	0.2228166	0.06510729	0.33329874	0.14734854
e	0.0012301835	0.009852907	0.0009783516	0.0073710284	0.018261092	0.1549381	0.5880287	0.21933953
t	0.001034588	0.0035953254	0.0009655347	0.0002347702	0.008991722	0.0654641	0.70926625	0.21044773
t	0.0010092455	0.0029045944	0.0010105409	0.001021963	0.005677139	0.08137014	0.7644473	0.14255908
ù	0.0005899438	0.0063966378	0.00032778436	0.00016235054	0.00090503774	0.007809979	0.83575773	0.14805058
</S>	0.00029772322	0.0011562151	0.0005363448	0.00050692045	0.0042111464	0.030438315	0.8765227	0.08633064
