 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.82612866	0.094010465	0.009395228	0.0065519833	0.0063922224	0.006385602	0.0063105966	0.0065330938	0.0063181208	0.0063280016	0.006534891	0.00632102	0.0063770823	0.006413016
n	0.43477857	0.34775406	0.043350656	0.017296717	0.015705764	0.015693916	0.015705895	0.015702922	0.015453435	0.015608341	0.015645055	0.015633238	0.015700502	0.015970979
ì	0.01926509	0.32850415	0.20811373	0.04472508	0.039514896	0.04127119	0.040568445	0.041511502	0.037263677	0.03957716	0.037964705	0.04032448	0.040411998	0.04098395
c	0.0129486015	0.6378116	0.20727274	0.009575887	0.018527636	0.016159961	0.020691525	0.019888198	0.0039560003	0.007922775	0.010526411	0.009294789	0.012415228	0.013008607
h	0.00882487	0.14378887	0.2859312	0.0193882	0.08058287	0.06593688	0.11400244	0.107555814	0.013398133	0.023043076	0.028449	0.02801976	0.036538742	0.04454011
e	0.023336314	0.5395222	0.23758589	0.018148346	0.021899689	0.02074978	0.022801045	0.02247008	0.008960358	0.0146684805	0.01707929	0.016024955	0.017876241	0.018877428
t	0.03082881	0.11204519	0.5998133	0.14289202	0.011830275	0.01171054	0.011446618	0.011431893	0.011147674	0.011322922	0.011365127	0.01134838	0.01138574	0.011431542
o	0.0007962225	0.023156332	0.7059865	0.07745667	0.018866463	0.02049426	0.019657027	0.02049097	0.017306997	0.01897579	0.017525109	0.019592308	0.019606411	0.020088945
r	0.015243774	0.033890992	0.40122375	0.3959648	0.016495232	0.016033866	0.015169376	0.015136102	0.014997036	0.015074752	0.015094049	0.015088363	0.015151884	0.015435949
ì	0.0001944456	0.008036812	0.49664533	0.28443658	0.023314483	0.029340908	0.024965454	0.029105484	0.009675007	0.01611045	0.013167035	0.019251654	0.022025323	0.023731088
s	0.0019599388	0.050930485	0.36148313	0.36879617	0.04578986	0.03108069	0.03311926	0.030585293	0.004443044	0.00874422	0.012218043	0.010513805	0.023963643	0.016372329
o	0.00029183205	0.011823315	0.56132233	0.27326024	0.032217808	0.023637662	0.023864428	0.022810828	0.0033721633	0.006573167	0.008495302	0.007976868	0.012171453	0.012182638
n	0.0010369541	0.0043960973	0.06456601	0.7323975	0.06149416	0.040294975	0.012928033	0.012119309	0.011339759	0.011597022	0.011673748	0.011627133	0.012368057	0.012161169
t	8.483469e-06	0.0011518642	0.043547094	0.67499804	0.075436965	0.057976495	0.01949909	0.019106923	0.016604392	0.01774027	0.016323602	0.018241184	0.020686746	0.01867883
