 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.66363746	0.06826156	0.03389636	0.034149826	0.033828318	0.03296096	0.032846592	0.03277429	0.03404386	0.033600755
t	0.39381236	0.37986842	0.031510882	0.028408878	0.028250232	0.02652313	0.028252145	0.028030196	0.02698265	0.02836116
e	0.050283708	0.6353016	0.046092786	0.042152848	0.04230298	0.021736767	0.042848367	0.04152596	0.035484165	0.042270876
l	0.07019298	0.7174603	0.032984674	0.02611222	0.025741143	0.025150822	0.02569986	0.025630545	0.025301766	0.025725676
ì	0.0024369478	0.47399917	0.08363428	0.07618017	0.08045054	0.00552348	0.08806889	0.07320856	0.03587201	0.08062591
s	0.009569646	0.35032573	0.2400299	0.08945941	0.0886305	0.0077880495	0.111926205	0.028785443	0.008874812	0.06461023
i	0.015062489	0.37774217	0.26043287	0.07841659	0.07708082	0.004843806	0.10329271	0.022410335	0.0074507846	0.053267468
n	0.013545894	0.6061413	0.26575914	0.024206888	0.016266389	0.013906114	0.015410613	0.015182851	0.014191887	0.015388859
a	0.0005707839	0.47466138	0.37528557	0.03572397	0.023320954	0.008841375	0.022353228	0.021118129	0.016253809	0.021870814
m	0.012352399	0.11857653	0.67845994	0.06790683	0.02405803	0.018912695	0.020074148	0.01984954	0.019001182	0.020808738
ì	7.7751596e-05	0.009583744	0.5091854	0.123021066	0.088093914	0.0024947086	0.09691038	0.066039115	0.02273234	0.081861615
n	0.0017771233	0.0076140407	0.6991176	0.18719134	0.038449056	0.0024450098	0.03352161	0.008292691	0.002615031	0.018976454
i	9.774667e-05	0.007935734	0.7666623	0.15318659	0.027559618	0.0011124543	0.026448373	0.0043324786	0.0016930896	0.010971609
p	0.0022047674	0.006505609	0.20647451	0.5831727	0.12106107	0.022195356	0.015263737	0.014465804	0.013480311	0.015176158
à	3.898343e-06	0.00033155514	0.092059225	0.5662077	0.14611888	0.0040788553	0.06879676	0.046158515	0.015931087	0.06031352
n	0.00058745686	0.0010298677	0.096433565	0.58570766	0.26413563	0.004049027	0.029005134	0.0047204685	0.0020766703	0.012254439
t	3.6082777e-06	0.00029959812	0.1688767	0.5815391	0.21442264	0.001486462	0.019623313	0.003769392	0.0012613967	0.008717787
a	0.000103516606	0.0009564559	0.06656179	0.5805444	0.15649429	0.008906864	0.14186588	0.011460269	0.010507613	0.022598939
l	0.000102485654	0.00035242282	0.0064338315	0.18067482	0.48874038	0.10801422	0.042920098	0.044561766	0.026406312	0.10179369
e	2.7506298e-06	8.205942e-05	0.010161222	0.33827868	0.48707432	0.0056163017	0.07829012	0.02239716	0.007054774	0.051042646
t	0.00014272265	0.00029335322	0.002949933	0.07756907	0.41140327	0.41466728	0.03512762	0.019503923	0.017908873	0.020433879
t	3.0301808e-06	2.6559796e-05	0.00050360267	0.1089677	0.7069886	0.009507942	0.0765348	0.050165433	0.011531017	0.035771325
ò	1.839076e-06	7.5140204e-05	0.002680086	0.11046956	0.5977546	0.011834872	0.07464994	0.035945512	0.022064112	0.1445243
m	0.00029689306	0.0005158603	0.023565436	0.050253082	0.25279853	0.1879152	0.39316005	0.023257434	0.034261517	0.033976063
i	0.00016401218	0.00018042597	0.0010767035	0.014024576	0.07384432	0.06472626	0.6240668	0.10087939	0.08835174	0.032685768
f	4.3468546e-05	0.00020776583	0.0037543003	0.01738856	0.16460155	0.39714342	0.2141005	0.10256657	0.04757868	0.05261525
à	1.6799453e-05	1.966094e-05	0.00046606487	0.010173419	0.09619143	0.019328605	0.52612954	0.21848239	0.025420593	0.10377148
i	1.5975967e-05	3.9818657e-05	0.001119446	0.004736662	0.06235927	0.0369365	0.7744961	0.069293365	0.025631629	0.025371162
t	4.359331e-06	6.084773e-05	0.0012482429	0.0034059389	0.020489274	0.15509339	0.22868186	0.3300271	0.097194366	0.1637946
o	2.5514253e-05	8.494656e-06	0.00014650423	0.0016415686	0.016162641	0.015244934	0.31038317	0.51869255	0.053585768	0.08410885
v	2.0017482e-05	0.00027636747	0.00044727337	0.001227771	0.0031109585	0.05808718	0.018069899	0.4228598	0.39527327	0.10062753
r	0.0001259113	6.327379e-05	0.0008908308	0.0005415311	0.0059364145	0.004473223	0.118650995	0.45460284	0.23807654	0.17663848
à	5.2267837e-06	9.899533e-05	0.00030546612	0.0014876245	0.013817802	0.009904728	0.058944903	0.51841486	0.2202685	0.17675182
i	7.243314e-05	0.00027932881	0.00032908758	0.00043035878	0.0010215631	0.000595524	0.048212245	0.056778103	0.7555748	0.13670652
</S>	2.5543282e-05	9.114329e-05	0.00030314748	0.0021137833	0.0062299455	0.00044427402	0.022621417	0.30994552	0.2834794	0.37474582
