 	non	ci	dimentichiamo	mai	</S>
e	0.88877475	0.006317614	0.01228802	0.046195623	0.046423964
n	0.8800109	0.0671703	0.0077767223	0.02234688	0.022695156
è	0.29800522	0.4745726	0.01519617	0.08159112	0.13063481
n	0.15892565	0.6560435	0.032905955	0.052701056	0.09942382
a	0.027922401	0.8034199	0.045145877	0.01781558	0.10569631
a	0.09955103	0.608857	0.17343952	0.06289573	0.05525674
l	0.017294975	0.6173824	0.16330165	0.13827543	0.06374557
l	0.044181224	0.33859098	0.39758304	0.036745567	0.18289916
i	0.005295422	0.3440131	0.43619898	0.023915246	0.19057725
m	0.0399412	0.32392207	0.05124202	0.36060423	0.22429039
o	0.008618947	0.0781418	0.8268494	0.026338693	0.0600512
n	0.022069372	0.06582155	0.1383007	0.6071357	0.16667268
i	0.0021118016	0.025403202	0.43370053	0.29881668	0.23996778
s	0.0017615812	0.008114022	0.010135537	0.93653023	0.04345862
t	0.000591084	0.005074799	0.094257474	0.75851077	0.14156586
ù	0.00012695999	0.01143458	0.055711903	0.70033044	0.23239613
m	0.00029746848	0.010573173	0.0060038017	0.9612787	0.02184684
e	0.00014538674	0.00024596317	0.10992419	0.82458574	0.065098695
s	0.002233674	0.01946388	0.018675495	0.70307904	0.2565479
t	0.00020252517	0.00029111397	0.0017694866	0.39158848	0.60614836
a	0.0008405455	0.025054138	0.012709079	0.48889124	0.47250503
m	0.005375609	0.09273241	0.0059341965	0.5075122	0.3884456
à	0.00043915302	0.0016035142	0.04917563	0.028370472	0.9204113
i	0.0010828726	0.0053701694	0.01967377	0.31989282	0.65398043
</S>	0.002117302	0.0033171051	0.0031036	0.06219206	0.9292699
