 	il	morto	vuole	pianto	</S>
o	0.95151913	0.010632251	0.009223394	0.017777268	0.01084786
p	0.3711217	0.5175932	0.039202023	0.03290439	0.039178655
e	0.22836728	0.6482264	0.05132282	0.00783217	0.064251296
s	0.285883	0.5046309	0.07109431	0.06860471	0.06978706
a	0.15050368	0.6848964	0.0667869	0.009777413	0.08803556
m	0.23288341	0.33675247	0.15792891	0.13510221	0.1373329
m	0.040626906	0.45633346	0.092371106	0.041508075	0.36916047
è	0.19046621	0.1656833	0.18017828	0.039692182	0.42398006
n	0.33904043	0.06527148	0.22883746	0.025362324	0.34148827
o	0.37782818	0.26105478	0.15527466	0.0147731155	0.19106925
t	0.07048536	0.100712925	0.6030055	0.1596249	0.06617131
è	0.004420619	0.16163968	0.5311701	0.07370881	0.22906072
l	0.06719693	0.01965848	0.8131494	0.022645788	0.07734948
i	0.003263683	0.014979406	0.8230275	0.030536084	0.1281934
g	0.0009255923	0.0142372325	0.5082844	0.44544524	0.031107483
l	0.0006020444	0.004618939	0.41107228	0.37626183	0.20744492
a	0.003951847	0.065235466	0.6328316	0.11632619	0.18165493
m	0.0044154595	0.010848391	0.08207457	0.37365815	0.52900344
m	5.899906e-05	0.00020439808	0.0068086097	0.4092123	0.58371574
è	0.0050645433	0.025407704	0.12536785	0.37305635	0.47110358
n	0.003023349	0.027286027	0.07330738	0.29566354	0.6007197
o	0.00018601045	0.00090941356	0.015593221	0.25909948	0.7242119
</S>	0.0016236728	0.00095992815	0.0133677265	0.2578512	0.7261975
