 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.8868645	0.068586774	0.008965632	0.007859027	0.0077389074	0.01098367	0.009001486
ò	0.47084013	0.117801785	0.082646474	0.08393164	0.08099108	0.08316557	0.080623284
p	0.73155016	0.1753928	0.020007914	0.019834187	0.017346546	0.018817699	0.017050566
u	0.8077504	0.09462136	0.021479735	0.027771473	0.014188437	0.020929797	0.013258871
o	0.11773743	0.7838288	0.02568732	0.018414643	0.01814073	0.018082192	0.01810889
G	0.011181424	0.70937115	0.13178557	0.039084874	0.036382224	0.035869274	0.03632552
i	0.0071602543	0.7564933	0.037650913	0.049892962	0.047908653	0.055559963	0.0453339
o	0.0076150126	0.78993917	0.14352024	0.016865253	0.014303587	0.013852682	0.013904141
v	0.0007136817	0.013779172	0.80324817	0.07787455	0.0349007	0.028860249	0.040623546
à	0.0100160055	0.17238827	0.33230257	0.044609584	0.0959334	0.18423744	0.16051276
n	0.0008000317	0.032619152	0.813857	0.11236215	0.016368976	0.012537245	0.011455418
n	0.0029331723	0.033631988	0.8052248	0.10697266	0.019371722	0.019229405	0.01263626
i	0.0065510185	0.065602824	0.7103191	0.14791358	0.022401873	0.027141903	0.020069715
j	0.0008231665	0.0018577554	0.18693289	0.70193285	0.065744594	0.01500635	0.02770233
ù	0.003245135	0.015962373	0.2468474	0.43475363	0.14125374	0.0847251	0.073212646
r	0.0027272215	0.004271199	0.16957772	0.7309976	0.057878245	0.02499858	0.009549458
i	0.015637847	0.0032738838	0.058229707	0.76962185	0.08785576	0.05316428	0.012216664
s	0.00041125223	0.00091361976	0.038474854	0.58505076	0.31144974	0.045216452	0.01848331
e	0.0019278929	0.0026842712	0.0130958725	0.34383178	0.4773768	0.10183732	0.059246063
è	0.0010664136	0.0028399376	0.01167147	0.08047286	0.5033591	0.17764606	0.22294424
s	0.015693182	0.0040032067	0.012364163	0.14057137	0.34956023	0.34594503	0.13186283
s	0.009073365	0.00364513	0.00083899935	0.025675021	0.20047154	0.7127544	0.047541585
u	0.030111767	0.0042477916	0.022971705	0.079213604	0.33166838	0.41706544	0.11472135
</S>	0.004107435	0.0038781397	0.024803093	0.025140803	0.1855003	0.38545784	0.37111238
