 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.74147046	0.043752294	0.035990465	0.039571382	0.034553092	0.034600798	0.03671307	0.033348426
n	0.7548316	0.045490455	0.036184072	0.032834567	0.02987195	0.03297422	0.0333327	0.034480363
k	0.8543648	0.043187495	0.02503965	0.017422479	0.0039664884	0.018753653	0.018666841	0.018598557
ò	0.5855973	0.0611214	0.061323375	0.047251824	0.0073442184	0.08622367	0.060336195	0.09080212
r	0.12101057	0.24629666	0.12102698	0.05321206	0.021712271	0.17562325	0.071805954	0.18931226
a	0.85309625	0.052694898	0.021013742	0.009151509	0.0053695994	0.02287861	0.010674188	0.02512118
s	0.027261443	0.6420083	0.24112694	0.021702059	0.015402484	0.017537145	0.017424209	0.017537357
t	0.13068661	0.57696754	0.2098479	0.020675888	0.005594505	0.01904035	0.018192403	0.018994804
e	0.022087723	0.43132323	0.18281661	0.06567415	0.01152509	0.10285092	0.07730934	0.10641293
m	0.0005917718	0.49047962	0.424274	0.025319852	0.010698443	0.01547642	0.015776107	0.017383832
a	0.0076296097	0.397284	0.44537237	0.03146777	0.00083239004	0.04208554	0.033345856	0.04198246
r	0.003564138	0.19885164	0.5818723	0.091036454	0.033702306	0.029318372	0.030122992	0.03153182
è	0.0007413375	0.38384742	0.45573846	0.085188806	0.0007779619	0.028914496	0.015646655	0.029144881
o	0.001755123	0.10982041	0.286781	0.4406822	0.015217193	0.060350873	0.033023737	0.052369475
c	0.00027262824	0.01605551	0.0924803	0.7650437	0.05892811	0.025862088	0.020066397	0.021291362
e	0.0023994949	0.011781464	0.07589219	0.61927944	0.0029998508	0.106792085	0.07758164	0.10327381
e	0.00074188	0.0061997836	0.03173505	0.28835538	0.5773031	0.03448945	0.03237513	0.028800152
n	0.000741806	0.0011161983	0.0036869005	0.15898962	0.5770042	0.113162346	0.08763829	0.057660587
ì	0.0031234135	0.0014427252	0.008610258	0.33801058	0.09582143	0.2833981	0.22059573	0.04899775
n	0.0055404296	0.0035250196	0.012413345	0.09749835	0.07845625	0.5906552	0.12488123	0.08703018
e	0.002211307	0.005413742	0.006789434	0.06276565	0.043531563	0.6354105	0.13107681	0.11280094
p	0.0006620008	0.0017398967	0.0015085335	0.06793408	0.102916926	0.3184471	0.430736	0.076055385
r	0.002308008	0.0009774949	0.00084209733	0.010482131	0.0030225911	0.24150187	0.38667625	0.3541895
ò	0.001511582	0.00061965873	0.0006350547	0.043016	0.009158579	0.24766214	0.559135	0.13826187
n	0.002040725	0.0034584054	0.00071278104	0.0015673551	0.0023835886	0.09124889	0.62408346	0.27450478
t	0.00026434506	0.00071733905	0.00064446783	0.0008547208	0.00459738	0.124981694	0.7011465	0.1667936
o	0.0037015988	0.0017456033	0.0006687641	0.0062084477	0.0038958478	0.11526432	0.52912205	0.33939338
</S>	0.0049987123	0.009429697	0.0053936075	0.002763305	0.000501417	0.5621675	0.2194112	0.19533448
