 	ho	finito	di	scrivere	</S>
s	0.96654105	0.0077547035	0.009009892	0.009109153	0.007585212
p	0.75212073	0.17765126	0.023974493	0.022310968	0.023942595
ì	0.48078293	0.1926703	0.12651008	0.05527183	0.14476483
c	0.30442944	0.5904402	0.044424094	0.021673113	0.03903314
c	0.52125174	0.39189327	0.036229454	0.0077835256	0.042842038
e	0.7929332	0.05670624	0.055475086	0.017392607	0.077492826
t	0.15937439	0.606223	0.119966626	0.058058817	0.056377158
s	0.17200683	0.590395	0.13606925	0.02871078	0.072818145
a	0.21775012	0.37111193	0.2163074	0.052345544	0.14248507
à	0.08521104	0.11702143	0.58682626	0.12155214	0.0893891
t	0.03331849	0.019783612	0.8955157	0.021826537	0.029555675
s	0.004699392	0.26611415	0.67177135	0.01402394	0.043391187
e	0.043154135	0.12402898	0.47964668	0.063792534	0.28937766
g	0.0020798687	0.0056794058	0.19452883	0.5489673	0.24874459
r	0.00045011353	0.014522947	0.11807526	0.41239217	0.45455953
à	0.0020206044	0.019712651	0.10845119	0.7664444	0.103371195
t	0.012782597	0.006256099	0.060371	0.6368676	0.2837228
s	0.005604835	0.002506016	0.08813354	0.27102974	0.63272583
i	0.0016835958	0.025559338	0.1434033	0.3679651	0.46138868
</S>	0.018227667	0.13095611	0.23830415	0.121352665	0.4911594
