 	la	casa	la	costruisce	il	mastro	</S>
o	0.95529926	0.023161424	0.0048233904	0.0035021775	0.0042358474	0.004398179	0.0045796214
s	0.42233995	0.4720745	0.0291907	0.01934376	0.019203627	0.018291973	0.01955542
p	0.17854792	0.68574536	0.04887301	0.021278346	0.024662888	0.015969751	0.024922773
ì	0.32935414	0.2925151	0.097188555	0.02856046	0.10355618	0.018519381	0.13030624
t	0.13120438	0.6458498	0.14172697	0.007763653	0.027586514	0.004116401	0.04175225
i	0.04467042	0.88197714	0.03387312	0.0030496812	0.011070191	0.0021766112	0.023182865
o	0.073957406	0.08941377	0.64689505	0.100798234	0.030674698	0.028204503	0.030056288
f	0.0035047254	0.014193692	0.6544565	0.26615208	0.02267674	0.017410334	0.021605957
a	0.0013679756	0.014293071	0.44560504	0.44846174	0.03692336	0.023142943	0.030205857
b	0.011293803	0.019615276	0.27611372	0.53745174	0.058577653	0.04291382	0.05403394
b	0.00029477544	0.015018	0.19137903	0.30621064	0.18163389	0.035065137	0.2703986
r	0.012397513	0.027115025	0.18213062	0.02679255	0.19419096	0.08198785	0.47538546
i	0.00824526	0.043568045	0.37015945	0.27673492	0.09787608	0.026442291	0.17697388
k	0.014197579	0.01932183	0.3008054	0.42487955	0.14507647	0.049079455	0.04663972
è	0.0002876108	0.0050438964	0.12277896	0.3135352	0.3278052	0.024532204	0.20601691
i	0.001120537	0.009301	0.12330054	0.08478725	0.6132523	0.039742623	0.12849575
o	0.000491179	0.0005982892	0.015014565	0.06969602	0.7595068	0.07239207	0.082301006
m	0.00043041664	0.00044214344	0.0021799288	0.033943366	0.30187172	0.53416497	0.12696749
à	0.00013554574	0.0015845428	0.0019375262	0.011749332	0.6471458	0.13872062	0.19872661
s	0.0024363755	0.0060190028	0.04070269	0.045496013	0.30342492	0.31328076	0.28864023
c	0.00010843101	0.0004873615	0.0003509567	0.008041692	0.3992858	0.5214797	0.07024603
i	0.00017388604	0.0018292968	0.0018799951	0.04437522	0.33036304	0.4677463	0.15363224
a	0.000459294	0.00020348672	0.00043346416	0.009762273	0.02589015	0.9017768	0.06147453
</S>	0.00075437163	0.000713645	0.0003806896	0.0018358175	0.017725775	0.708493	0.27009672
