 	Marika	è	che	si	sposa	domani	</S>
M	0.66715413	0.064148955	0.05713258	0.09930276	0.020074317	0.061133042	0.031054173
a	0.03197772	0.28515196	0.1733887	0.05220448	0.1484127	0.15465221	0.15421224
r	0.07678899	0.48090887	0.1356621	0.08890096	0.073950894	0.072501674	0.07128651
ì	0.006292202	0.5963465	0.25525764	0.003990608	0.040468384	0.04920949	0.04843511
k	0.12326327	0.45415968	0.3529066	0.0092231445	0.017688276	0.023611693	0.0191473
a	0.010000252	0.4514655	0.42510954	0.00614398	0.02006571	0.04833858	0.038876433
è	0.012957269	0.10914392	0.31176654	0.46543822	0.06900815	0.016978929	0.014707009
n	0.00461957	0.10477761	0.45352256	0.10400817	0.22841634	0.079916246	0.024739474
a	0.0006918254	0.052147463	0.5886074	0.02233106	0.25881463	0.04825962	0.029148037
r	0.002275482	0.012317762	0.03642201	0.2830901	0.6300493	0.024174908	0.011670367
m	0.00020944954	0.0018688039	0.026688974	0.08869819	0.7869167	0.05975827	0.035859633
a	0.0131902	0.024537727	0.06984157	0.041369986	0.20019351	0.1693608	0.48150617
s	0.0033032394	0.02143612	0.052788142	0.31049562	0.4728183	0.09072793	0.048430637
t	0.0010266316	0.00023277961	0.0061366535	0.005091998	0.386603	0.34671324	0.2541957
ì	0.0008576096	0.004097858	0.026176527	0.015274382	0.30176005	0.25974488	0.3920887
à	0.0018765802	0.0037722827	0.006527702	0.017757492	0.019352183	0.7994904	0.15122338
v	0.00035221328	0.00018487156	0.0003685845	0.0023433426	0.0082602445	0.90620565	0.082285106
v	0.0004182174	5.4555712e-05	0.00042095804	0.0015820462	0.0053979782	0.78908265	0.20304358
r	0.0007867881	0.0014574758	0.020850351	0.002762063	0.058509562	0.6148774	0.3007564
i	0.000228678	0.00023686384	0.00068363675	0.0006356763	0.0043300195	0.099210784	0.89467436
</S>	0.0014240898	0.0004300637	0.0020761923	0.0011243598	0.006206922	0.09841051	0.8903279
