 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.74387443	0.048800796	0.03277312	0.034019712	0.03277235	0.031910047	0.0425707	0.033278808
m	0.7192352	0.062027823	0.03673999	0.03619918	0.03649567	0.036280733	0.035795346	0.037226055
a	0.8729232	0.018558983	0.020127423	0.017046303	0.02088724	0.018328918	0.0133932745	0.018734597
r	0.44279963	0.17805426	0.06419609	0.06300429	0.06304991	0.06298895	0.062871	0.063035786
a	0.8200826	0.05601438	0.030371848	0.01486978	0.03267496	0.01813894	0.008101906	0.019745495
n	0.06262573	0.76435	0.03476009	0.027843079	0.027715934	0.027604429	0.0274885	0.027612302
g	0.22879924	0.5843447	0.041306	0.027395362	0.035859145	0.030986557	0.019696902	0.03161213
i	0.23035334	0.19024009	0.15942736	0.050111715	0.19328707	0.06669466	0.025680028	0.084205754
à	0.018019196	0.6009592	0.13960361	0.050349552	0.048944727	0.047712352	0.0464948	0.047916625
n	0.017753668	0.41552553	0.3911834	0.023901999	0.08120396	0.027757281	0.011326385	0.031347714
e	0.0328929	0.28239015	0.492741	0.021945857	0.10122551	0.02775092	0.009651612	0.031402055
è	0.002735771	0.096701406	0.7312898	0.05232314	0.03325453	0.02806159	0.028328411	0.027305327
n	0.0009323109	0.007712223	0.90581393	0.020935671	0.04123068	0.009199621	0.0044360976	0.009739471
e	0.0035531588	0.012237059	0.85023963	0.036370836	0.050341688	0.019789606	0.006985225	0.020482833
s	0.00081613456	0.008567041	0.3574418	0.46101668	0.09059595	0.029498784	0.030900378	0.02116312
e	0.0032303333	0.010188509	0.3955395	0.30973372	0.11685608	0.0638777	0.045822416	0.054751772
g	0.00065068796	0.0028449625	0.05591224	0.58125395	0.23447722	0.047854774	0.034490086	0.042516127
i	0.0009915738	0.0018822679	0.026475018	0.3400506	0.28346422	0.17761078	0.027858278	0.14166729
r	0.00066638726	0.0024935426	0.017741436	0.38640264	0.42375875	0.08448907	0.03984491	0.04460321
è	0.0006092967	0.00027456504	0.004821253	0.14659366	0.68342793	0.11800144	0.004420045	0.04185179
t	0.014564861	0.0008466403	0.006639474	0.18565625	0.6736186	0.06443579	0.044952977	0.009285437
s	0.0006829534	0.0017284713	0.016526965	0.027321387	0.8452718	0.0823248	0.008581757	0.017561786
i	0.0050978707	0.000745909	0.011355135	0.117200114	0.76952916	0.05255097	0.024333151	0.019187642
d	0.0041579474	0.001920408	0.008338419	0.12805928	0.2692068	0.34911752	0.08911553	0.15008408
ò	0.001627589	0.001740341	0.0113184955	0.022293149	0.3991345	0.33660385	0.03164957	0.19563253
p	0.013264602	0.00090113934	0.011358475	0.065337285	0.50870067	0.2878692	0.08037371	0.032194942
u	0.00011603375	0.0009935675	0.0044196052	0.004088305	0.5470874	0.3425988	0.045698818	0.054997526
e	0.0007359103	0.00062341493	0.001500077	0.0134924045	0.01699164	0.4780757	0.19419791	0.29438293
m	0.0072273538	0.00048924715	0.0008537599	0.007861425	0.012114181	0.2731225	0.34681088	0.3515207
a	0.001109411	0.0012592031	0.0036189787	0.007658525	0.042515267	0.5529499	0.020332575	0.3705561
r	0.0019174889	0.0006960674	0.0004948085	0.011952093	0.0029906835	0.08409088	0.6024338	0.29542416
è	0.001097755	0.00041276967	0.00053730886	0.0012799337	0.008112078	0.04060604	0.71942955	0.2285246
i	0.0002641895	0.00050620554	0.0004988509	0.0004961011	0.0052639083	0.009724941	0.61050355	0.3727423
</S>	0.0053648218	0.001466949	0.0008317285	0.0035376467	0.007715043	0.121319346	0.16892146	0.690843
