 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.630075348	0.11816411532	0.0543501004544	0.0432674143287	0.0443655379129	0.054039436459	0.0557380660958
ò	0.630956022	0.130380947553	0.0502375786018	0.0427042129503	0.0442427632704	0.0481508037367	0.0533276559765
p	0.614676952	0.173046829184	0.0499000300603	0.0402278090216	0.0378498643888	0.0404394721484	0.0438590785233
u	0.441724867333	0.339782226395	0.0569775301262	0.0423568178375	0.0363790949693	0.0389668441413	0.0438126765513
o	0.222125692711	0.470966163465	0.124811631588	0.0487528659091	0.0390466988431	0.0409619092586	0.0533350884681
G	0.137817797457	0.401362532155	0.198176726729	0.068830949139	0.0470254857239	0.0811311789157	0.0656553373198
i	0.120302324946	0.384159435718	0.210103234776	0.0751818875157	0.0495244930542	0.0940167530006	0.0667118330828
o	0.0909072260687	0.322948836439	0.273970155592	0.111691687441	0.0541789236837	0.0693582487261	0.0769448747394
v	0.0780645402362	0.19755276568	0.315190264797	0.131982882214	0.0692712834806	0.112008288899	0.0959299544675
à	0.0782062441587	0.157029729693	0.381319836532	0.115465207671	0.0624810525869	0.111260485246	0.0942374791078
n	0.0699693431862	0.131598108698	0.442391707511	0.135029422557	0.0505663177556	0.0674093079153	0.103035810841
n	0.0669676949154	0.128163072499	0.40439414217	0.145854209852	0.0633820164185	0.0691858667872	0.122053047987
i	0.0519523138385	0.10359724546	0.332941325323	0.253808946284	0.0804753247728	0.0644243008579	0.112800649007
j	0.0337246974462	0.06158410022	0.227070546041	0.373429440761	0.104115336524	0.0726652005526	0.127410680082
ù	0.0242899129154	0.0426188552467	0.17010342848	0.40018096892	0.145106398508	0.0768769515842	0.140823466554
r	0.0183158918585	0.0340298444689	0.154352741427	0.392263627973	0.179308631169	0.0739108605947	0.147818427878
i	0.0166611186215	0.027531466327	0.114167623809	0.364129975191	0.219679027723	0.102710635932	0.155120132026
s	0.0142274312958	0.0217176778463	0.070669450903	0.304435270064	0.273815852241	0.142644265711	0.172490022675
e	0.0136985225519	0.0192247362821	0.0495482817343	0.207990004088	0.28470604068	0.194624687237	0.230207721758
è	0.0140085062573	0.0179856584074	0.0339459742381	0.144045812596	0.241647297827	0.337802877079	0.210563816286
s	0.0112362919191	0.0142013772691	0.028916941416	0.100665021432	0.202336815942	0.493407229026	0.149236199462
s	0.0115065249304	0.0126958711364	0.028641192482	0.0703452390773	0.237943241314	0.495295751009	0.143572031221
u	0.0111516730408	0.0109641172655	0.023009572876	0.0478010406191	0.218112309638	0.43471499767	0.25424613414
</S>	0.0096761244904	0.00968337789275	0.018368834511	0.0347888966996	0.153261848619	0.416470622835	0.35775015307
