 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.745997303	0.04937292922	0.0337844103835	0.0292811171258	0.0343118419423	0.0346991480859	0.0368592634181	0.035693912993
i	0.694711417	0.0745259142733	0.0397718912685	0.0316584025707	0.0377567249941	0.0351011436496	0.0447348150658	0.0417396711551
n	0.601673319	0.133342496304	0.0505857852551	0.0335360580841	0.0382153270814	0.0347122684205	0.0523392464657	0.0555955195653
a	0.483404037667	0.218051680568	0.0637128939384	0.036488558182	0.0405596442692	0.0367282789613	0.0568086706028	0.0642461980478
d	0.370762740956	0.305610750856	0.0823117717661	0.0374370167007	0.0424582770726	0.0385155941894	0.0602177320282	0.0626860636024
r	0.328514312052	0.323733334552	0.108948303539	0.0352049273528	0.0449902715598	0.0397734071738	0.0579849675934	0.0608504500565
e	0.263869480684	0.374705217517	0.133603864597	0.0359391628077	0.0456620818187	0.040804847006	0.0492069646537	0.0562083510682
f	0.164292793895	0.464273159239	0.147487396199	0.0403112808488	0.0426502522347	0.0374004427031	0.047836745132	0.0557479288049
f	0.148888642432	0.437339244413	0.165601504194	0.0476935934413	0.0497098647627	0.0394625900399	0.0492803120747	0.0620243226844
ì	0.135833312444	0.424585535804	0.179763103726	0.0560617224535	0.0492732232653	0.037792960183	0.0450651827848	0.0716249880642
m	0.096457563028	0.431652400268	0.214514503309	0.064137310752	0.0434122571731	0.0318855521144	0.0398923129675	0.0780480242958
m	0.105304604256	0.374832301089	0.233159518703	0.0642013548409	0.0645132600627	0.0404042614454	0.0428304666849	0.0747541736159
u	0.100247796505	0.25546836303	0.309150532768	0.0941833503898	0.0794530476346	0.0503621545962	0.047223510916	0.0639112397496
a	0.0535753467683	0.127121667143	0.392836730256	0.157626666997	0.107055519145	0.0587376300654	0.0435993413017	0.0594470719906
n	0.0418843751714	0.0807225923143	0.374669330752	0.179389105012	0.134744307315	0.0612174757351	0.0431818494108	0.084190884076
k	0.0863051862925	0.0842619267714	0.288168202651	0.145485742817	0.139508929705	0.0654472481784	0.0558416962036	0.134980957395
ò	0.0910280575975	0.0826789414571	0.192580476884	0.179666867139	0.162716756168	0.0787233600461	0.0613311585872	0.151274302186
r	0.0439588800925	0.073931619419	0.205229784895	0.213591509913	0.188613370256	0.079455620662	0.0496926390491	0.14552651939
a	0.0287897328242	0.0622459755663	0.189727822165	0.207379745638	0.228003914352	0.077199181134	0.0610647681177	0.145588744923
e	0.0190119824794	0.0390916191421	0.103762994215	0.198396511953	0.258597457451	0.132709144245	0.113990895114	0.134439369279
n	0.0164809541198	0.0265307646607	0.0663949874983	0.154380440924	0.23741349715	0.169603599148	0.183923838638	0.1452720633
ì	0.0163999485286	0.0261087086402	0.0570080894994	0.112082965308	0.179315615717	0.194255384649	0.272545174213	0.142284187087
r	0.0130833911695	0.0378346316134	0.0412477367665	0.0920086225693	0.148921943439	0.206076922083	0.321156163738	0.139670566116
t	0.0215107291365	0.0531761164045	0.0341435667422	0.0835830036831	0.151667690613	0.140854449725	0.332937135579	0.182127260572
e	0.0241779555508	0.0417874993082	0.0273616708067	0.0589090460677	0.117592404084	0.095298903339	0.413322832526	0.221549642857
e	0.0147421603532	0.0223230852607	0.0193641182068	0.0379082742992	0.0649003029013	0.081431162313	0.551567698842	0.207763200952
t	0.00989474098827	0.0115710143696	0.0144904281675	0.0220130757097	0.0375472920271	0.063485178747	0.690820872947	0.150177390984
t	0.00809950828502	0.0062316050012	0.0101492441832	0.0126327989792	0.022476966105	0.0368121850803	0.781203593649	0.122394088328
ù	0.00709616074594	0.0064950773564	0.0103261300551	0.0122861886224	0.0162859676243	0.0416510442554	0.734880207216	0.170979228109
</S>	0.00626402654537	0.0078430182422	0.0139910422776	0.0164988306612	0.0172831882522	0.0585967732877	0.662585588608	0.216937538055
