 	non	sapeva	dove	a	stare	</S>
e	0.713903936	0.12210939404	0.040856427603	0.0392779214783	0.0423432775336	0.0415089901824
n	0.5114747	0.268954514013	0.054349837021	0.0471961133329	0.0554594763632	0.0625653923395
ì	0.276219902933	0.492603849338	0.059485402867	0.0472340123078	0.0565531877688	0.067903791363
s	0.164873299911	0.573570597113	0.106299968089	0.0447326468547	0.047802255679	0.0627213980193
s	0.131115722637	0.513408445704	0.172012586563	0.0578734258522	0.0497118069455	0.0758781072469
e	0.110734273146	0.456397421235	0.223541886321	0.0636842398781	0.0480784671799	0.0975637081457
r	0.076195792022	0.389810951745	0.291837566107	0.076637021226	0.0496834118497	0.115835268213
e	0.0564002382673	0.256282241248	0.375403625569	0.131240670475	0.0470722034166	0.133601050818
p	0.0431763906064	0.122474759169	0.45289677939	0.164865465092	0.0872036546722	0.129382929753
u	0.0313510713861	0.0630501755897	0.38633425253	0.237854473897	0.142425666224	0.138984304351
n	0.021870351838	0.0421875447339	0.265070274643	0.324687118632	0.196904965008	0.14927970765
a	0.0170657265416	0.0324898355353	0.178315267414	0.305018230744	0.309663401536	0.157447555283
s	0.0143625042868	0.0213847387251	0.107030976405	0.274864643248	0.393744338512	0.188612809561
t	0.0110621355065	0.0140860833217	0.070644146535	0.257264913716	0.474441033104	0.172501703254
a	0.00758785274837	0.0089068379279	0.0388927412183	0.198777672339	0.552600995968	0.193233952685
s	0.00970947204059	0.0124715238933	0.0245269256661	0.15322451654	0.489543556656	0.310524060895
ì	0.0111936196543	0.0143079227878	0.0207963754287	0.11327124914	0.460595098885	0.379835819632
</S>	0.00985338985455	0.0119653473839	0.0193939077944	0.07734081377	0.509713100442	0.371733551816
