 	è	che	stanno	ancora	svegli	</S>
è	0.705287236	0.11257603989	0.046305691646	0.0492649557806	0.0402956122472	0.046270438295
n	0.546815277333	0.247670861297	0.0632770921487	0.0503305231686	0.041971874965	0.0499343740705
a	0.337050793511	0.421923773099	0.0985861204496	0.0557665838919	0.040340531952	0.0463322341635
s	0.189569303637	0.4719392677	0.18100125015	0.0616439752096	0.0432206115353	0.0526256685518
t	0.119133542212	0.439970603233	0.26430719405	0.0547543538899	0.0486883217058	0.0731460878873
a	0.092788509204	0.350292034078	0.36272681435	0.071200289626	0.0419770006853	0.0810153446924
t	0.0688271458013	0.227646150359	0.457495351783	0.0876344502647	0.0455204255609	0.112876429687
ù	0.0571287158671	0.153342029786	0.509116395528	0.0957116213216	0.0452513346168	0.139449871794
n	0.0519414942224	0.139515372262	0.517023714109	0.103915543307	0.0350826196683	0.152521217216
e	0.0488204722741	0.123644287154	0.39363202737	0.228928143902	0.0447922574588	0.160182808079
a	0.0423518859114	0.0764273022247	0.262719037923	0.405146093301	0.0752126256863	0.138143024713
n	0.0370707891758	0.0593437459082	0.209092984908	0.453281859767	0.0958701793908	0.145340394704
k	0.0521723802039	0.0643920968294	0.173112428836	0.390249899456	0.0841724148723	0.235900726101
ò	0.050822270388	0.0620919128765	0.163408113345	0.328801593352	0.110165102937	0.284710933234
r	0.0389891385593	0.0569010813122	0.148059725782	0.379083960451	0.141073652046	0.235892402511
a	0.0423627768564	0.0531805946974	0.108560037794	0.393994220017	0.161117936015	0.240784431337
a	0.0345712327221	0.0407005303391	0.0790470777113	0.287936204072	0.278181506938	0.279563394712
t	0.023232336724	0.0305115372997	0.0712475705504	0.196256683557	0.343690168979	0.335061628504
s	0.018404474428	0.0261906550199	0.0640998452501	0.137433098986	0.295708849486	0.458163017101
ù	0.016167395956	0.0227804633866	0.0478016066167	0.102630718862	0.360133747655	0.450485990367
n	0.0146021113833	0.0230144668849	0.0408875736322	0.116111613754	0.467373511218	0.338010646789
n	0.0369876331391	0.025323704451	0.0349919463441	0.114501099185	0.426722775873	0.36147276493
i	0.0495988283844	0.0288673143103	0.0434544649794	0.087629809215	0.400945757424	0.389503777643
t	0.0479335787835	0.0447272005928	0.0538446416178	0.0576922680917	0.409398988355	0.386403322548
i	0.045725814246	0.0479732889169	0.0421029091326	0.0402491475172	0.357685448398	0.466263376849
</S>	0.0334547034942	0.0353952130735	0.0331508134563	0.0375487258886	0.332049878799	0.528400618425
